"hospital_code","hospital_name","date","attendances","within_4_hours","over_4_hours"
"B105H","Hawick Community  Hospital",2016-03-31,59,59,0
"B114H","Kelso Community Hospital",2016-03-31,7,7,0
"B118H","Hay Lodge Hospital",2016-03-31,44,44,0
"B120H","Borders General Hospital - Type 1",2016-03-31,2627,2486,141
"C106H","Cowal Community Hospital",2016-03-31,626,626,0
"C108H","Islay Hospital",2016-03-31,118,118,0
"C113H","Victoria Hospital (NHS Highland)",2016-03-31,372,367,5
"C121H","Lorn & Islands Hospital - Type 1",2016-03-31,663,655,8
"C122H","Campbeltown Hospital",2016-03-31,527,526,1
"C206H","Vale Of Leven District General Hospital",2016-03-31,1441,1385,56
"C313H","Inverclyde Royal Hospital - Type 1",2016-03-31,2903,2773,130
"C418H","Royal Alexandra Hospital - Type 1",2016-03-31,6138,5430,708
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-03-31,5618,5262,356
"F708H","Adamson Hospital",2016-03-31,138,138,0
"F709H","St Andrews Community Hospital",2016-03-31,279,279,0
"F805H","Queen Margaret Hospital",2016-03-31,1956,1955,1
"G107H","Glasgow Royal Infirmary - Type 1",2016-03-31,8215,6790,1425
"G207H","New Stobhill Hospital",2016-03-31,1687,1687,0
"G306H","New Victoria Hospital",2016-03-31,2686,2685,1
"G405H","Queen Elizabeth University Hospital - Type 1",2016-03-31,8011,6815,1196
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-03-31,5489,5452,37
"G516H","West Glasgow MIU",2016-03-31,1022,1021,1
"H101H","Dunbar Hospital",2016-03-31,220,220,0
"H103H","Caithness General Hospital - Type 1",2016-03-31,571,537,34
"H106H","Lawson Memorial Hospital",2016-03-31,17,17,0
"H202H","Raigmore Hospital - Type 1",2016-03-31,2863,2667,196
"H208H","Nairn Town And County Hospital",2016-03-31,447,447,0
"H210H","Ian Charles Community Hospital",2016-03-31,98,98,0
"H212H","Belford Hospital - Type 1",2016-03-31,749,735,14
"H214H","Dr Mackinnon Memorial Hospital",2016-03-31,445,445,0
"H215H","Portree Community Hospital",2016-03-31,199,199,0
"H217H","Ross Memorial Hospital",2016-03-31,154,154,0
"H219H","County Community Hospital",2016-03-31,177,177,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-03-31,346,335,11
"H227B","Aviemore Health Centre",2016-03-31,183,183,0
"H227H","Mull And Iona Community Hospital",2016-03-31,70,70,0
"L106H","University Hospital Monklands - Type 1",2016-03-31,6074,5792,282
"L206H","Kello Hospital",2016-03-31,62,62,0
"L207H","Lady Home Hospital",2016-03-31,85,85,0
"L302H","University Hospital Hairmyres - Type 1",2016-03-31,5463,4868,595
"L308H","University Hospital Wishaw - Type 1",2016-03-31,5730,5190,540
"N101H","Aberdeen Royal Infirmary - Type 1",2016-03-31,4984,4613,371
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-03-31,1599,1584,15
"N151H","Aboyne Hospital",2016-03-31,90,90,0
"N331H","Inverurie Hospital",2016-03-31,10,10,0
"N332H","Insch War Memorial Hospital",2016-03-31,16,16,0
"N333H","Peterhead Community Hospital",2016-03-31,1472,1471,1
"N334H","Fraserburgh Hospital",2016-03-31,848,848,0
"N335H","Jubilee Hospital",2016-03-31,273,272,1
"N336H","Turriff Hospital",2016-03-31,192,192,0
"N337H","Chalmers Hospital",2016-03-31,272,267,5
"N411H","Dr Gray's Hospital - Type 1",2016-03-31,2125,2038,87
"N431H","Seafield Hospital",2016-03-31,38,38,0
"N432H","Stephen Hospital",2016-03-31,13,13,0
"N433H","Turner Memorial Hospital",2016-03-31,78,78,0
"N451H","Fleming Hospital",2016-03-31,24,24,0
"N494H","Kincardine Community Hospital",2016-03-31,99,99,0
"N683C","Forres Health & Care Centre",2016-03-31,44,44,0
"R103H","Balfour Hospital - Type 1",2016-03-31,496,490,6
"S108H","Edington Cottage Hospital",2016-03-31,110,110,0
"S116H","Western General Hospital",2016-03-31,3782,3124,658
"S308H","St John's Hospital - Type 1",2016-03-31,4804,4445,359
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-03-31,10321,9564,757
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-03-31,4683,4584,99
"T101H","Ninewells Hospital - Type 1",2016-03-31,4205,4165,40
"T202H","Perth Royal Infirmary - Type 1",2016-03-31,2208,2177,31
"T205H","St Margaret's Hospital",2016-03-31,34,34,0
"T209H","Blairgowrie Community Hospital",2016-03-31,320,319,1
"T304H","Arbroath Infirmary",2016-03-31,1089,1087,2
"T305H","Brechin Infirmary",2016-03-31,162,162,0
"T316H","Crieff Community Hospital",2016-03-31,113,113,0
"T319H","Whitehills Health And Community Care Centre",2016-03-31,647,647,0
"T320H","Pitlochry Community Hospital",2016-03-31,159,159,0
"T357C","Links Health Centre",2016-03-31,522,522,0
"V201H","Stirling Health And Care Village",2016-03-31,1435,1431,4
"V217H","Forth Valley Royal Hospital - Type 1",2016-03-31,5849,5273,576
"W106H","St Brendan's Hospital",2016-03-31,53,53,0
"W107H","Western Isles Hospital - Type 1",2016-03-31,562,558,4
"W108H","Uist & Barra Hospital",2016-03-31,132,132,0
"Y101H","Castle Douglas Hospital",2016-03-31,20,20,0
"Y106H","Kirkcudbright Hospital",2016-03-31,28,28,0
"Y109H","Moffat Hospital",2016-03-31,4,4,0
"Y110H","Newton Stewart Hospital",2016-03-31,10,10,0
"Y144H","Galloway Community Hospital - Type 1",2016-03-31,1131,1088,43
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-03-31,3203,2996,207
"Z102H","Gilbert Bain Hospital - Type 1",2016-03-31,607,586,21
"A101H","Arran War Memorial Hospital",2016-04-30,213,212,1
"A110H","Lady Margaret Hospital",2016-04-30,66,66,0
"A111H","University Hospital Crosshouse - Type 1",2016-04-30,6222,5900,322
"A210H","University Hospital Ayr - Type 1",2016-04-30,3667,3341,326
"A216H","Girvan Community Hospital",2016-04-30,82,82,0
"B103H","Knoll Community Hospital",2016-04-30,8,8,0
"B105H","Hawick Community  Hospital",2016-04-30,87,87,0
"B114H","Kelso Community Hospital",2016-04-30,11,11,0
"B118H","Hay Lodge Hospital",2016-04-30,46,46,0
"B120H","Borders General Hospital - Type 1",2016-04-30,2389,2259,130
"C106H","Cowal Community Hospital",2016-04-30,574,573,1
"C108H","Islay Hospital",2016-04-30,117,116,1
"C113H","Victoria Hospital (NHS Highland)",2016-04-30,326,325,1
"C121H","Lorn & Islands Hospital - Type 1",2016-04-30,586,580,6
"C122H","Campbeltown Hospital",2016-04-30,397,397,0
"C206H","Vale Of Leven District General Hospital",2016-04-30,1358,1315,43
"C313H","Inverclyde Royal Hospital - Type 1",2016-04-30,2629,2520,109
"C418H","Royal Alexandra Hospital - Type 1",2016-04-30,5638,5217,421
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-04-30,5109,4833,276
"F708H","Adamson Hospital",2016-04-30,147,147,0
"F709H","St Andrews Community Hospital",2016-04-30,269,269,0
"F805H","Queen Margaret Hospital",2016-04-30,1740,1739,1
"G107H","Glasgow Royal Infirmary - Type 1",2016-04-30,7508,6818,690
"G207H","New Stobhill Hospital",2016-04-30,1499,1499,0
"G306H","New Victoria Hospital",2016-04-30,2399,2399,0
"G405H","Queen Elizabeth University Hospital - Type 1",2016-04-30,7568,6752,816
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-04-30,4624,4606,18
"G516H","West Glasgow MIU",2016-04-30,923,923,0
"H101H","Dunbar Hospital",2016-04-30,194,194,0
"H103H","Caithness General Hospital - Type 1",2016-04-30,546,520,26
"H106H","Lawson Memorial Hospital",2016-04-30,10,10,0
"H202H","Raigmore Hospital - Type 1",2016-04-30,2688,2550,138
"H208H","Nairn Town And County Hospital",2016-04-30,379,379,0
"H210H","Ian Charles Community Hospital",2016-04-30,66,66,0
"H212H","Belford Hospital - Type 1",2016-04-30,731,707,24
"H214H","Dr Mackinnon Memorial Hospital",2016-04-30,378,378,0
"H215H","Portree Community Hospital",2016-04-30,189,189,0
"H217H","Ross Memorial Hospital",2016-04-30,117,117,0
"H219H","County Community Hospital",2016-04-30,171,171,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-04-30,333,329,4
"H227B","Aviemore Health Centre",2016-04-30,152,152,0
"H227H","Mull And Iona Community Hospital",2016-04-30,70,70,0
"L106H","University Hospital Monklands - Type 1",2016-04-30,5587,5402,185
"L206H","Kello Hospital",2016-04-30,46,46,0
"L207H","Lady Home Hospital",2016-04-30,79,79,0
"L302H","University Hospital Hairmyres - Type 1",2016-04-30,5352,5080,272
"L308H","University Hospital Wishaw - Type 1",2016-04-30,5136,4826,310
"N101H","Aberdeen Royal Infirmary - Type 1",2016-04-30,4577,4326,251
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-04-30,1175,1165,10
"N151H","Aboyne Hospital",2016-04-30,68,68,0
"N331H","Inverurie Hospital",2016-04-30,9,9,0
"N332H","Insch War Memorial Hospital",2016-04-30,25,25,0
"N333H","Peterhead Community Hospital",2016-04-30,1233,1232,1
"N334H","Fraserburgh Hospital",2016-04-30,649,648,1
"N335H","Jubilee Hospital",2016-04-30,272,269,3
"N336H","Turriff Hospital",2016-04-30,185,185,0
"N337H","Chalmers Hospital",2016-04-30,244,241,3
"N411H","Dr Gray's Hospital - Type 1",2016-04-30,2037,1945,92
"N431H","Seafield Hospital",2016-04-30,38,38,0
"N432H","Stephen Hospital",2016-04-30,19,19,0
"N433H","Turner Memorial Hospital",2016-04-30,87,87,0
"N451H","Fleming Hospital",2016-04-30,17,17,0
"N494H","Kincardine Community Hospital",2016-04-30,104,104,0
"N683C","Forres Health & Care Centre",2016-04-30,58,58,0
"R103H","Balfour Hospital - Type 1",2016-04-30,482,479,3
"S108H","Edington Cottage Hospital",2016-04-30,136,136,0
"S116H","Western General Hospital",2016-04-30,3528,2961,567
"S308H","St John's Hospital - Type 1",2016-04-30,4598,4350,248
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-04-30,9369,8838,531
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-04-30,3993,3923,70
"T101H","Ninewells Hospital - Type 1",2016-04-30,3899,3852,47
"T202H","Perth Royal Infirmary - Type 1",2016-04-30,2016,1995,21
"T205H","St Margaret's Hospital",2016-04-30,27,27,0
"T209H","Blairgowrie Community Hospital",2016-04-30,272,272,0
"T304H","Arbroath Infirmary",2016-04-30,1112,1112,0
"T305H","Brechin Infirmary",2016-04-30,167,167,0
"T316H","Crieff Community Hospital",2016-04-30,100,100,0
"T319H","Whitehills Health And Community Care Centre",2016-04-30,501,501,0
"T320H","Pitlochry Community Hospital",2016-04-30,169,169,0
"T357C","Links Health Centre",2016-04-30,401,401,0
"V201H","Stirling Health And Care Village",2016-04-30,1244,1244,0
"V217H","Forth Valley Royal Hospital - Type 1",2016-04-30,5255,4969,286
"W106H","St Brendan's Hospital",2016-04-30,63,63,0
"W107H","Western Isles Hospital - Type 1",2016-04-30,521,519,2
"W108H","Uist & Barra Hospital",2016-04-30,109,109,0
"Y101H","Castle Douglas Hospital",2016-04-30,19,19,0
"Y106H","Kirkcudbright Hospital",2016-04-30,39,39,0
"Y109H","Moffat Hospital",2016-04-30,3,3,0
"Y110H","Newton Stewart Hospital",2016-04-30,7,7,0
"Y144H","Galloway Community Hospital - Type 1",2016-04-30,961,924,37
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-04-30,2949,2814,135
"Z102H","Gilbert Bain Hospital - Type 1",2016-04-30,588,541,47
"A101H","Arran War Memorial Hospital",2016-05-31,215,215,0
"A110H","Lady Margaret Hospital",2016-05-31,83,81,2
"A111H","University Hospital Crosshouse - Type 1",2016-05-31,6231,5997,234
"A210H","University Hospital Ayr - Type 1",2016-05-31,4060,3781,279
"A216H","Girvan Community Hospital",2016-05-31,102,102,0
"B103H","Knoll Community Hospital",2016-05-31,19,19,0
"B105H","Hawick Community  Hospital",2016-05-31,86,86,0
"B114H","Kelso Community Hospital",2016-05-31,15,15,0
"B118H","Hay Lodge Hospital",2016-05-31,42,42,0
"B120H","Borders General Hospital - Type 1",2016-05-31,2733,2535,198
"C106H","Cowal Community Hospital",2016-05-31,698,698,0
"C108H","Islay Hospital",2016-05-31,130,130,0
"C113H","Victoria Hospital (NHS Highland)",2016-05-31,388,385,3
"C121H","Lorn & Islands Hospital - Type 1",2016-05-31,752,746,6
"C122H","Campbeltown Hospital",2016-05-31,421,421,0
"C206H","Vale Of Leven District General Hospital",2016-05-31,1641,1610,31
"C313H","Inverclyde Royal Hospital - Type 1",2016-05-31,2954,2848,106
"C418H","Royal Alexandra Hospital - Type 1",2016-05-31,6328,5664,664
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-05-31,5864,5509,355
"F708H","Adamson Hospital",2016-05-31,157,157,0
"F709H","St Andrews Community Hospital",2016-05-31,283,282,1
"F805H","Queen Margaret Hospital",2016-05-31,2169,2155,14
"G107H","Glasgow Royal Infirmary - Type 1",2016-05-31,8291,7256,1035
"G207H","New Stobhill Hospital",2016-05-31,1881,1881,0
"G306H","New Victoria Hospital",2016-05-31,2933,2932,1
"G405H","Queen Elizabeth University Hospital - Type 1",2016-05-31,8492,7391,1101
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-05-31,5045,5032,13
"G516H","West Glasgow MIU",2016-05-31,993,992,1
"H101H","Dunbar Hospital",2016-05-31,250,250,0
"H103H","Caithness General Hospital - Type 1",2016-05-31,615,586,29
"H106H","Lawson Memorial Hospital",2016-05-31,20,20,0
"H202H","Raigmore Hospital - Type 1",2016-05-31,3043,2876,167
"H208H","Nairn Town And County Hospital",2016-05-31,404,404,0
"H210H","Ian Charles Community Hospital",2016-05-31,102,102,0
"H212H","Belford Hospital - Type 1",2016-05-31,934,895,39
"H214H","Dr Mackinnon Memorial Hospital",2016-05-31,432,432,0
"H215H","Portree Community Hospital",2016-05-31,247,247,0
"H217H","Ross Memorial Hospital",2016-05-31,162,162,0
"H219H","County Community Hospital",2016-05-31,160,160,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-05-31,413,409,4
"H227B","Aviemore Health Centre",2016-05-31,189,189,0
"H227H","Mull And Iona Community Hospital",2016-05-31,115,114,1
"L106H","University Hospital Monklands - Type 1",2016-05-31,6123,5918,205
"L206H","Kello Hospital",2016-05-31,67,67,0
"L207H","Lady Home Hospital",2016-05-31,111,111,0
"L302H","University Hospital Hairmyres - Type 1",2016-05-31,5754,5392,362
"L308H","University Hospital Wishaw - Type 1",2016-05-31,5834,5342,492
"N101H","Aberdeen Royal Infirmary - Type 1",2016-05-31,5057,4741,316
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-05-31,1694,1680,14
"N151H","Aboyne Hospital",2016-05-31,97,97,0
"N331H","Inverurie Hospital",2016-05-31,12,12,0
"N332H","Insch War Memorial Hospital",2016-05-31,38,38,0
"N333H","Peterhead Community Hospital",2016-05-31,1581,1580,1
"N334H","Fraserburgh Hospital",2016-05-31,771,767,4
"N335H","Jubilee Hospital",2016-05-31,319,313,6
"N336H","Turriff Hospital",2016-05-31,243,243,0
"N337H","Chalmers Hospital",2016-05-31,322,317,5
"N411H","Dr Gray's Hospital - Type 1",2016-05-31,2182,2119,63
"N431H","Seafield Hospital",2016-05-31,69,69,0
"N432H","Stephen Hospital",2016-05-31,20,20,0
"N433H","Turner Memorial Hospital",2016-05-31,95,95,0
"N451H","Fleming Hospital",2016-05-31,18,18,0
"N494H","Kincardine Community Hospital",2016-05-31,144,144,0
"N683C","Forres Health & Care Centre",2016-05-31,44,44,0
"R103H","Balfour Hospital - Type 1",2016-05-31,522,509,13
"S108H","Edington Cottage Hospital",2016-05-31,155,155,0
"S116H","Western General Hospital",2016-05-31,3899,3537,362
"S308H","St John's Hospital - Type 1",2016-05-31,5018,4747,271
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-05-31,10457,9548,909
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-05-31,4585,4526,59
"T101H","Ninewells Hospital - Type 1",2016-05-31,4377,4291,86
"T202H","Perth Royal Infirmary - Type 1",2016-05-31,2325,2305,20
"T205H","St Margaret's Hospital",2016-05-31,44,44,0
"T209H","Blairgowrie Community Hospital",2016-05-31,305,305,0
"T304H","Arbroath Infirmary",2016-05-31,1297,1296,1
"T305H","Brechin Infirmary",2016-05-31,200,200,0
"T316H","Crieff Community Hospital",2016-05-31,134,134,0
"T319H","Whitehills Health And Community Care Centre",2016-05-31,588,588,0
"T320H","Pitlochry Community Hospital",2016-05-31,194,194,0
"T357C","Links Health Centre",2016-05-31,417,417,0
"V201H","Stirling Health And Care Village",2016-05-31,1490,1488,2
"V217H","Forth Valley Royal Hospital - Type 1",2016-05-31,6011,5453,558
"W106H","St Brendan's Hospital",2016-05-31,40,40,0
"W107H","Western Isles Hospital - Type 1",2016-05-31,555,554,1
"W108H","Uist & Barra Hospital",2016-05-31,120,120,0
"Y101H","Castle Douglas Hospital",2016-05-31,31,31,0
"Y106H","Kirkcudbright Hospital",2016-05-31,51,51,0
"Y109H","Moffat Hospital",2016-05-31,5,5,0
"Y110H","Newton Stewart Hospital",2016-05-31,11,11,0
"Y144H","Galloway Community Hospital - Type 1",2016-05-31,1028,987,41
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-05-31,3296,3193,103
"Z102H","Gilbert Bain Hospital - Type 1",2016-05-31,672,645,27
"A101H","Arran War Memorial Hospital",2016-06-30,239,238,1
"A110H","Lady Margaret Hospital",2016-06-30,82,82,0
"A111H","University Hospital Crosshouse - Type 1",2016-06-30,5976,5790,186
"A210H","University Hospital Ayr - Type 1",2016-06-30,4072,3633,439
"A216H","Girvan Community Hospital",2016-06-30,91,91,0
"B103H","Knoll Community Hospital",2016-06-30,15,15,0
"B105H","Hawick Community  Hospital",2016-06-30,94,94,0
"B114H","Kelso Community Hospital",2016-06-30,10,10,0
"B118H","Hay Lodge Hospital",2016-06-30,59,59,0
"B120H","Borders General Hospital - Type 1",2016-06-30,2436,2362,74
"C106H","Cowal Community Hospital",2016-06-30,619,619,0
"C108H","Islay Hospital",2016-06-30,119,119,0
"C113H","Victoria Hospital (NHS Highland)",2016-06-30,425,422,3
"C121H","Lorn & Islands Hospital - Type 1",2016-06-30,767,754,13
"C122H","Campbeltown Hospital",2016-06-30,556,556,0
"C206H","Vale Of Leven District General Hospital",2016-06-30,1476,1435,41
"C313H","Inverclyde Royal Hospital - Type 1",2016-06-30,2737,2682,55
"C418H","Royal Alexandra Hospital - Type 1",2016-06-30,6051,5570,481
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-06-30,5370,5151,219
"F708H","Adamson Hospital",2016-06-30,216,216,0
"F709H","St Andrews Community Hospital",2016-06-30,293,293,0
"F805H","Queen Margaret Hospital",2016-06-30,1997,1994,3
"G107H","Glasgow Royal Infirmary - Type 1",2016-06-30,7563,6790,773
"G207H","New Stobhill Hospital",2016-06-30,1730,1728,2
"G306H","New Victoria Hospital",2016-06-30,2822,2821,1
"G405H","Queen Elizabeth University Hospital - Type 1",2016-06-30,7888,7228,660
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-06-30,4491,4476,15
"G516H","West Glasgow MIU",2016-06-30,985,985,0
"H101H","Dunbar Hospital",2016-06-30,217,214,3
"H103H","Caithness General Hospital - Type 1",2016-06-30,611,567,44
"H106H","Lawson Memorial Hospital",2016-06-30,25,25,0
"H202H","Raigmore Hospital - Type 1",2016-06-30,2820,2716,104
"H208H","Nairn Town And County Hospital",2016-06-30,382,382,0
"H210H","Ian Charles Community Hospital",2016-06-30,92,92,0
"H212H","Belford Hospital - Type 1",2016-06-30,958,923,35
"H214H","Dr Mackinnon Memorial Hospital",2016-06-30,504,504,0
"H215H","Portree Community Hospital",2016-06-30,272,272,0
"H217H","Ross Memorial Hospital",2016-06-30,173,173,0
"H219H","County Community Hospital",2016-06-30,232,232,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-06-30,365,362,3
"H227B","Aviemore Health Centre",2016-06-30,168,168,0
"H227H","Mull And Iona Community Hospital",2016-06-30,96,96,0
"L106H","University Hospital Monklands - Type 1",2016-06-30,5914,5725,189
"L206H","Kello Hospital",2016-06-30,80,80,0
"L207H","Lady Home Hospital",2016-06-30,107,107,0
"L302H","University Hospital Hairmyres - Type 1",2016-06-30,5348,5037,311
"L308H","University Hospital Wishaw - Type 1",2016-06-30,5454,4967,487
"N101H","Aberdeen Royal Infirmary - Type 1",2016-06-30,4677,4435,242
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-06-30,1509,1487,22
"N151H","Aboyne Hospital",2016-06-30,78,78,0
"N331H","Inverurie Hospital",2016-06-30,13,13,0
"N332H","Insch War Memorial Hospital",2016-06-30,38,38,0
"N333H","Peterhead Community Hospital",2016-06-30,1395,1392,3
"N334H","Fraserburgh Hospital",2016-06-30,713,709,4
"N335H","Jubilee Hospital",2016-06-30,294,291,3
"N336H","Turriff Hospital",2016-06-30,216,216,0
"N337H","Chalmers Hospital",2016-06-30,304,300,4
"N411H","Dr Gray's Hospital - Type 1",2016-06-30,2015,1972,43
"N431H","Seafield Hospital",2016-06-30,64,64,0
"N432H","Stephen Hospital",2016-06-30,13,13,0
"N433H","Turner Memorial Hospital",2016-06-30,100,100,0
"N451H","Fleming Hospital",2016-06-30,31,31,0
"N494H","Kincardine Community Hospital",2016-06-30,141,141,0
"N683C","Forres Health & Care Centre",2016-06-30,47,47,0
"R103H","Balfour Hospital - Type 1",2016-06-30,519,507,12
"S108H","Edington Cottage Hospital",2016-06-30,197,197,0
"S116H","Western General Hospital",2016-06-30,3660,3413,247
"S308H","St John's Hospital - Type 1",2016-06-30,4831,4676,155
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-06-30,9749,9221,528
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2016-06-30,4008,3936,72
"T101H","Ninewells Hospital - Type 1",2016-06-30,4076,4026,50
"T202H","Perth Royal Infirmary - Type 1",2016-06-30,2168,2155,13
"T205H","St Margaret's Hospital",2016-06-30,39,39,0
"T209H","Blairgowrie Community Hospital",2016-06-30,299,299,0
"T304H","Arbroath Infirmary",2016-06-30,1208,1208,0
"T305H","Brechin Infirmary",2016-06-30,202,202,0
"T316H","Crieff Community Hospital",2016-06-30,113,113,0
"T319H","Whitehills Health And Community Care Centre",2016-06-30,473,473,0
"T320H","Pitlochry Community Hospital",2016-06-30,217,217,0
"T357C","Links Health Centre",2016-06-30,349,349,0
"V201H","Stirling Health And Care Village",2016-06-30,1353,1353,0
"V217H","Forth Valley Royal Hospital - Type 1",2016-06-30,5393,5114,279
"W106H","St Brendan's Hospital",2016-06-30,73,73,0
"W107H","Western Isles Hospital - Type 1",2016-06-30,625,620,5
"W108H","Uist & Barra Hospital",2016-06-30,118,118,0
"Y101H","Castle Douglas Hospital",2016-06-30,27,27,0
"Y106H","Kirkcudbright Hospital",2016-06-30,43,43,0
"Y109H","Moffat Hospital",2016-06-30,6,6,0
"Y110H","Newton Stewart Hospital",2016-06-30,12,12,0
"Y144H","Galloway Community Hospital - Type 1",2016-06-30,1026,993,33
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2016-06-30,3160,3055,105
"Z102H","Gilbert Bain Hospital - Type 1",2016-06-30,699,660,39
"A101H","Arran War Memorial Hospital",2016-07-31,343,340,3
"A110H","Lady Margaret Hospital",2016-07-31,114,114,0
"A111H","University Hospital Crosshouse - Type 1",2016-07-31,5508,5333,175
"A210H","University Hospital Ayr - Type 1",2016-07-31,3884,3491,393
"A216H","Girvan Community Hospital",2016-07-31,92,92,0
"B103H","Knoll Community Hospital",2016-07-31,18,18,0
"B105H","Hawick Community  Hospital",2016-07-31,94,94,0
"B114H","Kelso Community Hospital",2016-07-31,16,16,0
"B118H","Hay Lodge Hospital",2016-07-31,53,53,0
"B120H","Borders General Hospital - Type 1",2016-07-31,2406,2320,86
"C106H","Cowal Community Hospital",2016-07-31,635,635,0
"C108H","Islay Hospital",2016-07-31,143,143,0
"C113H","Victoria Hospital (NHS Highland)",2016-07-31,384,382,2
"C121H","Lorn & Islands Hospital - Type 1",2016-07-31,717,705,12
"C122H","Campbeltown Hospital",2016-07-31,577,577,0
"C206H","Vale Of Leven District General Hospital",2016-07-31,1458,1442,16
"C313H","Inverclyde Royal Hospital - Type 1",2016-07-31,2663,2570,93
"C418H","Royal Alexandra Hospital - Type 1",2016-07-31,5716,5164,552
"F704H","Victoria Hospital (NHS Fife) - Type 1",2016-07-31,5310,5119,191
"F708H","Adamson Hospital",2016-07-31,162,162,0
"F709H","St Andrews Community Hospital",2016-07-31,295,295,0
"F805H","Queen Margaret Hospital",2016-07-31,1750,1750,0
"G107H","Glasgow Royal Infirmary - Type 1",2016-07-31,7661,6555,1106
"G207H","New Stobhill Hospital",2016-07-31,1478,1477,1
"G306H","New Victoria Hospital",2016-07-31,2399,2398,1
"G405H","Queen Elizabeth University Hospital - Type 1",2016-07-31,8077,7477,600
"G513H","Royal Hospital For Children Glasgow - Type 1",2016-07-31,3745,3730,15
"G516H","West Glasgow MIU",2016-07-31,878,878,0
"H101H","Dunbar Hospital",2016-07-31,234,234,0
"H103H","Caithness General Hospital - Type 1",2016-07-31,621,611,10
"H106H","Lawson Memorial Hospital",2016-07-31,35,35,0
"H202H","Raigmore Hospital - Type 1",2016-07-31,3006,2859,147
"H208H","Nairn Town And County Hospital",2016-07-31,360,360,0
"H210H","Ian Charles Community Hospital",2016-07-31,87,87,0
"H212H","Belford Hospital - Type 1",2016-07-31,896,857,39
"H214H","Dr Mackinnon Memorial Hospital",2016-07-31,432,432,0
"H215H","Portree Community Hospital",2016-07-31,227,227,0
"H217H","Ross Memorial Hospital",2016-07-31,153,153,0
"H219H","County Community Hospital",2016-07-31,154,154,0
"H224H","Mid Argyll Community Hospital And Integrated Care Centre",2016-07-31,413,399,14
"H227B","Aviemore Health Centre",2016-07-31,180,180,0
"H227H","Mull And Iona Community Hospital",2016-07-31,106,106,0
"L106H","University Hospital Monklands - Type 1",2016-07-31,5605,5391,214
"L206H","Kello Hospital",2016-07-31,73,73,0
"L207H","Lady Home Hospital",2016-07-31,102,102,0
"L302H","University Hospital Hairmyres - Type 1",2016-07-31,5322,5016,306
"L308H","University Hospital Wishaw - Type 1",2016-07-31,5221,4797,424
"N101H","Aberdeen Royal Infirmary - Type 1",2016-07-31,5053,4761,292
"N121H","Royal Aberdeen Children's Hospital - Type 1",2016-07-31,1125,1109,16
"N151H","Aboyne Hospital",2016-07-31,91,91,0
"N331H","Inverurie Hospital",2016-07-31,9,9,0
"N332H","Insch War Memorial Hospital",2016-07-31,29,29,0
"N333H","Peterhead Community Hospital",2016-07-31,1349,1349,0
"N334H","Fraserburgh Hospital",2016-07-31,731,725,6
"N335H","Jubilee Hospital",2016-07-31,285,278,7
"N336H","Turriff Hospital",2016-07-31,214,214,0
"N337H","Chalmers Hospital",2016-07-31,304,296,8
"N411H","Dr Gray's Hospital - Type 1",2016-07-31,2234,2180,54
"N431H","Seafield Hospital",2016-07-31,47,47,0
"N432H","Stephen Hospital",2016-07-31,26,26,0
"N433H","Turner Memorial Hospital",2016-07-31,107,107,0
"N451H","Fleming Hospital",2016-07-31,33,33,0
"N494H","Kincardine Community Hospital",2016-07-31,135,135,0
"N683C","Forres Health & Care Centre",2016-07-31,33,33,0
"R103H","Balfour Hospital - Type 1",2016-07-31,547,536,11
"S108H","Edington Cottage Hospital",2016-07-31,189,189,0
"S116H","Western General Hospital",2016-07-31,3596,3432,164
"S308H","St John's Hospital - Type 1",2016-07-31,4396,4255,141
"S314H","Royal Infirmary Of Edinburgh - Type 1",2016-07-31,9865,9590,275
