"stp20_nhs_code","stp20_name","date","year","month","treatment","waits_over_18_weeks","waits_over_52_weeks"
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Other - Surgical Services",3983,510
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Plastic Surgery Service",0,0
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",204,0
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Rheumatology Service",517,5
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Total",24984,2675
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",4585,881
"QR1","GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Urology Service",549,42
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Cardiology Service",1539,13
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",358,84
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Dermatology Service",2772,19
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",7347,1255
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Elderly Medicine Service",30,0
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Gastroenterology Service",2726,63
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","General Internal Medicine Service",36,1
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","General Surgery Service",7036,1255
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Gynaecology Service",6288,725
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Neurology Service",1728,23
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Neurosurgical Service",668,153
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Ophthalmology Service",11036,1938
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Oral Surgery Service",6444,1185
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Other - Medical Services",3005,210
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Other - Mental Health Services",209,32
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Other - Other Services",988,21
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Other - Paediatric Services",3482,467
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Other - Surgical Services",3947,576
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Plastic Surgery Service",182,7
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",729,10
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Rheumatology Service",758,12
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Total",80962,12276
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",14353,3204
"QRL","HAMPSHIRE AND THE ISLE OF WIGHT STP",2021-11-01,2021,"Nov","Urology Service",5301,1023
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Cardiology Service",2877,286
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",145,16
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Dermatology Service",2753,27
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Ear Nose and Throat Service",8063,557
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Elderly Medicine Service",123,0
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Gastroenterology Service",3152,62
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","General Internal Medicine Service",78,0
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","General Surgery Service",8149,1003
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Gynaecology Service",7299,598
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Neurology Service",3085,138
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Neurosurgical Service",2457,180
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Ophthalmology Service",4207,101
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Oral Surgery Service",4400,166
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Medical Services",8744,1418
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Mental Health Services",0,0
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Other Services",1461,89
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Paediatric Services",5488,378
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Surgical Services",4661,582
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Plastic Surgery Service",1445,146
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Respiratory Medicine Service",1089,3
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Rheumatology Service",1410,46
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Total",89023,7355
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",11663,696
"QRV","NORTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Urology Service",6274,863
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Cardiology Service",1281,36
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",0,0
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Dermatology Service",449,6
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",2966,844
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Elderly Medicine Service",16,0
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Gastroenterology Service",869,20
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","General Internal Medicine Service",64,1
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","General Surgery Service",1201,291
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Gynaecology Service",1701,279
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Neurology Service",518,45
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Ophthalmology Service",4041,591
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Oral Surgery Service",1011,122
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Other - Medical Services",653,42
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Other - Other Services",283,3
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Other - Paediatric Services",476,25
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Other - Surgical Services",3246,829
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Plastic Surgery Service",73,4
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",315,5
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Rheumatology Service",549,166
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Total",25854,4619
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",4998,1088
"QSL","SOMERSET STP",2021-11-01,2021,"Nov","Urology Service",1144,222
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Cardiology Service",1742,97
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",295,105
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Dermatology Service",1228,4
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",5058,1660
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Elderly Medicine Service",107,1
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Gastroenterology Service",4216,205
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","General Internal Medicine Service",10,0
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","General Surgery Service",2931,550
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Gynaecology Service",3219,356
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Neurology Service",108,0
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Neurosurgical Service",413,117
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Ophthalmology Service",6025,957
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Oral Surgery Service",2818,516
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Other - Medical Services",2682,45
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Other - Other Services",299,11
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Other - Paediatric Services",1830,258
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Other - Surgical Services",3888,981
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Plastic Surgery Service",827,171
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",1301,34
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Rheumatology Service",1227,22
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Total",51556,9207
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",8899,2567
"QT1","NOTTINGHAM AND NOTTINGHAMSHIRE HEALTH AND CARE STP",2021-11-01,2021,"Nov","Urology Service",2433,550
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Cardiology Service",1487,119
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Dermatology Service",1335,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Ear Nose and Throat Service",727,16
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Elderly Medicine Service",62,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Gastroenterology Service",237,3
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","General Internal Medicine Service",0,0
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","General Surgery Service",734,91
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Gynaecology Service",1276,73
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Neurology Service",852,4
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Ophthalmology Service",1101,20
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Oral Surgery Service",1258,75
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Medical Services",578,3
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Other Services",184,5
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Paediatric Services",317,3
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Other - Surgical Services",1694,318
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Respiratory Medicine Service",51,1
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Rheumatology Service",78,1
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Total",19303,2534
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",6029,1461
"QT6","CORNWALL AND THE ISLES OF SCILLY HEALTH & SOCIAL CARE PARTNERSHIP (STP)",2021-11-01,2021,"Nov","Urology Service",1303,341
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Cardiology Service",1102,19
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",28,0
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Dermatology Service",2657,24
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",7294,2367
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Elderly Medicine Service",49,0
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Gastroenterology Service",9056,491
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","General Internal Medicine Service",171,24
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","General Surgery Service",7869,1673
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Gynaecology Service",4999,709
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Neurology Service",1704,16
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Neurosurgical Service",435,115
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Ophthalmology Service",7933,1505
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Oral Surgery Service",1191,252
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Other - Medical Services",4763,206
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Other - Mental Health Services",4,0
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Other - Other Services",806,37
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Other - Paediatric Services",3313,392
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Other - Surgical Services",1955,376
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Plastic Surgery Service",3386,1121
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",592,3
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Rheumatology Service",1374,31
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Total",79235,13732
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",14076,3396
"QU9","BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",2021-11-01,2021,"Nov","Urology Service",4478,975
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Cardiology Service",2869,188
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",9,0
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Dermatology Service",1798,145
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",6267,618
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Elderly Medicine Service",51,2
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Gastroenterology Service",1757,34
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","General Internal Medicine Service",13,2
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","General Surgery Service",8939,2064
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Gynaecology Service",6031,708
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Neurology Service",1594,6
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Ophthalmology Service",8496,874
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Oral Surgery Service",5259,799
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Other - Medical Services",3436,57
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Other - Other Services",289,29
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Other - Paediatric Services",3656,381
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Other - Surgical Services",2418,282
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Plastic Surgery Service",1399,296
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",778,2
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Rheumatology Service",1373,51
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Total",76773,10526
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",12286,2064
"QUA","THE BLACK COUNTRY AND WEST BIRMINGHAM STP",2021-11-01,2021,"Nov","Urology Service",8055,1924
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Cardiology Service",3020,169
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",397,7
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Dermatology Service",2459,335
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",8201,2862
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Elderly Medicine Service",139,0
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Gastroenterology Service",2522,368
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","General Internal Medicine Service",72,0
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","General Surgery Service",3837,443
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Gynaecology Service",2536,225
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Neurology Service",223,7
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Neurosurgical Service",809,244
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Ophthalmology Service",9053,2810
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Oral Surgery Service",2924,685
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Other - Medical Services",4801,382
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Other - Mental Health Services",21,0
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Other - Other Services",799,46
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Other - Paediatric Services",3059,680
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Other - Surgical Services",2555,536
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Plastic Surgery Service",1826,495
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Respiratory Medicine Service",655,7
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Rheumatology Service",1493,37
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Total",63213,13351
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Trauma and Orthopaedic Service",7004,1777
"QUE","CAMBRIDGESHIRE AND PETERBOROUGH STP",2021-11-01,2021,"Nov","Urology Service",4808,1236
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Cardiology Service",2268,278
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Cardiothoracic Surgery Service",305,81
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Dermatology Service",1472,25
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Ear Nose and Throat Service",3379,1132
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Elderly Medicine Service",30,2
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Gastroenterology Service",1316,393
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","General Internal Medicine Service",5,1
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","General Surgery Service",1642,336
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Gynaecology Service",3875,836
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Neurology Service",1087,72
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Neurosurgical Service",882,209
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Ophthalmology Service",5412,493
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Oral Surgery Service",4404,399
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Other - Medical Services",3539,309
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Other - Mental Health Services",0,0
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Other - Other Services",1116,14
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Other - Paediatric Services",5725,1227
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Other - Surgical Services",5733,1469
"QUY","BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",2021-11-01,2021,"Nov","Plastic Surgery Service",1240,205
