"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks","total_waits"
"W11000023","Betsi Cadwaladr University LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2799,395,6718
"W11000024","Powys Teaching LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",42,NA,312
"W11000025","Hywel Dda LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2462,3,8027
"W11000030","Cwm Taf Morgannwg University Health Board",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1437,8,5075
"W11000031","Swansea Bay University Health Board",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1577,14,3361
"W11000028","Aneurin Bevan LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1328,2,4683
"W11000029","Cardiff and Vale University LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4709,NA,11891
"W11000023","Betsi Cadwaladr University LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3068,425,6942
"W11000025","Hywel Dda LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3024,3,8717
"W11000024","Powys Teaching LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",56,NA,356
"W11000028","Aneurin Bevan LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1280,NA,4281
"W11000029","Cardiff and Vale University LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4973,NA,12254
"W11000031","Swansea Bay University Health Board",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1632,16,3455
"W11000030","Cwm Taf Morgannwg University Health Board",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1570,10,5045
"W11000023","Betsi Cadwaladr University LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3249,405,7206
"W11000025","Hywel Dda LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3592,2,9194
"W11000024","Powys Teaching LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",53,NA,301
"W11000028","Aneurin Bevan LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1192,NA,4114
"W11000029","Cardiff and Vale University LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5447,3,12744
"W11000031","Swansea Bay University Health Board",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1570,14,3308
"W11000030","Cwm Taf Morgannwg University Health Board",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1573,12,4866
"W11000023","Betsi Cadwaladr University LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3386,412,7159
"W11000025","Hywel Dda LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3708,1,8714
"W11000024","Powys Teaching LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",42,NA,194
"W11000028","Aneurin Bevan LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1534,7,4376
"W11000030","Cwm Taf Morgannwg University Health Board",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1620,27,4213
"W11000031","Swansea Bay University Health Board",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1432,17,2948
"W11000029","Cardiff and Vale University LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5561,NA,12113
"W11000023","Betsi Cadwaladr University LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3863,493,6816
"W11000024","Powys Teaching LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",64,NA,184
"W11000025","Hywel Dda LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3647,5,7706
"W11000029","Cardiff and Vale University LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4985,7,9592
"W11000031","Swansea Bay University Health Board",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1280,25,2568
"W11000028","Aneurin Bevan LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1616,15,4173
"W11000030","Cwm Taf Morgannwg University Health Board",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1546,45,3527
"W11000023","Betsi Cadwaladr University LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4189,602,6661
"W11000025","Hywel Dda LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3894,23,7139
"W11000024","Powys Teaching LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",79,NA,179
"W11000028","Aneurin Bevan LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1775,17,4226
"W11000030","Cwm Taf Morgannwg University Health Board",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1617,73,3345
"W11000031","Swansea Bay University Health Board",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1365,34,2505
"W11000029","Cardiff and Vale University LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5449,24,9044
"W11000023","Betsi Cadwaladr University LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4674,765,6964
"W11000025","Hywel Dda LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4078,36,6920
"W11000024","Powys Teaching LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",117,NA,205
"W11000028","Aneurin Bevan LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1651,36,3848
"W11000031","Swansea Bay University Health Board",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1657,75,2675
"W11000029","Cardiff and Vale University LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6260,42,9176
"W11000030","Cwm Taf Morgannwg University Health Board",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1928,109,3867
"W11000023","Betsi Cadwaladr University LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5323,949,7324
"W11000025","Hywel Dda LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4384,57,7109
"W11000024","Powys Teaching LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",139,NA,187
"W11000028","Aneurin Bevan LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1760,67,3359
"W11000030","Cwm Taf Morgannwg University Health Board",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2280,151,4159
"W11000031","Swansea Bay University Health Board",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1942,156,2902
"W11000029","Cardiff and Vale University LHB",2020-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6647,132,9258
"W11000023","Betsi Cadwaladr University LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5400,1211,7610
"W11000025","Hywel Dda LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4116,171,7328
"W11000024","Powys Teaching LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",155,1,206
"W11000028","Aneurin Bevan LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1507,126,3359
"W11000030","Cwm Taf Morgannwg University Health Board",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2285,214,4555
"W11000031","Swansea Bay University Health Board",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1724,225,2626
"W11000029","Cardiff and Vale University LHB",2020-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6693,390,9796
"W11000023","Betsi Cadwaladr University LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4896,1277,7413
"W11000025","Hywel Dda LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3326,261,7158
"W11000031","Swansea Bay University Health Board",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1848,321,3256
"W11000024","Powys Teaching LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",130,2,204
"W11000028","Aneurin Bevan LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1485,152,3511
"W11000029","Cardiff and Vale University LHB",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6543,670,10104
"W11000030","Cwm Taf Morgannwg University Health Board",2020-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2270,278,4553
"W11000023","Betsi Cadwaladr University LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4781,1499,7406
"W11000025","Hywel Dda LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3235,462,7566
"W11000024","Powys Teaching LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",144,8,257
"W11000028","Aneurin Bevan LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1648,210,3956
"W11000030","Cwm Taf Morgannwg University Health Board",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2450,385,4988
"W11000029","Cardiff and Vale University LHB",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6669,1071,10664
"W11000031","Swansea Bay University Health Board",2020-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1613,481,2679
"W11000023","Betsi Cadwaladr University LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4890,1750,7668
"W11000025","Hywel Dda LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3389,574,8251
"W11000024","Powys Teaching LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",144,9,234
"W11000028","Aneurin Bevan LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1829,266,4340
"W11000029","Cardiff and Vale University LHB",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6715,1535,10951
"W11000030","Cwm Taf Morgannwg University Health Board",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2600,482,5077
"W11000031","Swansea Bay University Health Board",2020-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1707,555,2850
"W11000023","Betsi Cadwaladr University LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5085,2153,7914
"W11000025","Hywel Dda LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3892,729,8882
"W11000029","Cardiff and Vale University LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7038,1890,10985
"W11000024","Powys Teaching LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",117,13,214
"W11000028","Aneurin Bevan LHB",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2251,438,4832
"W11000030","Cwm Taf Morgannwg University Health Board",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2575,617,5179
"W11000031","Swansea Bay University Health Board",2020-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1868,758,3083
"W11000023","Betsi Cadwaladr University LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5487,2587,8425
"W11000025","Hywel Dda LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4916,906,12030
"W11000029","Cardiff and Vale University LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6908,2091,10771
"W11000024","Powys Teaching LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",116,24,207
"W11000028","Aneurin Bevan LHB",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2642,541,5147
"W11000031","Swansea Bay University Health Board",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2210,1164,3624
"W11000030","Cwm Taf Morgannwg University Health Board",2021-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2731,728,5398
"W11000023","Betsi Cadwaladr University LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6039,3060,9085
"W11000025","Hywel Dda LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5890,1255,12867
"W11000029","Cardiff and Vale University LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7253,2489,11264
"W11000024","Powys Teaching LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",125,26,256
"W11000028","Aneurin Bevan LHB",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2426,477,4812
"W11000030","Cwm Taf Morgannwg University Health Board",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2853,867,5576
"W11000031","Swansea Bay University Health Board",2021-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2427,1262,4144
"W11000023","Betsi Cadwaladr University LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6378,3583,9666
"W11000025","Hywel Dda LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6960,1538,14149
"W11000024","Powys Teaching LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",109,25,227
"W11000028","Aneurin Bevan LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2034,484,4397
"W11000029","Cardiff and Vale University LHB",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7819,3099,12244
"W11000030","Cwm Taf Morgannwg University Health Board",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2802,968,5754
"W11000031","Swansea Bay University Health Board",2021-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2803,1505,4801
"W11000023","Betsi Cadwaladr University LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6150,3320,9501
"W11000025","Hywel Dda LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7921,1661,15514
"W11000031","Swansea Bay University Health Board",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2726,1320,4736
"W11000024","Powys Teaching LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",118,36,303
"W11000028","Aneurin Bevan LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2044,435,4339
"W11000029","Cardiff and Vale University LHB",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8520,3145,13251
"W11000030","Cwm Taf Morgannwg University Health Board",2021-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2950,930,5888
"W11000023","Betsi Cadwaladr University LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6006,3176,9379
"W11000025","Hywel Dda LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8256,1651,16207
"W11000024","Powys Teaching LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",81,24,213
"W11000028","Aneurin Bevan LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2114,405,4640
"W11000029","Cardiff and Vale University LHB",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9135,3374,14554
"W11000030","Cwm Taf Morgannwg University Health Board",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3045,989,6337
"W11000031","Swansea Bay University Health Board",2021-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2737,1257,4685
"W11000023","Betsi Cadwaladr University LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5981,3058,9657
"W11000025","Hywel Dda LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9010,1765,17026
"W11000024","Powys Teaching LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",88,13,258
"W11000028","Aneurin Bevan LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2128,425,4500
"W11000029","Cardiff and Vale University LHB",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9659,3419,15229
"W11000031","Swansea Bay University Health Board",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2869,1271,4721
"W11000030","Cwm Taf Morgannwg University Health Board",2021-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3271,1068,6746
"W11000023","Betsi Cadwaladr University LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6065,3087,9710
"W11000025","Hywel Dda LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9371,1874,17646
"W11000029","Cardiff and Vale University LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",10437,3606,15931
"W11000024","Powys Teaching LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",82,11,207
"W11000028","Aneurin Bevan LHB",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2173,442,4738
"W11000031","Swansea Bay University Health Board",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3048,1283,4889
"W11000030","Cwm Taf Morgannwg University Health Board",2021-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3523,1100,7155
"W11000023","Betsi Cadwaladr University LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6366,3207,9999
"W11000025","Hywel Dda LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8717,1855,17057
"W11000024","Powys Teaching LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",90,12,251
"W11000028","Aneurin Bevan LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2279,451,4812
"W11000029","Cardiff and Vale University LHB",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",11007,3883,16557
"W11000030","Cwm Taf Morgannwg University Health Board",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3731,1144,7473
"W11000031","Swansea Bay University Health Board",2021-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3275,1420,5100
"W11000023","Betsi Cadwaladr University LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6740,3311,10369
"W11000025","Hywel Dda LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",8493,1601,16468
"W11000024","Powys Teaching LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",140,9,345
"W11000028","Aneurin Bevan LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2041,369,4486
"W11000029","Cardiff and Vale University LHB",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",12435,5000,18107
"W11000030","Cwm Taf Morgannwg University Health Board",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4014,1185,7681
"W11000031","Swansea Bay University Health Board",2021-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3712,1576,5994
"W11000023","Betsi Cadwaladr University LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7079,3514,10645
"W11000025","Hywel Dda LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",9325,2007,17719
"W11000024","Powys Teaching LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",130,3,298
"W11000028","Aneurin Bevan LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2268,444,4629
"W11000029","Cardiff and Vale University LHB",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",13114,5276,18830
"W11000030","Cwm Taf Morgannwg University Health Board",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4185,1274,7913
"W11000031","Swansea Bay University Health Board",2021-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3977,1693,6411
"W11000023","Betsi Cadwaladr University LHB",2021-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6897,3546,10453
