"hsct22_name","date","year","month","specialty","waits_over_18_weeks","waits_over_52_weeks","total_waits"
"South Eastern",2020-03-01,2020,"Mar","Rheumatology",2951,2086,3543
"South Eastern",2020-03-01,2020,"Mar","T & O Surgery",10,6,120
"South Eastern",2020-03-01,2020,"Mar","Thoracic Medicine",1075,423,1716
"South Eastern",2020-03-01,2020,"Mar","Urology",1768,1024,3116
"South Eastern",2020-09-01,2020,"Sep","Anaesthetics",1,1,1
"South Eastern",2020-09-01,2020,"Sep","Cardiology",1626,460,2504
"South Eastern",2020-09-01,2020,"Sep","Dermatology",5402,3486,6639
"South Eastern",2020-09-01,2020,"Sep","ENT",9854,7524,10867
"South Eastern",2020-09-01,2020,"Sep","Endocrinology",14,1,45
"South Eastern",2020-09-01,2020,"Sep","Gastroenterology",2812,2011,3741
"South Eastern",2020-09-01,2020,"Sep","General Medicine",848,211,1927
"South Eastern",2020-09-01,2020,"Sep","General Surgery",4498,2390,6757
"South Eastern",2020-09-01,2020,"Sep","Geriatric Medicine",199,160,329
"South Eastern",2020-09-01,2020,"Sep","Gynaecology",6667,4958,8195
"South Eastern",2020-09-01,2020,"Sep","Haematology (Clinical)",359,38,505
"South Eastern",2020-09-01,2020,"Sep","Nephrology",20,0,53
"South Eastern",2020-09-01,2020,"Sep","Neurology",3789,3133,4041
"South Eastern",2020-09-01,2020,"Sep","Old Age Psychiatry",461,105,884
"South Eastern",2020-09-01,2020,"Sep","Ophthalmology",1210,904,1448
"South Eastern",2020-09-01,2020,"Sep","Oral Surgery",8319,6687,9028
"South Eastern",2020-09-01,2020,"Sep","Paediatric Surgery",206,34,362
"South Eastern",2020-09-01,2020,"Sep","Paediatrics",2512,1655,3164
"South Eastern",2020-09-01,2020,"Sep","Pain Management",2283,1587,2599
"South Eastern",2020-09-01,2020,"Sep","Plastic Surgery",4426,2845,5591
"South Eastern",2020-09-01,2020,"Sep","Rheumatology",3502,2691,3962
"South Eastern",2020-09-01,2020,"Sep","T & O Surgery",40,5,250
"South Eastern",2020-09-01,2020,"Sep","Thoracic Medicine",1141,634,1486
"South Eastern",2020-09-01,2020,"Sep","Urology",1986,1281,3028
"South Eastern",2021-12-01,2021,"Dec","Cardiology",2197,1180,3338
"South Eastern",2021-12-01,2021,"Dec","Clinical Oncology",0,0,15
"South Eastern",2021-12-01,2021,"Dec","Dermatology",6164,4520,7613
"South Eastern",2021-12-01,2021,"Dec","ENT",11250,9787,12837
"South Eastern",2021-12-01,2021,"Dec","Endocrinology",0,0,27
"South Eastern",2021-12-01,2021,"Dec","Gastroenterology",3514,2611,4347
"South Eastern",2021-12-01,2021,"Dec","General Medicine",1927,837,3504
"South Eastern",2021-12-01,2021,"Dec","General Surgery",7101,4777,10008
"South Eastern",2021-12-01,2021,"Dec","Geriatric Medicine",20,4,242
"South Eastern",2021-12-01,2021,"Dec","Gynaecology",8351,6644,10388
"South Eastern",2021-12-01,2021,"Dec","Haematology (Clinical)",622,422,910
"South Eastern",2021-12-01,2021,"Dec","Nephrology",6,1,26
"South Eastern",2021-12-01,2021,"Dec","Neurology",3237,2918,3840
"South Eastern",2021-12-01,2021,"Dec","Old Age Psychiatry",867,372,1199
"South Eastern",2021-12-01,2021,"Dec","Ophthalmology",291,105,818
"South Eastern",2021-12-01,2021,"Dec","Oral Surgery",7376,5962,8407
"South Eastern",2021-12-01,2021,"Dec","Paediatric Surgery",333,119,554
"South Eastern",2021-12-01,2021,"Dec","Paediatrics",1400,631,2246
"South Eastern",2021-12-01,2021,"Dec","Pain Management",1898,1349,2390
"South Eastern",2021-12-01,2021,"Dec","Plastic Surgery",5861,4525,7691
"South Eastern",2021-12-01,2021,"Dec","Rheumatology",4253,3379,4835
"South Eastern",2021-12-01,2021,"Dec","T & O Surgery",66,30,283
"South Eastern",2021-12-01,2021,"Dec","Thoracic Medicine",1143,764,1756
"South Eastern",2021-12-01,2021,"Dec","Urology",1990,1254,3271
"South Eastern",2021-06-01,2021,"Jun","Cardiology",1754,933,2969
"South Eastern",2021-06-01,2021,"Jun","Dermatology",5704,4281,7719
"South Eastern",2021-06-01,2021,"Jun","ENT",10492,9053,12167
"South Eastern",2021-06-01,2021,"Jun","Endocrinology",2,1,54
"South Eastern",2021-06-01,2021,"Jun","Gastroenterology",3087,2156,4041
"South Eastern",2021-06-01,2021,"Jun","General Medicine",1453,534,3181
"South Eastern",2021-06-01,2021,"Jun","General Surgery",5944,3883,8865
"South Eastern",2021-06-01,2021,"Jun","Geriatric Medicine",178,170,423
"South Eastern",2021-06-01,2021,"Jun","Gynaecology",7405,6057,9422
"South Eastern",2021-06-01,2021,"Jun","Haematology (Clinical)",518,331,779
"South Eastern",2021-06-01,2021,"Jun","Nephrology",2,0,19
"South Eastern",2021-06-01,2021,"Jun","Neurology",3693,3469,4088
"South Eastern",2021-06-01,2021,"Jun","Old Age Psychiatry",822,357,1347
"South Eastern",2021-06-01,2021,"Jun","Ophthalmology",1206,944,1427
"South Eastern",2021-06-01,2021,"Jun","Oral Surgery",7526,6346,8632
"South Eastern",2021-06-01,2021,"Jun","Paediatric Surgery",207,84,397
"South Eastern",2021-06-01,2021,"Jun","Paediatrics",1709,1082,2464
"South Eastern",2021-06-01,2021,"Jun","Pain Management",2168,1699,2718
"South Eastern",2021-06-01,2021,"Jun","Plastic Surgery",4959,4049,6340
"South Eastern",2021-06-01,2021,"Jun","Rheumatology",3776,3126,4452
"South Eastern",2021-06-01,2021,"Jun","T & O Surgery",51,22,306
"South Eastern",2021-06-01,2021,"Jun","Thoracic Medicine",1097,792,1695
"South Eastern",2021-06-01,2021,"Jun","Urology",1985,1264,3253
"South Eastern",2021-03-01,2021,"Mar","Cardiology",1675,853,2696
"South Eastern",2021-03-01,2021,"Mar","Clinical Oncology",1,0,4
"South Eastern",2021-03-01,2021,"Mar","Dermatology",5779,4422,7103
"South Eastern",2021-03-01,2021,"Mar","ENT",10266,9079,11615
"South Eastern",2021-03-01,2021,"Mar","Endocrinology",10,2,41
"South Eastern",2021-03-01,2021,"Mar","Gastroenterology",2871,2068,3681
"South Eastern",2021-03-01,2021,"Mar","General Medicine",1213,511,2845
"South Eastern",2021-03-01,2021,"Mar","General Surgery",5567,3785,8366
"South Eastern",2021-03-01,2021,"Mar","Geriatric Medicine",193,176,360
"South Eastern",2021-03-01,2021,"Mar","Gynaecology",7289,6037,8954
"South Eastern",2021-03-01,2021,"Mar","Haematology (Clinical)",454,293,701
"South Eastern",2021-03-01,2021,"Mar","Nephrology",7,1,33
"South Eastern",2021-03-01,2021,"Mar","Neurology",3701,3474,4029
"South Eastern",2021-03-01,2021,"Mar","Old Age Psychiatry",773,347,1209
"South Eastern",2021-03-01,2021,"Mar","Ophthalmology",1409,1181,1857
"South Eastern",2021-03-01,2021,"Mar","Oral Surgery",7863,7034,8914
"South Eastern",2021-03-01,2021,"Mar","Paediatric Surgery",145,101,379
"South Eastern",2021-03-01,2021,"Mar","Paediatrics",2102,1532,2736
"South Eastern",2021-03-01,2021,"Mar","Pain Management",2117,1728,2616
"South Eastern",2021-03-01,2021,"Mar","Plastic Surgery",4835,4019,5983
"South Eastern",2021-03-01,2021,"Mar","Rheumatology",3665,3069,4241
"South Eastern",2021-03-01,2021,"Mar","T & O Surgery",56,29,245
"South Eastern",2021-03-01,2021,"Mar","Thoracic Medicine",1118,809,1640
"South Eastern",2021-03-01,2021,"Mar","Urology",2071,1341,3326
"South Eastern",2021-09-01,2021,"Sep","Cardiology",1957,1067,3065
"South Eastern",2021-09-01,2021,"Sep","Clinical Oncology",1,0,6
"South Eastern",2021-09-01,2021,"Sep","Dermatology",5968,4413,8112
"South Eastern",2021-09-01,2021,"Sep","ENT",10873,9396,12244
"South Eastern",2021-09-01,2021,"Sep","Endocrinology",3,1,26
"South Eastern",2021-09-01,2021,"Sep","Gastroenterology",3279,2353,4175
"South Eastern",2021-09-01,2021,"Sep","General Medicine",1746,656,3325
"South Eastern",2021-09-01,2021,"Sep","General Surgery",6468,4264,9552
"South Eastern",2021-09-01,2021,"Sep","Geriatric Medicine",44,41,285
"South Eastern",2021-09-01,2021,"Sep","Gynaecology",7797,6321,10098
"South Eastern",2021-09-01,2021,"Sep","Haematology (Clinical)",565,369,840
"South Eastern",2021-09-01,2021,"Sep","Nephrology",3,0,40
"South Eastern",2021-09-01,2021,"Sep","Neurology",3739,3473,4330
"South Eastern",2021-09-01,2021,"Sep","Old Age Psychiatry",975,487,1479
"South Eastern",2021-09-01,2021,"Sep","Ophthalmology",347,119,564
"South Eastern",2021-09-01,2021,"Sep","Oral Surgery",7433,6100,8471
"South Eastern",2021-09-01,2021,"Sep","Paediatric Surgery",319,95,559
"South Eastern",2021-09-01,2021,"Sep","Paediatrics",1487,811,2255
"South Eastern",2021-09-01,2021,"Sep","Pain Management",2064,1551,2657
"South Eastern",2021-09-01,2021,"Sep","Plastic Surgery",5423,4317,6980
"South Eastern",2021-09-01,2021,"Sep","Rheumatology",4038,3263,4666
"South Eastern",2021-09-01,2021,"Sep","T & O Surgery",59,25,305
"South Eastern",2021-09-01,2021,"Sep","Thoracic Medicine",1134,776,1686
"South Eastern",2021-09-01,2021,"Sep","Urology",1964,1223,3197
"South Eastern",2022-12-01,2022,"Dec","Cardiology",2739,1772,4088
"South Eastern",2022-12-01,2022,"Dec","Clinical Oncology",0,0,23
"South Eastern",2022-12-01,2022,"Dec","Dermatology",5735,3975,7432
"South Eastern",2022-12-01,2022,"Dec","ENT",11145,9386,12827
"South Eastern",2022-12-01,2022,"Dec","Endocrinology",48,0,78
"South Eastern",2022-12-01,2022,"Dec","Gastroenterology",3930,3130,5131
"South Eastern",2022-12-01,2022,"Dec","General Medicine",2016,1269,3671
"South Eastern",2022-12-01,2022,"Dec","General Surgery",8042,5629,11018
"South Eastern",2022-12-01,2022,"Dec","Geriatric Medicine",154,4,459
"South Eastern",2022-12-01,2022,"Dec","Gynaecology",9544,7425,11821
"South Eastern",2022-12-01,2022,"Dec","Haematology (Clinical)",874,607,1146
"South Eastern",2022-12-01,2022,"Dec","Nephrology",1,0,51
"South Eastern",2022-12-01,2022,"Dec","Neurology",380,244,984
"South Eastern",2022-12-01,2022,"Dec","Old Age Psychiatry",688,259,1218
"South Eastern",2022-12-01,2022,"Dec","Ophthalmology",338,308,565
"South Eastern",2022-12-01,2022,"Dec","Oral Surgery",7436,6331,8451
"South Eastern",2022-12-01,2022,"Dec","Paediatric Surgery",402,198,577
"South Eastern",2022-12-01,2022,"Dec","Paediatrics",2311,916,3363
"South Eastern",2022-12-01,2022,"Dec","Pain Management",1794,1272,2309
"South Eastern",2022-12-01,2022,"Dec","Plastic Surgery",6702,5132,8642
"South Eastern",2022-12-01,2022,"Dec","Rheumatology",4430,3642,5063
"South Eastern",2022-12-01,2022,"Dec","T & O Surgery",67,43,348
"South Eastern",2022-12-01,2022,"Dec","Thoracic Medicine",1721,973,2555
"South Eastern",2022-12-01,2022,"Dec","Urology",3004,2077,4658
"South Eastern",2022-06-01,2022,"Jun","Cardiology",2428,1427,3734
"South Eastern",2022-06-01,2022,"Jun","Clinical Oncology",1,0,15
"South Eastern",2022-06-01,2022,"Jun","Dermatology",4894,3714,7016
"South Eastern",2022-06-01,2022,"Jun","ENT",10075,8722,11840
"South Eastern",2022-06-01,2022,"Jun","Endocrinology",3,0,56
"South Eastern",2022-06-01,2022,"Jun","Gastroenterology",3863,3126,4702
"South Eastern",2022-06-01,2022,"Jun","General Medicine",2097,1101,3572
"South Eastern",2022-06-01,2022,"Jun","General Surgery",7585,5389,10681
"South Eastern",2022-06-01,2022,"Jun","Geriatric Medicine",36,9,480
"South Eastern",2022-06-01,2022,"Jun","Gynaecology",9244,7213,11413
"South Eastern",2022-06-01,2022,"Jun","Haematology (Clinical)",743,533,1065
"South Eastern",2022-06-01,2022,"Jun","Nephrology",1,0,45
"South Eastern",2022-06-01,2022,"Jun","Neurology",946,734,1417
"South Eastern",2022-06-01,2022,"Jun","Old Age Psychiatry",857,467,1098
"South Eastern",2022-06-01,2022,"Jun","Ophthalmology",65,30,211
"South Eastern",2022-06-01,2022,"Jun","Oral Surgery",7358,6283,8524
"South Eastern",2022-06-01,2022,"Jun","Paediatric Surgery",275,162,452
"South Eastern",2022-06-01,2022,"Jun","Paediatrics",1376,499,2322
"South Eastern",2022-06-01,2022,"Jun","Pain Management",1787,1264,2279
"South Eastern",2022-06-01,2022,"Jun","Plastic Surgery",6468,5025,8224
"South Eastern",2022-06-01,2022,"Jun","Rheumatology",4770,3697,5499
"South Eastern",2022-06-01,2022,"Jun","T & O Surgery",70,44,341
"South Eastern",2022-06-01,2022,"Jun","Thoracic Medicine",1414,900,2273
"South Eastern",2022-06-01,2022,"Jun","Urology",2317,1547,3939
"South Eastern",2022-03-01,2022,"Mar","Cardiology",2361,1311,3620
"South Eastern",2022-03-01,2022,"Mar","Clinical Oncology",0,0,7
"South Eastern",2022-03-01,2022,"Mar","Dermatology",5598,4332,7070
"South Eastern",2022-03-01,2022,"Mar","ENT",11560,10039,13168
"South Eastern",2022-03-01,2022,"Mar","Endocrinology",0,0,36
"South Eastern",2022-03-01,2022,"Mar","Gastroenterology",3676,2833,4466
"South Eastern",2022-03-01,2022,"Mar","General Medicine",2163,1044,3699
"South Eastern",2022-03-01,2022,"Mar","General Surgery",7682,5136,10322
"South Eastern",2022-03-01,2022,"Mar","Geriatric Medicine",30,5,378
"South Eastern",2022-03-01,2022,"Mar","Gynaecology",8805,6880,10877
"South Eastern",2022-03-01,2022,"Mar","Haematology (Clinical)",672,472,962
"South Eastern",2022-03-01,2022,"Mar","Nephrology",0,0,29
"South Eastern",2022-03-01,2022,"Mar","Neurology",2061,1821,2508
"South Eastern",2022-03-01,2022,"Mar","Old Age Psychiatry",863,368,1128
"South Eastern",2022-03-01,2022,"Mar","Ophthalmology",158,134,512
"South Eastern",2022-03-01,2022,"Mar","Oral Surgery",7332,6067,8441
"South Eastern",2022-03-01,2022,"Mar","Paediatric Surgery",292,174,540
"South Eastern",2022-03-01,2022,"Mar","Paediatrics",1391,513,2290
"South Eastern",2022-03-01,2022,"Mar","Pain Management",1815,1233,2341
"South Eastern",2022-03-01,2022,"Mar","Plastic Surgery",6177,4672,7837
"South Eastern",2022-03-01,2022,"Mar","Rheumatology",4460,3541,5434
"South Eastern",2022-03-01,2022,"Mar","T & O Surgery",67,37,319
"South Eastern",2022-03-01,2022,"Mar","Thoracic Medicine",1240,796,1992
"South Eastern",2022-03-01,2022,"Mar","Urology",2111,1383,3707
"South Eastern",2022-09-01,2022,"Sep","Cardiology",2573,1581,3889
"South Eastern",2022-09-01,2022,"Sep","Clinical Oncology",1,0,7
"South Eastern",2022-09-01,2022,"Sep","Dermatology",5382,3909,7658
"South Eastern",2022-09-01,2022,"Sep","ENT",10568,9040,12289
"South Eastern",2022-09-01,2022,"Sep","Endocrinology",32,0,80
"South Eastern",2022-09-01,2022,"Sep","Gastroenterology",3770,2988,4875
"South Eastern",2022-09-01,2022,"Sep","General Medicine",1713,1167,3433
"South Eastern",2022-09-01,2022,"Sep","General Surgery",7734,5583,11069
"South Eastern",2022-09-01,2022,"Sep","Geriatric Medicine",104,9,531
"South Eastern",2022-09-01,2022,"Sep","Gynaecology",9198,6981,11418
"South Eastern",2022-09-01,2022,"Sep","Haematology (Clinical)",850,585,1110
"South Eastern",2022-09-01,2022,"Sep","Nephrology",0,0,44
"South Eastern",2022-09-01,2022,"Sep","Neurology",600,429,1124
"South Eastern",2022-09-01,2022,"Sep","Old Age Psychiatry",910,377,1447
"South Eastern",2022-09-01,2022,"Sep","Ophthalmology",286,250,545
"South Eastern",2022-09-01,2022,"Sep","Oral Surgery",7671,6540,8644
"South Eastern",2022-09-01,2022,"Sep","Paediatric Surgery",335,164,518
"South Eastern",2022-09-01,2022,"Sep","Paediatrics",2137,761,3081
"South Eastern",2022-09-01,2022,"Sep","Pain Management",1772,1253,2290
"South Eastern",2022-09-01,2022,"Sep","Plastic Surgery",6859,5323,8761
"South Eastern",2022-09-01,2022,"Sep","Rheumatology",4696,3839,5373
"South Eastern",2022-09-01,2022,"Sep","T & O Surgery",71,51,298
"South Eastern",2022-09-01,2022,"Sep","Thoracic Medicine",1574,950,2435
"South Eastern",2022-09-01,2022,"Sep","Urology",2516,1639,4121
"South Eastern",2023-06-01,2023,"Jun","Anaesthetics",0,0,2
"South Eastern",2023-06-01,2023,"Jun","Cardiology",2732,1670,4442
"South Eastern",2023-06-01,2023,"Jun","Clinical Oncology",1,0,14
"South Eastern",2023-06-01,2023,"Jun","Dermatology",6339,4501,8566
"South Eastern",2023-06-01,2023,"Jun","ENT",10486,8326,12772
"South Eastern",2023-06-01,2023,"Jun","Endocrinology",56,12,205
"South Eastern",2023-06-01,2023,"Jun","Gastroenterology",4173,3163,5227
"South Eastern",2023-06-01,2023,"Jun","General Medicine",2529,1386,4272
"South Eastern",2023-06-01,2023,"Jun","General Surgery",8638,6035,12071
"South Eastern",2023-06-01,2023,"Jun","Geriatric Medicine",24,9,340
"South Eastern",2023-06-01,2023,"Jun","Gynaecology",10024,8059,12482
"South Eastern",2023-06-01,2023,"Jun","Haematology (Clinical)",937,661,1244
"South Eastern",2023-06-01,2023,"Jun","Nephrology",0,0,32
"South Eastern",2023-06-01,2023,"Jun","Neurology",337,104,962
"South Eastern",2023-06-01,2023,"Jun","Old Age Psychiatry",320,48,849
"South Eastern",2023-06-01,2023,"Jun","Ophthalmology",0,0,15
"South Eastern",2023-06-01,2023,"Jun","Oral Surgery",7772,6774,8701
"South Eastern",2023-06-01,2023,"Jun","Paediatric Surgery",76,4,206
"South Eastern",2023-06-01,2023,"Jun","Paediatrics",2814,1404,4110
"South Eastern",2023-06-01,2023,"Jun","Pain Management",1860,1292,2409
"South Eastern",2023-06-01,2023,"Jun","Plastic Surgery",7527,5908,9502
"South Eastern",2023-06-01,2023,"Jun","Rheumatology",4668,3897,5290
"South Eastern",2023-06-01,2023,"Jun","T & O Surgery",58,35,247
"South Eastern",2023-06-01,2023,"Jun","Thoracic Medicine",1938,1074,2767
"South Eastern",2023-06-01,2023,"Jun","Urology",2560,1798,3715
"South Eastern",2023-03-01,2023,"Mar","Cardiology",2856,1842,4543
"South Eastern",2023-03-01,2023,"Mar","Clinical Oncology",1,0,11
"South Eastern",2023-03-01,2023,"Mar","Dermatology",6082,4121,7776
"South Eastern",2023-03-01,2023,"Mar","ENT",10825,8832,12910
"South Eastern",2023-03-01,2023,"Mar","Endocrinology",46,1,142
"South Eastern",2023-03-01,2023,"Mar","Gastroenterology",4163,3246,5104
"South Eastern",2023-03-01,2023,"Mar","General Medicine",2171,1292,3909
"South Eastern",2023-03-01,2023,"Mar","General Surgery",8321,5787,11446
"South Eastern",2023-03-01,2023,"Mar","Geriatric Medicine",30,10,293
"South Eastern",2023-03-01,2023,"Mar","Gynaecology",10000,7979,12086
"South Eastern",2023-03-01,2023,"Mar","Haematology (Clinical)",896,639,1170
"South Eastern",2023-03-01,2023,"Mar","Nephrology",4,0,29
"South Eastern",2023-03-01,2023,"Mar","Neurology",322,168,994
"South Eastern",2023-03-01,2023,"Mar","Old Age Psychiatry",346,60,905
"South Eastern",2023-03-01,2023,"Mar","Ophthalmology",6,3,283
"South Eastern",2023-03-01,2023,"Mar","Oral Surgery",7607,6563,8684
"South Eastern",2023-03-01,2023,"Mar","Paediatric Surgery",36,13,140
"South Eastern",2023-03-01,2023,"Mar","Paediatrics",2633,1163,3855
"South Eastern",2023-03-01,2023,"Mar","Pain Management",1815,1251,2392
"South Eastern",2023-03-01,2023,"Mar","Plastic Surgery",6923,5400,8650
"South Eastern",2023-03-01,2023,"Mar","Rheumatology",4517,3653,5178
"South Eastern",2023-03-01,2023,"Mar","T & O Surgery",67,39,313
"South Eastern",2023-03-01,2023,"Mar","Thoracic Medicine",1903,1010,2701
"South Eastern",2023-03-01,2023,"Mar","Urology",2477,1660,3746
"South Eastern",2023-09-01,2023,"Sep","Anaesthetics",0,0,2
"South Eastern",2023-09-01,2023,"Sep","Cardiology",2998,1807,4675
"South Eastern",2023-09-01,2023,"Sep","Clinical Oncology",1,1,25
"South Eastern",2023-09-01,2023,"Sep","Dermatology",6551,4892,9063
"South Eastern",2023-09-01,2023,"Sep","ENT",11167,8714,13241
"South Eastern",2023-09-01,2023,"Sep","Endocrinology",58,21,203
"South Eastern",2023-09-01,2023,"Sep","Gastroenterology",4274,3303,5322
"South Eastern",2023-09-01,2023,"Sep","General Medicine",2746,1589,4299
"South Eastern",2023-09-01,2023,"Sep","General Surgery",9118,6435,12328
"South Eastern",2023-09-01,2023,"Sep","Geriatric Medicine",50,7,378
"South Eastern",2023-09-01,2023,"Sep","Gynaecology",9515,7453,12046
"South Eastern",2023-09-01,2023,"Sep","Haematology (Clinical)",996,671,1295
"South Eastern",2023-09-01,2023,"Sep","Nephrology",1,0,31
"South Eastern",2023-09-01,2023,"Sep","Neurology",359,65,1080
"South Eastern",2023-09-01,2023,"Sep","Old Age Psychiatry",349,27,855
"South Eastern",2023-09-01,2023,"Sep","Ophthalmology",0,0,3
"South Eastern",2023-09-01,2023,"Sep","Oral Surgery",6664,5833,7476
"South Eastern",2023-09-01,2023,"Sep","Paediatric Surgery",28,6,216
"South Eastern",2023-09-01,2023,"Sep","Paediatrics",3384,1749,4500
"South Eastern",2023-09-01,2023,"Sep","Pain Management",1769,1178,2266
"South Eastern",2023-09-01,2023,"Sep","Plastic Surgery",8066,6131,9956
"South Eastern",2023-09-01,2023,"Sep","Rheumatology",4750,4046,5350
"South Eastern",2023-09-01,2023,"Sep","T & O Surgery",52,34,246
"South Eastern",2023-09-01,2023,"Sep","Thoracic Medicine",2176,1190,2947
"South Eastern",2023-09-01,2023,"Sep","Urology",2762,1929,3932
"Southern",2019-12-01,2019,"Dec","Cardiology",1630,437,3218
"Southern",2019-12-01,2019,"Dec","Chemical Pathology",11,0,66
"Southern",2019-12-01,2019,"Dec","Clinical Oncology",0,0,18
"Southern",2019-12-01,2019,"Dec","Dermatology",2031,44,4611
"Southern",2019-12-01,2019,"Dec","ENT",4556,854,7539
"Southern",2019-12-01,2019,"Dec","Endocrinology",22,0,390
"Southern",2019-12-01,2019,"Dec","GP Other",13,0,233
"Southern",2019-12-01,2019,"Dec","Gastroenterology",1600,561,3104
"Southern",2019-12-01,2019,"Dec","General Medicine",1,0,65
"Southern",2019-12-01,2019,"Dec","General Surgery",6883,2474,12156
"Southern",2019-12-01,2019,"Dec","Genito-Urinary Medicine",0,0,12
"Southern",2019-12-01,2019,"Dec","Geriatric Medicine",230,105,425
"Southern",2019-12-01,2019,"Dec","Gynaecology",288,50,2116
"Southern",2019-12-01,2019,"Dec","Haematology (Clinical)",138,59,387
"Southern",2019-12-01,2019,"Dec","Joint Consultant Clinics",3,1,149
"Southern",2019-12-01,2019,"Dec","Learning Disability",8,1,13
"Southern",2019-12-01,2019,"Dec","Medical Oncology",0,0,2
"Southern",2019-12-01,2019,"Dec","Nephrology",5,1,45
"Southern",2019-12-01,2019,"Dec","Neurology",3315,2523,3970
"Southern",2019-12-01,2019,"Dec","Old Age Psychiatry",0,0,17
"Southern",2019-12-01,2019,"Dec","Ophthalmology",28,24,28
"Southern",2019-12-01,2019,"Dec","Oral Surgery",51,16,108
"Southern",2019-12-01,2019,"Dec","Orthodontics",54,0,143
"Southern",2019-12-01,2019,"Dec","Paediatric Dentistry",11,3,14
"Southern",2019-12-01,2019,"Dec","Paediatrics",325,2,1839
"Southern",2019-12-01,2019,"Dec","Pain Management",578,210,1117
"Southern",2019-12-01,2019,"Dec","Palliative Medicine",0,0,12
"Southern",2019-12-01,2019,"Dec","Rheumatology",1114,811,1774
"Southern",2019-12-01,2019,"Dec","T & O Surgery",4759,2621,6801
"Southern",2019-12-01,2019,"Dec","Thoracic Medicine",1406,731,1945
"Southern",2019-12-01,2019,"Dec","Urology",3975,2769,5615
"Southern",2019-06-01,2019,"Jun","Cardiology",1196,252,2659
"Southern",2019-06-01,2019,"Jun","Chemical Pathology",0,0,56
"Southern",2019-06-01,2019,"Jun","Clinical Oncology",0,0,34
"Southern",2019-06-01,2019,"Jun","Dermatology",1434,7,3908
"Southern",2019-06-01,2019,"Jun","ENT",4075,471,7534
"Southern",2019-06-01,2019,"Jun","Endocrinology",1,0,324
"Southern",2019-06-01,2019,"Jun","GP Other",8,0,260
"Southern",2019-06-01,2019,"Jun","Gastroenterology",1197,347,2473
"Southern",2019-06-01,2019,"Jun","General Medicine",2,1,89
"Southern",2019-06-01,2019,"Jun","General Surgery",5840,2296,11469
"Southern",2019-06-01,2019,"Jun","Genito-Urinary Medicine",0,0,33
"Southern",2019-06-01,2019,"Jun","Geriatric Medicine",143,46,376
"Southern",2019-06-01,2019,"Jun","Gynaecology",240,30,2141
"Southern",2019-06-01,2019,"Jun","Haematology (Clinical)",81,19,358
"Southern",2019-06-01,2019,"Jun","Joint Consultant Clinics",4,0,251
"Southern",2019-06-01,2019,"Jun","Learning Disability",1,0,10
"Southern",2019-06-01,2019,"Jun","Medical Oncology",0,0,8
"Southern",2019-06-01,2019,"Jun","Nephrology",1,0,59
"Southern",2019-06-01,2019,"Jun","Neurology",3115,2239,3783
"Southern",2019-06-01,2019,"Jun","Old Age Psychiatry",0,0,37
"Southern",2019-06-01,2019,"Jun","Ophthalmology",843,489,1143
"Southern",2019-06-01,2019,"Jun","Oral Surgery",41,5,77
"Southern",2019-06-01,2019,"Jun","Orthodontics",49,0,112
"Southern",2019-06-01,2019,"Jun","Paediatric Dentistry",17,0,24
"Southern",2019-06-01,2019,"Jun","Paediatrics",164,1,1972
"Southern",2019-06-01,2019,"Jun","Pain Management",752,203,1301
"Southern",2019-06-01,2019,"Jun","Palliative Medicine",0,0,16
"Southern",2019-06-01,2019,"Jun","Rheumatology",967,625,1719
"Southern",2019-06-01,2019,"Jun","T & O Surgery",4040,2365,6493
"Southern",2019-06-01,2019,"Jun","Thoracic Medicine",1310,679,1876
"Southern",2019-06-01,2019,"Jun","Urology",4039,2976,5643
"Southern",2019-03-01,2019,"Mar","Cardiology",955,41,2358
"Southern",2019-03-01,2019,"Mar","Chemical Pathology",2,0,53
"Southern",2019-03-01,2019,"Mar","Clinical Oncology",0,0,35
"Southern",2019-03-01,2019,"Mar","Dermatology",1174,1,3207
"Southern",2019-03-01,2019,"Mar","ENT",4077,323,7314
"Southern",2019-03-01,2019,"Mar","Endocrinology",16,1,333
"Southern",2019-03-01,2019,"Mar","GP Other",8,0,265
"Southern",2019-03-01,2019,"Mar","Gastroenterology",1196,284,2436
"Southern",2019-03-01,2019,"Mar","General Medicine",1,0,61
"Southern",2019-03-01,2019,"Mar","General Surgery",6020,2167,11448
"Southern",2019-03-01,2019,"Mar","Genito-Urinary Medicine",0,0,39
"Southern",2019-03-01,2019,"Mar","Geriatric Medicine",111,28,342
"Southern",2019-03-01,2019,"Mar","Gynaecology",173,5,1918
"Southern",2019-03-01,2019,"Mar","Haematology (Clinical)",62,0,272
"Southern",2019-03-01,2019,"Mar","Joint Consultant Clinics",4,0,141
"Southern",2019-03-01,2019,"Mar","Learning Disability",2,0,15
"Southern",2019-03-01,2019,"Mar","Medical Oncology",0,0,8
"Southern",2019-03-01,2019,"Mar","Nephrology",2,0,53
"Southern",2019-03-01,2019,"Mar","Neurology",3046,2080,3671
"Southern",2019-03-01,2019,"Mar","Old Age Psychiatry",0,0,48
"Southern",2019-03-01,2019,"Mar","Ophthalmology",5823,3680,7220
"Southern",2019-03-01,2019,"Mar","Oral Surgery",38,5,80
"Southern",2019-03-01,2019,"Mar","Orthodontics",40,0,96
"Southern",2019-03-01,2019,"Mar","Paediatric Dentistry",12,0,24
"Southern",2019-03-01,2019,"Mar","Paediatrics",67,2,1763
