"lhb22_code","lhb22_name","date","delay_reason","delay_count"
"W11000031","Swansea Bay University Health Board",2024-05-01,"Awaiting funding decision FNC/CHC",3
"W11000031","Swansea Bay University Health Board",2024-05-01,"Awaiting start of new home care package",32
"W11000031","Swansea Bay University Health Board",2024-05-01,"Awaiting reablement care package",8
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting completion of assessment by social care",67
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting completion of assessment Nursing",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting Continuing Healthcare (CHC) Assessment",6
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting community based health provision D/N CPN",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting provision of telecare and /or telehealth equipment",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting start of new home care package",7
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Patient / family refusing to move to next stage of care/ discharge",10
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting completion of arrangements prior to placement",25
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting funding decision",2
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting joint funding decision",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Mental Capacity",6
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting NH availability",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting extra care/supported living availability",2
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"No suitable abode",4
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting Social worker allocation",6
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting joint assessment",10
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting completion of assessment AHP",2
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting completion of assessment Psychiatry",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting social care completion of assessment/provision for equipment",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Patient / family choice related issues",4
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Intervention by patient's legal representation",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Safeguarding issues impacting discharge arrangements",2
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Court of Protection delays",3
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting RH availability",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Homeless",3
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting completion of assessment Pharmacy",1
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting Community Resource capacity",2
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",5
"W11000029","Cardiff and Vale University Health Board",2024-05-01,"Awaiting EMI nursing availability",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting completion of assessment by social care",54
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting completion of assessment Nursing",30
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting Continuing Healthcare (CHC) Assessment",12
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting joint assessment",39
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting health completion of assessment/provision for equipment",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting start of new home care package",48
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting reablement care package",9
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Patient / family choice related issues",3
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Patient / family refusing to move to next stage of care/ discharge",5
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Intervention by patient's legal representation",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Court of Protection delays",9
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting restart of previous home care package",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Mental Capacity",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",3
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting nursing/residential home self-funding",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting RH availability",10
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting NH availability",13
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting EMI residential availability",9
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting EMI nursing availability",14
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting return to existing care home placement",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting palliative care home",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"No suitable abode",6
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting completion of assessment AHP",12
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting completion of assessment Medical",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting transfer to intermediate care bedded facility",18
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting Community Resource capacity",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Awaiting specialist bed availability",6
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting completion of assessment by social care",27
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting completion of assessment Nursing",13
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting Continuing Healthcare (CHC) Assessment",12
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting joint assessment",20
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting start of new home care package",19
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Patient / family refusing to participate in financial assessment",1
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Patient / family refusing to move to next stage of care/ discharge",8
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Court of Protection delays",4
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",11
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting NH availability",4
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting specialist bed availability",3
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Homeless",6
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting completion of arrangements prior to placement",15
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting Social worker allocation",9
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting completion of assessment AHP",8
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting health completion of assessment/provision for equipment",10
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting restart of previous home care package",4
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Intervention by patient's legal representation",2
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",5
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting extra care/supported living availability",5
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting transfer to intermediate care bedded facility",3
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting funding decision",6
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting funding decision FNC/CHC",1
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting reablement care package",20
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Mental Capacity",3
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting nursing/residential home self-funding",5
"W11000028","Aneurin Bevan University Health Board",2024-05-01,"Awaiting EMI nursing availability",1
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting funding decision FNC/CHC",4
"W11000024","Powys Teaching Health Board",2024-05-01,"Patient / family refusing to move to next stage of care/ discharge",1
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",4
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting EMI nursing availability",1
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting completion of assessment by social care",8
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting joint assessment",9
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting RH availability",1
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting restart of previous home care package",1
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting NH availability",4
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting completion of assessment Nursing",2
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting reablement care package",1
"W11000024","Powys Teaching Health Board",2024-05-01,"Awaiting completion of arrangements prior to placement",2
"W11000023","Betsi Cadwaladr University Health Board",2024-04-01,"Awaiting reablement care package",24
"W11000023","Betsi Cadwaladr University Health Board",2024-04-01,"Awaiting nursing/residential home self-funding",3
"W11000025","Hywel Dda University Health Board",2024-04-01,"Mental Capacity",15
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting RH availability",13
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting NH availability",6
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting Social worker allocation",30
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting reablement care package",13
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting Community Resource capacity",8
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting specialist bed availability",3
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting completion of assessment AHP",6
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting completion of assessment Nursing",26
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting completion of assessment by social care",38
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting NH availability",10
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting joint assessment",31
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Disputes between agencies",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Court of Protection delays",6
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting Social worker allocation",15
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting funding decision FNC/CHC",5
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting reablement care package",8
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting EMI nursing availability",14
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting completion of assessment AHP",14
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting EMI residential availability",14
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting completion of assessment Nursing",38
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting completion of assessment Medical",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting Continuing Healthcare (CHC) Assessment",9
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting extra care/supported living availability",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Patient / family refusing to move to next stage of care/ discharge",10
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting funding decision",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting Community Resource capacity",10
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting start of new home care package",37
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting completion of adaptations (DFG's)",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting restart of previous home care package",3
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Intervention by patient's legal representation",1
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting completion of assessment by social care",53
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting transfer to intermediate care bedded facility",12
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting completion of arrangements prior to placement",4
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",4
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Mental Capacity",2
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"No suitable abode",6
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting RH availability",9
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Awaiting palliative care home",4
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting joint assessment",29
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Disputes between agencies",6
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Court of Protection delays",3
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting Social worker allocation",9
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting reablement care package",24
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting EMI nursing availability",1
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Patient/ family dispute CHC outcome",2
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting completion of assessment AHP",6
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting start of new home care package",22
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting completion of assessment Nursing",7
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting restart of previous home care package",4
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting Continuing Healthcare (CHC) Assessment",2
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting nursing/residential home self-funding",10
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting return to existing care home placement",1
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting completion of assessment by social care",26
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting transfer to intermediate care bedded facility",4
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting health completion of assessment/provision for equipment",6
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Patient / family refusing to move to next stage of care/ discharge",13
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",12
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"No suitable abode",3
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting RH availability",3
"W11000028","Aneurin Bevan University Health Board",2024-04-01,"Awaiting NH availability",4
"W11000024","Powys Teaching Health Board",2024-04-01,"Awaiting start of new home care package",15
"W11000024","Powys Teaching Health Board",2024-04-01,"Awaiting Continuing Healthcare (CHC) Assessment",9
"W11000024","Powys Teaching Health Board",2024-04-01,"Awaiting completion of assessment by social care",8
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting provision of telecare and /or telehealth equipment",3
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",4
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting EMI nursing availability",7
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting specialist bed availability",3
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting Learning Disability bed",1
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Homeless",5
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting transfer to intermediate care bedded facility",3
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting integrated health /social care community provision",1
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting completion of arrangements prior to placement",6
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting extra care/supported living availability",3
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting Mental Health bed",2
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Patient / family refusing to move to next stage of care/ discharge",2
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting NH availability",12
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting completion of assessment by social care",11
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting restart of previous home care package",1
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Safeguarding issues impacting discharge arrangements",3
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting EMI residential availability",21
"W11000023","Betsi Cadwaladr University Health Board",2024-05-01,"Awaiting Social worker allocation",17
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting EMI nursing availability",7
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting start of new home care package",15
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting completion of assessment Psychiatry",2
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting nursing/residential home self-funding",2
"W11000025","Hywel Dda University Health Board",2024-04-01,"Safeguarding issues impacting discharge arrangements",2
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting completion of arrangements prior to placement",7
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",2
"W11000025","Hywel Dda University Health Board",2024-04-01,"Court of Protection delays",3
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting EMI residential availability",2
"W11000025","Hywel Dda University Health Board",2024-04-01,"Patient / family choice related issues",4
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting Domiciliary care package self-funding",1
"W11000025","Hywel Dda University Health Board",2024-04-01,"Awaiting health completion of assessment/provision for equipment",3
"W11000025","Hywel Dda University Health Board",2024-04-01,"Patient / family refusing to move to next stage of care/ discharge",4
"W11000030","Cwm Taf Morgannwg University Health Board",2023-12-01,"No suitable abode",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-12-01,"Awaiting funding decision FNC/CHC",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting transfer to intermediate care bedded facility",11
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting funding decision FNC/CHC",5
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting specialist bed availability",6
"W11000031","Swansea Bay University Health Board",2023-12-01,"No suitable abode",3
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting integrated health /social care community provision",4
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting joint funding decision",3
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting completion of arrangements prior to placement",9
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting joint assessment",9
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting RH availability",7
"W11000025","Hywel Dda University Health Board",2023-12-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Patient / family choice related issues",2
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting Mental Health bed",4
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting EMI nursing availability",7
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting EMI residential availability",2
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting NH availability",9
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting start of new home care package",29
"W11000031","Swansea Bay University Health Board",2023-12-01,"Homeless",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Mental Capacity",8
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting completion of assessment by social care",38
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting reablement care package",9
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting restart of previous home care package",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting funding decision",2
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting completion of assessment Nursing",4
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting extra care/supported living availability",2
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",3
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",4
"W11000031","Swansea Bay University Health Board",2023-12-01,"Safeguarding issues impacting discharge arrangements",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting completion of adaptations (DFG's)",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting provision of telecare and /or telehealth equipment",2
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting Social worker allocation",3
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting palliative care POC",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting palliative care specialist bed",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting health completion of assessment/provision for equipment",1
"W11000031","Swansea Bay University Health Board",2023-12-01,"Awaiting Learning Disability bed",1
"W11000025","Hywel Dda University Health Board",2023-12-01,"Awaiting completion of arrangements prior to placement",4
"W11000025","Hywel Dda University Health Board",2023-12-01,"Patient / family choice related issues",5
"W11000025","Hywel Dda University Health Board",2023-12-01,"Patient / family refusing to move to next stage of care/ discharge",1
"W11000025","Hywel Dda University Health Board",2023-12-01,"Awaiting joint assessment",2
"W11000025","Hywel Dda University Health Board",2023-12-01,"Patient/ family dispute CHC outcome",1
"W11000024","Powys Teaching Health Board",2023-12-01,"Awaiting EMI nursing availability",2
"W11000024","Powys Teaching Health Board",2023-12-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",2
"W11000025","Hywel Dda University Health Board",2023-12-01,"Awaiting palliative care home",1
"W11000024","Powys Teaching Health Board",2023-12-01,"Awaiting Learning Disability bed",1
"W11000024","Powys Teaching Health Board",2023-12-01,"Awaiting RH availability",1
"W11000024","Powys Teaching Health Board",2023-12-01,"Awaiting joint assessment",1
"W11000024","Powys Teaching Health Board",2023-12-01,"Awaiting integrated health /social care community provision",1
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting completion of adaptations (DFG's)",2
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting CHC new package of care",1
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting restart of previous home care package",1
"W11000028","Aneurin Bevan University Health Board",2024-07-01,"Awaiting Learning Disability bed",1
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting integrated health /social care community provision",1
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting return to existing care home placement",1
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting Social worker allocation",8
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting Social worker allocation",39
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting completion of assessment by social care",13
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting completion of assessment Nursing",5
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting completion of assessment Nursing",10
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting completion of assessment Nursing",24
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting Continuing Healthcare (CHC) Assessment",6
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting joint assessment",14
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting joint assessment",13
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting joint assessment",39
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting completion of assessment AHP",3
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting completion of assessment AHP",2
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting completion of assessment AHP",10
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting completion of assessment Psychiatry",7
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting transfer to intermediate care bedded facility",5
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting transfer to intermediate care bedded facility",2
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting funding decision FNC/CHC",3
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting funding decision FNC/CHC",7
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting health completion of assessment/provision for equipment",4
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting health completion of assessment/provision for equipment",2
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting start of new home care package",30
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting start of new home care package",34
"W11000031","Swansea Bay University Health Board",2024-07-01,"Awaiting reablement care package",5
"W11000023","Betsi Cadwaladr University Health Board",2024-07-01,"Awaiting reablement care package",18
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting completion of assessment by social care",46
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting start of new home care package",4
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Patient / family choice related issues",5
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Patient / family refusing to move to next stage of care/ discharge",12
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Mental Capacity",7
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Court of Protection delays",3
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting completion of arrangements prior to placement",14
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",6
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"Awaiting NH availability",5
"W11000029","Cardiff and Vale University Health Board",2024-07-01,"No suitable abode",12
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting completion of assessment by social care",31
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting completion of assessment Nursing",13
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting transfer to intermediate care bedded facility",4
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting start of new home care package",18
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting reablement care package",7
"W11000025","Hywel Dda University Health Board",2024-07-01,"Patient / family choice related issues",4
"W11000025","Hywel Dda University Health Board",2024-07-01,"Patient / family refusing to move to next stage of care/ discharge",6
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",6
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting nursing/residential home self-funding",3
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting RH availability",8
"W11000025","Hywel Dda University Health Board",2024-07-01,"Awaiting NH availability",8
"W11000030","Cwm Taf Morgannwg University Health Board",2024-07-01,"Awaiting NH availability",18
"W11000030","Cwm Taf Morgannwg University Health Board",2024-07-01,"Awaiting EMI residential availability",7
"W11000030","Cwm Taf Morgannwg University Health Board",2024-07-01,"Awaiting EMI nursing availability",8
"W11000030","Cwm Taf Morgannwg University Health Board",2024-07-01,"No suitable abode",5
"W11000030","Cwm Taf Morgannwg University Health Board",2024-07-01,"Awaiting hospital arranged transport",1
