"trust18_code","trust18_name","department","date","total","under_4_hours","between_4_12_hours","over_12_hours"
"NHSCT","Northern","Mid-Ulster",2015-06-01,941,941,0,0
"SEHSCT","South Eastern","Ards MIU",2015-06-01,992,992,0,0
"SEHSCT","South Eastern","Bangor MIU",2015-06-01,938,938,0,0
"SEHSCT","South Eastern","Downe",2015-06-01,1646,1527,116,3
"SEHSCT","South Eastern","Lagan Valley",2015-06-01,1916,1694,222,0
"SEHSCT","South Eastern","Ulster",2015-06-01,7537,5440,1964,133
"SHSCT","Southern","Craigavon Area",2015-06-01,7092,5194,1898,0
"SHSCT","Southern","Daisy Hill",2015-06-01,4249,3499,750,0
"SHSCT","Southern","South Tyrone",2015-06-01,2625,2624,1,0
"WHSCT","Western","Altnagelvin Area",2015-06-01,4878,3517,1361,0
"WHSCT","Western","South West Acute",2015-06-01,2593,2329,264,0
"WHSCT","Western","Tyrone County",2015-06-01,1585,1581,4,0
"BHSCT","Belfast","Mater",2015-05-01,3945,2513,1334,98
"BHSCT","Belfast","RVH",2015-05-01,7230,4654,2462,114
"BHSCT","Belfast","RVH-RAES",2015-05-01,1137,1137,0,0
"BHSCT","Belfast","RBHSC",2015-05-01,3094,2860,234,0
"NHSCT","Northern","Antrim Area",2015-05-01,6632,3975,2582,75
"NHSCT","Northern","Causeway",2015-05-01,3781,2485,1296,0
"NHSCT","Northern","Mid-Ulster",2015-05-01,722,722,0,0
"SEHSCT","South Eastern","Ards MIU",2015-05-01,873,873,0,0
"SEHSCT","South Eastern","Bangor MIU",2015-05-01,734,734,0,0
"SEHSCT","South Eastern","Downe",2015-05-01,1579,1451,128,0
"SEHSCT","South Eastern","Lagan Valley",2015-05-01,1827,1678,149,0
"SEHSCT","South Eastern","Ulster",2015-05-01,7587,5542,1945,100
"SHSCT","Southern","Craigavon Area",2015-05-01,6794,5376,1418,0
"SHSCT","Southern","Daisy Hill",2015-05-01,4272,3393,879,0
"SHSCT","Southern","South Tyrone",2015-05-01,2257,2256,1,0
"WHSCT","Western","Altnagelvin Area",2015-05-01,5050,3303,1746,1
"WHSCT","Western","South West Acute",2015-05-01,2470,2129,341,0
"WHSCT","Western","Tyrone County",2015-05-01,1453,1453,0,0
"BHSCT","Belfast","Mater",2015-04-01,3896,2520,1289,87
"BHSCT","Belfast","RVH",2015-04-01,6847,4087,2624,136
"BHSCT","Belfast","RVH-RAES",2015-04-01,1137,1137,0,0
"BHSCT","Belfast","RBHSC",2015-04-01,3131,2969,162,0
"NHSCT","Northern","Antrim Area",2015-04-01,6356,3632,2646,78
"NHSCT","Northern","Causeway",2015-04-01,3873,2606,1267,0
"NHSCT","Northern","Mid-Ulster",2015-04-01,791,791,0,0
"SEHSCT","South Eastern","Ards MIU",2015-04-01,886,886,0,0
"SEHSCT","South Eastern","Bangor MIU",2015-04-01,787,787,0,0
"SEHSCT","South Eastern","Downe",2015-04-01,1611,1487,122,2
"SEHSCT","South Eastern","Lagan Valley",2015-04-01,1845,1641,204,0
"SEHSCT","South Eastern","Ulster",2015-04-01,7452,5082,2223,147
"SHSCT","Southern","Craigavon Area",2015-04-01,6533,4850,1683,0
"SHSCT","Southern","Daisy Hill",2015-04-01,4167,3236,930,1
"SHSCT","Southern","South Tyrone",2015-04-01,2343,2341,2,0
"WHSCT","Western","Altnagelvin Area",2015-04-01,4843,3229,1610,4
"WHSCT","Western","South West Acute",2015-04-01,2587,2217,369,1
"WHSCT","Western","Tyrone County",2015-04-01,1506,1502,4,0
"BHSCT","Belfast","Mater",2015-03-01,4158,2596,1471,91
"BHSCT","Belfast","RVH",2015-03-01,7232,4099,2912,221
"BHSCT","Belfast","RVH-RAES",2015-03-01,1446,1446,0,0
"BHSCT","Belfast","RBHSC",2015-03-01,3290,2941,349,0
"NHSCT","Northern","Antrim Area",2015-03-01,6509,3720,2595,194
"NHSCT","Northern","Causeway",2015-03-01,3567,2441,1126,0
"NHSCT","Northern","Mid-Ulster",2015-03-01,719,719,0,0
"SEHSCT","South Eastern","Ards MIU",2015-03-01,892,892,0,0
"SEHSCT","South Eastern","Bangor MIU",2015-03-01,716,716,0,0
"SEHSCT","South Eastern","Downe",2015-03-01,1513,1347,164,2
"SEHSCT","South Eastern","Lagan Valley",2015-03-01,1909,1684,224,1
"SEHSCT","South Eastern","Ulster",2015-03-01,7392,5249,2046,97
"SHSCT","Southern","Craigavon Area",2015-03-01,7027,5251,1775,1
"SHSCT","Southern","Daisy Hill",2015-03-01,4020,3183,837,0
"SHSCT","Southern","South Tyrone",2015-03-01,2257,2257,0,0
"WHSCT","Western","Altnagelvin Area",2015-03-01,4743,3223,1515,5
"WHSCT","Western","South West Acute",2015-03-01,2609,2112,496,1
"WHSCT","Western","Tyrone County",2015-03-01,1446,1446,0,0
"BHSCT","Belfast","Mater",2015-02-01,3757,2379,1298,80
"BHSCT","Belfast","RVH",2015-02-01,6405,3366,2797,242
"BHSCT","Belfast","RVH-RAES",2015-02-01,1250,1250,0,0
"BHSCT","Belfast","RBHSC",2015-02-01,2837,2565,272,0
"NHSCT","Northern","Antrim Area",2015-02-01,5966,3281,2605,80
"NHSCT","Northern","Causeway",2015-02-01,3209,2173,1036,0
"NHSCT","Northern","Mid-Ulster",2015-02-01,599,599,0,0
"SEHSCT","South Eastern","Ards MIU",2015-02-01,706,706,0,0
"SEHSCT","South Eastern","Bangor MIU",2015-02-01,705,705,0,0
"SEHSCT","South Eastern","Downe",2015-02-01,1352,1170,166,16
"SEHSCT","South Eastern","Lagan Valley",2015-02-01,1690,1438,249,3
"SEHSCT","South Eastern","Ulster",2015-02-01,6487,4318,1959,210
"SHSCT","Southern","Craigavon Area",2015-02-01,6103,4408,1695,0
"SHSCT","Southern","Daisy Hill",2015-02-01,3499,2657,842,0
"SHSCT","Southern","South Tyrone",2015-02-01,1917,1917,0,0
"WHSCT","Western","Altnagelvin Area",2015-02-01,4244,2788,1455,1
"WHSCT","Western","South West Acute",2015-02-01,2224,1762,454,8
"WHSCT","Western","Tyrone County",2015-02-01,1178,1178,0,0
"BHSCT","Belfast","Mater",2015-01-01,3705,2500,1188,17
"BHSCT","Belfast","RVH",2015-01-01,6506,3727,2712,67
"BHSCT","Belfast","RVH-RAES",2015-01-01,1254,1254,0,0
"BHSCT","Belfast","RBHSC",2015-01-01,2790,2563,227,0
"NHSCT","Northern","Antrim Area",2015-01-01,6068,3810,2216,42
"NHSCT","Northern","Causeway",2015-01-01,3152,2117,1035,0
"NHSCT","Northern","Mid-Ulster",2015-01-01,576,576,0,0
"SEHSCT","South Eastern","Ards MIU",2015-01-01,762,762,0,0
"SEHSCT","South Eastern","Bangor MIU",2015-01-01,696,696,0,0
"SEHSCT","South Eastern","Downe",2015-01-01,1396,1261,135,0
"SEHSCT","South Eastern","Lagan Valley",2015-01-01,1631,1385,246,0
"SEHSCT","South Eastern","Ulster",2015-01-01,6969,4697,2035,237
"SHSCT","Southern","Craigavon Area",2015-01-01,6371,5032,1330,9
"SHSCT","Southern","Daisy Hill",2015-01-01,3593,2984,609,0
"SHSCT","Southern","South Tyrone",2015-01-01,1735,1735,0,0
"WHSCT","Western","Altnagelvin Area",2015-01-01,4282,3026,1250,6
"WHSCT","Western","South West Acute",2015-01-01,2338,1875,462,1
"WHSCT","Western","Tyrone County",2015-01-01,1081,1081,0,0
"BHSCT","Belfast","Mater",2014-12-01,3601,2603,996,2
"BHSCT","Belfast","RVH",2014-12-01,6724,3880,2802,42
"BHSCT","Belfast","RVH-RAES",2014-12-01,1257,1257,0,0
"BHSCT","Belfast","RBHSC",2014-12-01,3163,2720,443,0
"NHSCT","Northern","Antrim Area",2014-12-01,6314,3876,2437,1
"NHSCT","Northern","Causeway",2014-12-01,3240,2419,821,0
"NHSCT","Northern","Mid-Ulster",2014-12-01,531,530,1,0
"SEHSCT","South Eastern","Ards MIU",2014-12-01,734,734,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-12-01,654,654,0,0
"SEHSCT","South Eastern","Downe",2014-12-01,1385,1269,116,0
"SEHSCT","South Eastern","Lagan Valley",2014-12-01,1639,1498,141,0
"SEHSCT","South Eastern","Ulster",2014-12-01,7418,5124,2249,45
"SHSCT","Southern","Craigavon Area",2014-12-01,6645,5462,1182,1
"SHSCT","Southern","Daisy Hill",2014-12-01,3689,3174,515,0
"SHSCT","Southern","South Tyrone",2014-12-01,1660,1659,1,0
"WHSCT","Western","Altnagelvin Area",2014-12-01,4400,3297,1103,0
"WHSCT","Western","South West Acute",2014-12-01,2392,2088,304,0
"WHSCT","Western","Tyrone County",2014-12-01,1184,1184,0,0
"BHSCT","Belfast","Mater",2014-11-01,3514,2468,1016,30
"BHSCT","Belfast","RVH",2014-11-01,6661,4153,2429,79
"BHSCT","Belfast","RVH-RAES",2014-11-01,1306,1306,0,0
"BHSCT","Belfast","RBHSC",2014-11-01,2849,2665,184,0
"NHSCT","Northern","Antrim Area",2014-11-01,5887,3956,1918,13
"NHSCT","Northern","Causeway",2014-11-01,3184,2488,696,0
"NHSCT","Northern","Mid-Ulster",2014-11-01,620,620,0,0
"NHSCT","Northern","Whiteabbey",2014-11-01,669,669,0,0
"SEHSCT","South Eastern","Ards MIU",2014-11-01,766,766,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-11-01,604,604,0,0
"SEHSCT","South Eastern","Downe",2014-11-01,1307,1217,90,0
"SEHSCT","South Eastern","Lagan Valley",2014-11-01,1528,1386,142,0
"SEHSCT","South Eastern","Ulster",2014-11-01,7001,5269,1729,3
"SHSCT","Southern","Armagh Community",2014-11-01,222,222,0,0
"SHSCT","Southern","Craigavon Area",2014-11-01,6284,5403,881,0
"SHSCT","Southern","Daisy Hill",2014-11-01,3508,3109,399,0
"SHSCT","Southern","South Tyrone",2014-11-01,1783,1783,0,0
"WHSCT","Western","Altnagelvin Area",2014-11-01,4360,3282,1078,0
"WHSCT","Western","South West Acute",2014-11-01,2264,2133,131,0
"WHSCT","Western","Tyrone County",2014-11-01,1159,1156,3,0
"BHSCT","Belfast","Mater",2014-10-01,3823,2703,1097,23
"BHSCT","Belfast","RVH",2014-10-01,7124,4427,2612,85
"BHSCT","Belfast","RVH-RAES",2014-10-01,1389,1389,0,0
"BHSCT","Belfast","RBHSC",2014-10-01,2642,2498,144,0
"NHSCT","Northern","Antrim Area",2014-10-01,6126,4196,1923,7
"NHSCT","Northern","Causeway",2014-10-01,3514,2514,1000,0
"NHSCT","Northern","Mid-Ulster",2014-10-01,781,781,0,0
"NHSCT","Northern","Whiteabbey",2014-10-01,890,889,1,0
"SEHSCT","South Eastern","Ards MIU",2014-10-01,864,864,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-10-01,881,881,0,0
"SEHSCT","South Eastern","Downe",2014-10-01,1556,1403,153,0
"SEHSCT","South Eastern","Lagan Valley",2014-10-01,1868,1721,147,0
"SEHSCT","South Eastern","Ulster",2014-10-01,7283,5235,2026,22
"SHSCT","Southern","Armagh Community",2014-10-01,647,647,0,0
"SHSCT","Southern","Craigavon Area",2014-10-01,6349,5268,1080,1
"SHSCT","Southern","Daisy Hill",2014-10-01,3719,3111,608,0
"SHSCT","Southern","South Tyrone",2014-10-01,1899,1898,1,0
"WHSCT","Western","Altnagelvin Area",2014-10-01,4541,3288,1253,0
"WHSCT","Western","South West Acute",2014-10-01,2359,2222,137,0
"WHSCT","Western","Tyrone County",2014-10-01,1351,1350,1,0
"BHSCT","Belfast","Mater",2014-09-01,3884,2637,1175,72
"BHSCT","Belfast","RVH",2014-09-01,7062,4088,2839,135
"BHSCT","Belfast","RVH-RAES",2014-09-01,1333,1333,0,0
"BHSCT","Belfast","RBHSC",2014-09-01,2754,2626,128,0
"NHSCT","Northern","Antrim Area",2014-09-01,6326,4527,1778,21
"NHSCT","Northern","Causeway",2014-09-01,3595,2572,1023,0
"NHSCT","Northern","Mid-Ulster",2014-09-01,768,768,0,0
"NHSCT","Northern","Whiteabbey",2014-09-01,1020,1020,0,0
"SEHSCT","South Eastern","Ards MIU",2014-09-01,958,958,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-09-01,961,961,0,0
"SEHSCT","South Eastern","Downe",2014-09-01,1634,1418,216,0
"SEHSCT","South Eastern","Lagan Valley",2014-09-01,1952,1732,220,0
"SEHSCT","South Eastern","Ulster",2014-09-01,7456,5490,1938,28
"SHSCT","Southern","Armagh Community",2014-09-01,681,681,0,0
"SHSCT","Southern","Craigavon Area",2014-09-01,6430,5168,1262,0
"SHSCT","Southern","Daisy Hill",2014-09-01,3866,3316,550,0
"SHSCT","Southern","South Tyrone",2014-09-01,2075,2075,0,0
"WHSCT","Western","Altnagelvin Area",2014-09-01,4774,3662,1112,0
"WHSCT","Western","South West Acute",2014-09-01,2364,2284,80,0
"WHSCT","Western","Tyrone County",2014-09-01,1385,1382,3,0
"BHSCT","Belfast","Mater",2014-08-01,3835,2715,1088,32
"BHSCT","Belfast","RVH",2014-08-01,7017,4124,2790,103
"BHSCT","Belfast","RVH-RAES",2014-08-01,1229,1229,0,0
"BHSCT","Belfast","RBHSC",2014-08-01,2223,2143,80,0
"NHSCT","Northern","Antrim Area",2014-08-01,6026,3933,2091,2
"NHSCT","Northern","Causeway",2014-08-01,3834,2576,1258,0
"NHSCT","Northern","Mid-Ulster",2014-08-01,701,701,0,0
"NHSCT","Northern","Whiteabbey",2014-08-01,832,831,1,0
"SEHSCT","South Eastern","Ards MIU",2014-08-01,884,884,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-08-01,795,795,0,0
"SEHSCT","South Eastern","Downe",2014-08-01,1507,1380,127,0
"SEHSCT","South Eastern","Lagan Valley",2014-08-01,1718,1506,212,0
"SEHSCT","South Eastern","Ulster",2014-08-01,7212,5336,1875,1
"SHSCT","Southern","Armagh Community",2014-08-01,583,583,0,0
"SHSCT","Southern","Craigavon Area",2014-08-01,6078,5003,1075,0
"SHSCT","Southern","Daisy Hill",2014-08-01,3796,3209,587,0
"SHSCT","Southern","South Tyrone",2014-08-01,2053,2053,0,0
"WHSCT","Western","Altnagelvin Area",2014-08-01,4513,3435,1078,0
"WHSCT","Western","South West Acute",2014-08-01,2612,2426,186,0
"WHSCT","Western","Tyrone County",2014-08-01,1455,1453,2,0
"BHSCT","Belfast","Mater",2014-07-01,4034,3274,757,3
"BHSCT","Belfast","RVH",2014-07-01,7167,4713,2417,37
"BHSCT","Belfast","RVH-RAES",2014-07-01,1375,1375,0,0
"BHSCT","Belfast","RBHSC",2014-07-01,2516,2335,181,0
"NHSCT","Northern","Antrim Area",2014-07-01,6424,4396,2028,0
"NHSCT","Northern","Causeway",2014-07-01,4188,3081,1107,0
"NHSCT","Northern","Mid-Ulster",2014-07-01,794,794,0,0
"NHSCT","Northern","Whiteabbey",2014-07-01,815,815,0,0
"SEHSCT","South Eastern","Ards MIU",2014-07-01,962,962,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-07-01,940,940,0,0
"SEHSCT","South Eastern","Downe",2014-07-01,1612,1481,131,0
"SEHSCT","South Eastern","Lagan Valley",2014-07-01,1832,1585,247,0
"SEHSCT","South Eastern","Ulster",2014-07-01,7423,5949,1473,1
"SHSCT","Southern","Armagh Community",2014-07-01,684,684,0,0
"SHSCT","Southern","Craigavon Area",2014-07-01,6544,5348,1196,0
"SHSCT","Southern","Daisy Hill",2014-07-01,4035,3459,576,0
"SHSCT","Southern","South Tyrone",2014-07-01,2046,2046,0,0
"WHSCT","Western","Altnagelvin Area",2014-07-01,4856,3938,918,0
"WHSCT","Western","South West Acute",2014-07-01,2661,2547,114,0
"WHSCT","Western","Tyrone County",2014-07-01,1450,1449,1,0
"BHSCT","Belfast","Mater",2014-06-01,3949,3084,831,34
"BHSCT","Belfast","RVH",2014-06-01,7113,4067,2857,189
"BHSCT","Belfast","RVH-RAES",2014-06-01,1312,1312,0,0
"BHSCT","Belfast","RBHSC",2014-06-01,2944,2607,337,0
"NHSCT","Northern","Antrim Area",2014-06-01,6543,4297,2183,63
"NHSCT","Northern","Causeway",2014-06-01,3667,2877,790,0
"NHSCT","Northern","Mid-Ulster",2014-06-01,843,843,0,0
"NHSCT","Northern","Whiteabbey",2014-06-01,972,969,3,0
"SEHSCT","South Eastern","Ards MIU",2014-06-01,966,966,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-06-01,958,957,1,0
"SEHSCT","South Eastern","Downe",2014-06-01,1510,1368,142,0
"SEHSCT","South Eastern","Lagan Valley",2014-06-01,1908,1618,290,0
"SEHSCT","South Eastern","Ulster",2014-06-01,7165,5446,1713,6
"SHSCT","Southern","Armagh Community",2014-06-01,652,652,0,0
"SHSCT","Southern","Craigavon Area",2014-06-01,6665,4838,1826,1
"SHSCT","Southern","Daisy Hill",2014-06-01,3971,3298,673,0
"SHSCT","Southern","South Tyrone",2014-06-01,2251,2251,0,0
"WHSCT","Western","Altnagelvin Area",2014-06-01,4688,3833,855,0
"WHSCT","Western","South West Acute",2014-06-01,2584,2353,231,0
"WHSCT","Western","Tyrone County",2014-06-01,1532,1530,2,0
"BHSCT","Belfast","Mater",2014-05-01,3792,2828,955,9
"BHSCT","Belfast","RVH",2014-05-01,7148,4193,2881,74
"BHSCT","Belfast","RVH-RAES",2014-05-01,1322,1322,0,0
"BHSCT","Belfast","RBHSC",2014-05-01,2960,2561,399,0
"NHSCT","Northern","Antrim Area",2014-05-01,6624,3947,2559,118
"NHSCT","Northern","Causeway",2014-05-01,3849,2943,906,0
"NHSCT","Northern","Mid-Ulster",2014-05-01,764,764,0,0
"NHSCT","Northern","Whiteabbey",2014-05-01,771,771,0,0
"SEHSCT","South Eastern","Ards MIU",2014-05-01,850,850,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-05-01,873,873,0,0
"SEHSCT","South Eastern","Downe",2014-05-01,1531,1388,142,1
"SEHSCT","South Eastern","Lagan Valley",2014-05-01,1869,1585,284,0
"SEHSCT","South Eastern","Ulster",2014-05-01,7207,5218,1988,1
"SHSCT","Southern","Armagh Community",2014-05-01,634,634,0,0
"SHSCT","Southern","Craigavon Area",2014-05-01,6503,4986,1517,0
"SHSCT","Southern","Daisy Hill",2014-05-01,3840,3318,522,0
"SHSCT","Southern","South Tyrone",2014-05-01,1945,1944,1,0
"WHSCT","Western","Altnagelvin Area",2014-05-01,4772,3337,1435,0
"WHSCT","Western","South West Acute",2014-05-01,2636,2367,269,0
"WHSCT","Western","Tyrone County",2014-05-01,1456,1455,1,0
"BHSCT","Belfast","Mater",2014-04-01,3676,2605,1060,11
"BHSCT","Belfast","RVH",2014-04-01,6740,4233,2429,78
"BHSCT","Belfast","RVH-RAES",2014-04-01,1278,1278,0,0
"BHSCT","Belfast","RBHSC",2014-04-01,2914,2550,364,0
"NHSCT","Northern","Antrim Area",2014-04-01,6453,3911,2420,122
"NHSCT","Northern","Causeway",2014-04-01,3696,2918,778,0
"NHSCT","Northern","Mid-Ulster",2014-04-01,711,711,0,0
"NHSCT","Northern","Whiteabbey",2014-04-01,772,772,0,0
"SEHSCT","South Eastern","Ards MIU",2014-04-01,845,845,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-04-01,851,851,0,0
"SEHSCT","South Eastern","Downe",2014-04-01,1537,1414,123,0
"SEHSCT","South Eastern","Lagan Valley",2014-04-01,1860,1547,312,1
"SEHSCT","South Eastern","Ulster",2014-04-01,7014,5194,1782,38
"SHSCT","Southern","Armagh Community",2014-04-01,660,660,0,0
"SHSCT","Southern","Craigavon Area",2014-04-01,6553,4588,1965,0
"SHSCT","Southern","Daisy Hill",2014-04-01,3907,2934,972,1
"SHSCT","Southern","South Tyrone",2014-04-01,2000,2000,0,0
"WHSCT","Western","Altnagelvin Area",2014-04-01,4634,3370,1264,0
"WHSCT","Western","South West Acute",2014-04-01,2617,2345,272,0
"WHSCT","Western","Tyrone County",2014-04-01,1401,1401,0,0
"BHSCT","Belfast","Mater",2014-03-01,3847,2536,1297,14
"BHSCT","Belfast","RVH",2014-03-01,6992,4111,2767,114
"BHSCT","Belfast","RVH-RAES",2014-03-01,1138,1138,0,0
"BHSCT","Belfast","RBHSC",2014-03-01,3159,2597,562,0
"NHSCT","Northern","Antrim Area",2014-03-01,6577,4059,2343,175
"NHSCT","Northern","Causeway",2014-03-01,3671,2899,772,0
"NHSCT","Northern","Mid-Ulster",2014-03-01,685,685,0,0
"NHSCT","Northern","Whiteabbey",2014-03-01,815,815,0,0
"SEHSCT","South Eastern","Ards MIU",2014-03-01,858,858,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-03-01,926,926,0,0
"SEHSCT","South Eastern","Downe",2014-03-01,1467,1319,148,0
"SEHSCT","South Eastern","Lagan Valley",2014-03-01,1772,1499,273,0
"SEHSCT","South Eastern","Ulster",2014-03-01,7382,5117,2180,85
"SHSCT","Southern","Armagh Community",2014-03-01,580,580,0,0
"SHSCT","Southern","Craigavon Area",2014-03-01,6536,4497,2032,7
"SHSCT","Southern","Daisy Hill",2014-03-01,3716,2979,733,4
"SHSCT","Southern","South Tyrone",2014-03-01,1850,1850,0,0
"WHSCT","Western","Altnagelvin Area",2014-03-01,4506,3082,1424,0
"WHSCT","Western","South West Acute",2014-03-01,2432,2216,216,0
"WHSCT","Western","Tyrone County",2014-03-01,1358,1357,1,0
"BHSCT","Belfast","Mater",2014-02-01,3395,2124,1264,7
"BHSCT","Belfast","RVH",2014-02-01,6175,3734,2393,48
"BHSCT","Belfast","RVH-RAES",2014-02-01,1092,1092,0,0
"BHSCT","Belfast","RBHSC",2014-02-01,2541,2239,302,0
"NHSCT","Northern","Antrim Area",2014-02-01,5614,3565,1888,161
"NHSCT","Northern","Causeway",2014-02-01,3122,2306,816,0
"NHSCT","Northern","Mid-Ulster",2014-02-01,603,603,0,0
"NHSCT","Northern","Whiteabbey",2014-02-01,719,719,0,0
"SEHSCT","South Eastern","Ards MIU",2014-02-01,733,733,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-02-01,704,704,0,0
"SEHSCT","South Eastern","Downe",2014-02-01,1139,1003,136,0
"SEHSCT","South Eastern","Lagan Valley",2014-02-01,1628,1386,241,1
"SEHSCT","South Eastern","Ulster",2014-02-01,6320,4199,2083,38
"SHSCT","Southern","Armagh Community",2014-02-01,459,459,0,0
"SHSCT","Southern","Craigavon Area",2014-02-01,5549,4243,1306,0
"SHSCT","Southern","Daisy Hill",2014-02-01,3227,2615,612,0
"SHSCT","Southern","South Tyrone",2014-02-01,1484,1484,0,0
"WHSCT","Western","Altnagelvin Area",2014-02-01,3890,2646,1244,0
"WHSCT","Western","South West Acute",2014-02-01,2176,1819,346,11
"WHSCT","Western","Tyrone County",2014-02-01,1095,1094,1,0
"BHSCT","Belfast","Mater",2014-01-01,3741,2358,1376,7
"BHSCT","Belfast","RVH",2014-01-01,6615,3769,2820,26
"BHSCT","Belfast","RVH-RAES",2014-01-01,1186,1186,0,0
"BHSCT","Belfast","RBHSC",2014-01-01,2630,2418,212,0
"NHSCT","Northern","Antrim Area",2014-01-01,6092,3905,2093,94
"NHSCT","Northern","Causeway",2014-01-01,3200,2372,828,0
"NHSCT","Northern","Mid-Ulster",2014-01-01,650,650,0,0
"NHSCT","Northern","Whiteabbey",2014-01-01,707,707,0,0
"SEHSCT","South Eastern","Ards MIU",2014-01-01,760,760,0,0
"SEHSCT","South Eastern","Bangor MIU",2014-01-01,783,783,0,0
"SEHSCT","South Eastern","Downe",2014-01-01,1298,1148,150,0
"SEHSCT","South Eastern","Lagan Valley",2014-01-01,1681,1419,262,0
"SEHSCT","South Eastern","Ulster",2014-01-01,6774,4691,2064,19
"SHSCT","Southern","Armagh Community",2014-01-01,509,509,0,0
"SHSCT","Southern","Craigavon Area",2014-01-01,5856,4390,1466,0
"SHSCT","Southern","Daisy Hill",2014-01-01,3413,2976,437,0
"SHSCT","Southern","South Tyrone",2014-01-01,1450,1450,0,0
"WHSCT","Western","Altnagelvin Area",2014-01-01,4465,3099,1360,6
"WHSCT","Western","South West Acute",2014-01-01,2345,2125,220,0
"WHSCT","Western","Tyrone County",2014-01-01,1107,1106,1,0
"BHSCT","Belfast","Mater",2013-12-01,3504,2220,1267,17
"BHSCT","Belfast","RVH",2013-12-01,6392,3544,2772,76
"BHSCT","Belfast","RVH-RAES",2013-12-01,1193,1193,0,0
"BHSCT","Belfast","RBHSC",2013-12-01,2968,2637,331,0
"NHSCT","Northern","Antrim Area",2013-12-01,5822,4076,1716,30
"NHSCT","Northern","Causeway",2013-12-01,3122,2348,774,0
"NHSCT","Northern","Mid-Ulster",2013-12-01,569,569,0,0
"NHSCT","Northern","Whiteabbey",2013-12-01,651,651,0,0
"SEHSCT","South Eastern","Ards MIU",2013-12-01,641,641,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-12-01,676,676,0,0
"SEHSCT","South Eastern","Downe",2013-12-01,1538,1334,202,2
"SEHSCT","South Eastern","Lagan Valley",2013-12-01,2094,1838,256,0
"SEHSCT","South Eastern","Ulster",2013-12-01,6700,4735,1944,21
"SHSCT","Southern","Armagh Community",2013-12-01,453,453,0,0
"SHSCT","Southern","Craigavon Area",2013-12-01,6176,4331,1844,1
"SHSCT","Southern","Daisy Hill",2013-12-01,3307,2935,372,0
"SHSCT","Southern","South Tyrone",2013-12-01,1426,1426,0,0
"WHSCT","Western","Altnagelvin Area",2013-12-01,4331,3019,1298,14
"WHSCT","Western","South West Acute",2013-12-01,2314,2088,226,0
"WHSCT","Western","Tyrone County",2013-12-01,1165,1165,0,0
"BHSCT","Belfast","Mater",2013-11-01,3551,2675,874,2
"BHSCT","Belfast","RVH",2013-11-01,6459,3887,2520,52
"BHSCT","Belfast","RVH-RAES",2013-11-01,1220,1220,0,0
"BHSCT","Belfast","RBHSC",2013-11-01,2688,2470,218,0
"NHSCT","Northern","Antrim Area",2013-11-01,5760,4287,1473,0
"NHSCT","Northern","Causeway",2013-11-01,3167,2623,544,0
"NHSCT","Northern","Mid-Ulster",2013-11-01,569,569,0,0
"NHSCT","Northern","Whiteabbey",2013-11-01,756,755,1,0
"SEHSCT","South Eastern","Ards MIU",2013-11-01,759,759,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-11-01,899,899,0,0
"SEHSCT","South Eastern","Downe",2013-11-01,1580,1345,233,2
"SEHSCT","South Eastern","Lagan Valley",2013-11-01,2243,1960,272,11
"SEHSCT","South Eastern","Ulster",2013-11-01,6599,5139,1452,8
"SHSCT","Southern","Armagh Community",2013-11-01,476,476,0,0
"SHSCT","Southern","Craigavon Area",2013-11-01,5854,4198,1655,1
"SHSCT","Southern","Daisy Hill",2013-11-01,3103,2834,269,0
"SHSCT","Southern","South Tyrone",2013-11-01,1609,1609,0,0
"WHSCT","Western","Altnagelvin Area",2013-11-01,4331,3038,1287,6
"WHSCT","Western","South West Acute",2013-11-01,2136,2063,73,0
"WHSCT","Western","Tyrone County",2013-11-01,1224,1222,2,0
"BHSCT","Belfast","Mater",2013-10-01,3835,2745,1083,7
"BHSCT","Belfast","RVH",2013-10-01,6997,4354,2623,20
"BHSCT","Belfast","RVH-RAES",2013-10-01,1274,1274,0,0
"BHSCT","Belfast","RBHSC",2013-10-01,2725,2577,148,0
"NHSCT","Northern","Antrim Area",2013-10-01,6146,4828,1318,0
"NHSCT","Northern","Causeway",2013-10-01,3400,2739,661,0
"NHSCT","Northern","Mid-Ulster",2013-10-01,713,713,0,0
"NHSCT","Northern","Whiteabbey",2013-10-01,810,810,0,0
"SEHSCT","South Eastern","Ards MIU",2013-10-01,851,851,0,0
"SEHSCT","South Eastern","Bangor MIU",2013-10-01,1040,1040,0,0
"SEHSCT","South Eastern","Downe",2013-10-01,1795,1580,215,0
"SEHSCT","South Eastern","Lagan Valley",2013-10-01,2538,2252,286,0
"SEHSCT","South Eastern","Ulster",2013-10-01,7016,5230,1739,47
