"date","hospital_code","hospital_name","specialism","daily_beds_available","daily_beds_occupied","beds_occupancy_rate"
"Feb-21","7A3C4","Singleton Hospital","maternity",61,28.799999,47.2131
"Mar-21","7A3C4","Singleton Hospital","maternity",61,27.4,44.918
"Apr-21","7A3C4","Singleton Hospital","maternity",61.200001,29.299999,47.8758
"May-21","7A3C4","Singleton Hospital","maternity",62.5,32.099998,51.36
"Jun-21","7A3C4","Singleton Hospital","maternity",64.099998,32.5,50.702
"Jul-21","7A3C4","Singleton Hospital","maternity",63.700001,33.400002,52.4333
"Aug-21","7A3C4","Singleton Hospital","maternity",63.389999,31.35,49.4558
"Sep-21","7A3C4","Singleton Hospital","maternity",62.529999,32.900002,52.6147
"Oct-21","7A3C4","Singleton Hospital","maternity",63.32,34.77,54.9116
"Nov-21","7A3C4","Singleton Hospital","maternity",63.5,32.07,50.5039
"Dec-21","7A3C4","Singleton Hospital","maternity",64.099998,27.77,43.3229
"Jan-22","7A3C4","Singleton Hospital","maternity",63.23,31.9,50.4507
"Feb-22","7A3C4","Singleton Hospital","maternity",63.389999,31.709999,50.0237
"Mar-22","7A3C4","Singleton Hospital","maternity",63.259998,29.35,46.3958
"Apr-22","7A3C4","Singleton Hospital","maternity",64.19,30.58,47.6398
"May-22","7A3C4","Singleton Hospital","maternity",64.19,30.58,47.6398
"Jun-22","7A3C4","Singleton Hospital","maternity",65.23,33.5,51.3567
"Jul-22","7A3C4","Singleton Hospital","maternity",63.87,34.61,54.1882
"Aug-22","7A3C4","Singleton Hospital","maternity",64.07,36.87,57.5464
"Sep-22","7A3C4","Singleton Hospital","maternity",63.77,31.74,49.7726
"Oct-22","7A3C4","Singleton Hospital","maternity",63.19,29.39,46.5105
"Nov-22","7A3C4","Singleton Hospital","maternity",63.46,31.54,49.7006
"Dec-22","7A3C4","Singleton Hospital","maternity",64.1,30.52,47.6131
"Jan-23","7A3C4","Singleton Hospital","maternity",64.17,31.07,48.4183
"Feb-23","7A3C4","Singleton Hospital","maternity",63.71,28.06,44.0433
"Mar-23","7A3C4","Singleton Hospital","maternity",63.43,31.2,49.1881
"Jan-21","7A3C4","Singleton Hospital","medical_acute",197.000003,179.900003,91.3198
"Feb-21","7A3C4","Singleton Hospital","medical_acute",199.900003,188.300003,94.1971
"Mar-21","7A3C4","Singleton Hospital","medical_acute",201.199997,189.900002,94.3837
"Apr-21","7A3C4","Singleton Hospital","medical_acute",212.000001,201.999994,95.283
"May-21","7A3C4","Singleton Hospital","medical_acute",224.100007,196.600003,87.7287
"Jun-21","7A3C4","Singleton Hospital","medical_acute",199.099998,186.499993,93.6715
"Jul-21","7A3C4","Singleton Hospital","medical_acute",195.500001,188.199993,96.266
"Aug-21","7A3C4","Singleton Hospital","medical_acute",201.029997,193.900006,96.4533
"Sep-21","7A3C4","Singleton Hospital","medical_acute",206.439995,199.759998,96.7642
"Oct-21","7A3C4","Singleton Hospital","medical_acute",208.1,201.550004,96.8525
"Nov-21","7A3C4","Singleton Hospital","medical_acute",208.600003,191.729999,91.9127
"Dec-21","7A3C4","Singleton Hospital","medical_acute",197.259996,179.81,91.1538
"Jan-22","7A3C4","Singleton Hospital","medical_acute",203.620001,188.230003,92.4418
"Feb-22","7A3C4","Singleton Hospital","medical_acute",210.389994,196.820001,93.5501
"Mar-22","7A3C4","Singleton Hospital","medical_acute",218.829997,189.220004,86.469
"Apr-22","7A3C4","Singleton Hospital","medical_acute",199.38,189.33,94.9594
"May-22","7A3C4","Singleton Hospital","medical_acute",200.26,191.23,95.4909
"Jun-22","7A3C4","Singleton Hospital","medical_acute",221.03,210.5,95.2359
"Jul-22","7A3C4","Singleton Hospital","medical_acute",224.48,214.29,95.4606
"Aug-22","7A3C4","Singleton Hospital","medical_acute",233.63,216.26,92.5652
"Sep-22","7A3C4","Singleton Hospital","medical_acute",225.45,204.99,90.9248
"Oct-22","7A3C4","Singleton Hospital","medical_acute",195.97,166.77,85.0998
"Nov-22","7A3C4","Singleton Hospital","medical_acute",140.67,115.68,82.235
"Dec-22","7A3C4","Singleton Hospital","medical_acute",134.78,113.49,84.2039
"Jan-23","7A3C4","Singleton Hospital","medical_acute",220.44,193.7,87.8697
"Feb-23","7A3C4","Singleton Hospital","medical_acute",201.81,188.45,93.3799
"Mar-23","7A3C4","Singleton Hospital","medical_acute",198.4,187.27,94.3901
"Jan-21","7A3C4","Singleton Hospital","surgical_acute",16.6,11.8,71.0843
"Feb-21","7A3C4","Singleton Hospital","surgical_acute",15.5,11.2,72.2581
"Mar-21","7A3C4","Singleton Hospital","surgical_acute",17.2,14,81.3953
"Apr-21","7A3C4","Singleton Hospital","surgical_acute",17.8,13.6,76.4045
"May-21","7A3C4","Singleton Hospital","surgical_acute",14,10.1,72.1429
"Jun-21","7A3C4","Singleton Hospital","surgical_acute",14.3,9.3,65.035
"Jul-21","7A3C4","Singleton Hospital","surgical_acute",15.8,12.8,81.0127
"Aug-21","7A3C4","Singleton Hospital","surgical_acute",16.12,13.34,82.7543
"Sep-21","7A3C4","Singleton Hospital","surgical_acute",13.2,9.27,70.2273
"Oct-21","7A3C4","Singleton Hospital","surgical_acute",15.76,11.92,75.6345
"Nov-21","7A3C4","Singleton Hospital","surgical_acute",21.54,12.6,58.4958
"Dec-21","7A3C4","Singleton Hospital","surgical_acute",16.69,12.21,73.1576
"Jan-22","7A3C4","Singleton Hospital","surgical_acute",14.25,11.29,79.2281
"Feb-22","7A3C4","Singleton Hospital","surgical_acute",18.42,14.68,79.696
"Mar-22","7A3C4","Singleton Hospital","surgical_acute",16.89,13.57,80.3434
"Apr-22","7A3C4","Singleton Hospital","surgical_acute",11.75,11.75,100
"May-22","7A3C4","Singleton Hospital","surgical_acute",13.27,13.22,99.6232
"Jun-22","7A3C4","Singleton Hospital","surgical_acute",21.87,12.53,57.2931
"Jul-22","7A3C4","Singleton Hospital","surgical_acute",21.94,12.81,58.3865
"Aug-22","7A3C4","Singleton Hospital","surgical_acute",21.58,13.58,62.9286
"Sep-22","7A3C4","Singleton Hospital","surgical_acute",16.37,12.75,77.8864
"Oct-22","7A3C4","Singleton Hospital","surgical_acute",26.47,16.96,64.0725
"Nov-22","7A3C4","Singleton Hospital","surgical_acute",18.32,14.17,77.3472
"Dec-22","7A3C4","Singleton Hospital","surgical_acute",13.37,13.08,97.831
"Jan-23","7A3C4","Singleton Hospital","surgical_acute",16.95,14.1,83.1858
"Feb-23","7A3C4","Singleton Hospital","surgical_acute",17.98,13.53,75.2503
"Mar-23","7A3C4","Singleton Hospital","surgical_acute",15.32,12.77,83.3551
"Jan-21","7A6F7","St Cadoc's Hospital","all_specialties",56,37.099998,66.25
"Feb-21","7A6F7","St Cadoc's Hospital","all_specialties",56,42.93,76.6607
"Mar-21","7A6F7","St Cadoc's Hospital","all_specialties",56,44.709999,79.8393
"Apr-21","7A6F7","St Cadoc's Hospital","all_specialties",56,41.5,74.1071
"May-21","7A6F7","St Cadoc's Hospital","all_specialties",56,41.130001,73.4464
"Jun-21","7A6F7","St Cadoc's Hospital","all_specialties",56,43.43,77.5536
"Jul-21","7A6F7","St Cadoc's Hospital","all_specialties",56,45.290001,80.875
"Aug-21","7A6F7","St Cadoc's Hospital","all_specialties",56,41.810001,74.6607
"Sep-21","7A6F7","St Cadoc's Hospital","all_specialties",56.200001,42.299999,75.2669
"Oct-21","7A6F7","St Cadoc's Hospital","all_specialties",56,41.810001,74.6607
"Nov-21","7A6F7","St Cadoc's Hospital","all_specialties",56,39.099998,69.8214
"Dec-21","7A6F7","St Cadoc's Hospital","all_specialties",56,39.060001,69.75
"Jan-22","7A6F7","St Cadoc's Hospital","all_specialties",56,36,64.2857
"Feb-22","7A6F7","St Cadoc's Hospital","all_specialties",56,37.110001,66.2679
"Mar-22","7A6F7","St Cadoc's Hospital","all_specialties",56,37.709999,67.3393
"Apr-22","7A6F7","St Cadoc's Hospital","all_specialties",56,41.97,74.9464
"May-22","7A6F7","St Cadoc's Hospital","all_specialties",56,38.58,68.8929
"Jun-22","7A6F7","St Cadoc's Hospital","all_specialties",56,0,0
"Jul-22","7A6F7","St Cadoc's Hospital","all_specialties",56,38.81,69.3036
"Aug-22","7A6F7","St Cadoc's Hospital","all_specialties",56,33.9,60.5357
"Sep-22","7A6F7","St Cadoc's Hospital","all_specialties",56,39.16,69.9286
"Oct-22","7A6F7","St Cadoc's Hospital","all_specialties",55.61,35.71,64.2151
"Nov-22","7A6F7","St Cadoc's Hospital","all_specialties",56,40.43,72.1964
"Dec-22","7A6F7","St Cadoc's Hospital","all_specialties",56,42.29,75.5179
"Jan-23","7A6F7","St Cadoc's Hospital","all_specialties",56,35.5,63.3929
"Feb-23","7A6F7","St Cadoc's Hospital","all_specialties",56,34.52,61.6429
"Mar-23","7A6F7","St Cadoc's Hospital","all_specialties",56,38.63,68.9821
"Jan-21","7A6F7","St Cadoc's Hospital","mental_illness",56,37.099998,66.25
"Feb-21","7A6F7","St Cadoc's Hospital","mental_illness",56,42.93,76.6607
"Mar-21","7A6F7","St Cadoc's Hospital","mental_illness",56,44.709999,79.8393
"Apr-21","7A6F7","St Cadoc's Hospital","mental_illness",56,41.5,74.1071
"May-21","7A6F7","St Cadoc's Hospital","mental_illness",56,41.130001,73.4464
"Jun-21","7A6F7","St Cadoc's Hospital","mental_illness",56,43.43,77.5536
"Jul-21","7A6F7","St Cadoc's Hospital","mental_illness",56,45.290001,80.875
"Aug-21","7A6F7","St Cadoc's Hospital","mental_illness",56,41.810001,74.6607
"Sep-21","7A6F7","St Cadoc's Hospital","mental_illness",56.200001,42.299999,75.2669
"Oct-21","7A6F7","St Cadoc's Hospital","mental_illness",56,41.810001,74.6607
"Nov-21","7A6F7","St Cadoc's Hospital","mental_illness",56,39.099998,69.8214
"Dec-21","7A6F7","St Cadoc's Hospital","mental_illness",56,39.060001,69.75
"Jan-22","7A6F7","St Cadoc's Hospital","mental_illness",56,36,64.2857
"Feb-22","7A6F7","St Cadoc's Hospital","mental_illness",56,37.110001,66.2679
"Mar-22","7A6F7","St Cadoc's Hospital","mental_illness",56,37.709999,67.3393
"Apr-22","7A6F7","St Cadoc's Hospital","mental_illness",56,41.97,74.9464
"May-22","7A6F7","St Cadoc's Hospital","mental_illness",56,38.58,68.8929
"Jun-22","7A6F7","St Cadoc's Hospital","mental_illness",56,0,0
"Jul-22","7A6F7","St Cadoc's Hospital","mental_illness",56,38.81,69.3036
"Aug-22","7A6F7","St Cadoc's Hospital","mental_illness",56,33.9,60.5357
"Sep-22","7A6F7","St Cadoc's Hospital","mental_illness",56,39.16,69.9286
"Oct-22","7A6F7","St Cadoc's Hospital","mental_illness",55.61,35.71,64.2151
"Nov-22","7A6F7","St Cadoc's Hospital","mental_illness",56,40.43,72.1964
"Dec-22","7A6F7","St Cadoc's Hospital","mental_illness",56,42.29,75.5179
"Jan-23","7A6F7","St Cadoc's Hospital","mental_illness",56,35.5,63.3929
"Feb-23","7A6F7","St Cadoc's Hospital","mental_illness",56,34.52,61.6429
"Mar-23","7A6F7","St Cadoc's Hospital","mental_illness",56,38.63,68.9821
"Jan-21","7A4FE","St Davids Community Hospital","all_specialties",91.990002,78.829998,85.6941
"Mar-21","7A4FE","St Davids Community Hospital","all_specialties",91.999999,70.780003,76.9348
"May-21","7A4FE","St Davids Community Hospital","all_specialties",71.999996,62.48,86.7778
"Aug-21","7A4FE","St Davids Community Hospital","all_specialties",70.999996,68.189999,96.0423
"Oct-21","7A4FE","St Davids Community Hospital","all_specialties",71,69.260002,97.5493
"Nov-21","7A4FE","St Davids Community Hospital","all_specialties",90.329997,81.229998,89.9258
"Dec-21","7A4FE","St Davids Community Hospital","all_specialties",91,88.619997,97.3846
"Jan-22","7A4FE","St Davids Community Hospital","all_specialties",91.009996,89.209997,98.0222
"Feb-22","7A4FE","St Davids Community Hospital","all_specialties",91,88.21,96.9341
"Mar-22","7A4FE","St Davids Community Hospital","all_specialties",91.000002,89.010001,97.8132
"Apr-22","7A4FE","St Davids Community Hospital","all_specialties",92.07,90.45,98.2405
"May-22","7A4FE","St Davids Community Hospital","all_specialties",91,85.38,93.8242
"Jun-22","7A4FE","St Davids Community Hospital","all_specialties",91.23,88.66,97.1829
"Jul-22","7A4FE","St Davids Community Hospital","all_specialties",91.09,90.89,99.7804
"Aug-22","7A4FE","St Davids Community Hospital","all_specialties",91.47,90.74,99.2019
"Sep-22","7A4FE","St Davids Community Hospital","all_specialties",90.99,88.38,97.1316
"Oct-22","7A4FE","St Davids Community Hospital","all_specialties",88.96,87.73,98.6174
"Nov-22","7A4FE","St Davids Community Hospital","all_specialties",91.22,90.82,99.5615
"Dec-22","7A4FE","St Davids Community Hospital","all_specialties",82.38,82.02,99.563
"Jan-23","7A4FE","St Davids Community Hospital","all_specialties",91.26,90.49,99.1563
"Feb-23","7A4FE","St Davids Community Hospital","all_specialties",91.13,90.58,99.3965
"Mar-23","7A4FE","St Davids Community Hospital","all_specialties",90.7,89.53,98.71
"Feb-21","7A4FE","St Davids Community Hospital","all_specialties",91.999999,81.650001,88.75
"Apr-21","7A4FE","St Davids Community Hospital","all_specialties",92,63.73,69.2717
"Jun-21","7A4FE","St Davids Community Hospital","all_specialties",72,63.599998,88.3333
"Jul-21","7A4FE","St Davids Community Hospital","all_specialties",71.35,67.000001,93.9033
"Sep-21","7A4FE","St Davids Community Hospital","all_specialties",71.000003,68.659999,96.7042
"Jan-21","7A4FE","St Davids Community Hospital","geriatric_medicine",0.19,0.19,100
"Mar-21","7A4FE","St Davids Community Hospital","geriatric_medicine",0.13,0.13,100
"May-21","7A4FE","St Davids Community Hospital","geriatric_medicine",0.16,0.16,100
"Aug-21","7A4FE","St Davids Community Hospital","geriatric_medicine",0.16,0.16,100
"Oct-21","7A4FE","St Davids Community Hospital","geriatric_medicine",0.45,0.45,100
"Nov-21","7A4FE","St Davids Community Hospital","geriatric_medicine",1.4,1.4,100
"Dec-21","7A4FE","St Davids Community Hospital","geriatric_medicine",2.94,2.94,100
"Jan-22","7A4FE","St Davids Community Hospital","geriatric_medicine",3.32,3.32,100
"Feb-22","7A4FE","St Davids Community Hospital","geriatric_medicine",3,3,100
"Mar-22","7A4FE","St Davids Community Hospital","geriatric_medicine",2.48,2.48,100
"Apr-22","7A4FE","St Davids Community Hospital","geriatric_medicine",0.81,0.81,100
"May-22","7A4FE","St Davids Community Hospital","geriatric_medicine",1.39,1.39,100
"Jun-22","7A4FE","St Davids Community Hospital","geriatric_medicine",2.37,2.37,100
"Jul-22","7A4FE","St Davids Community Hospital","geriatric_medicine",1.35,1.35,100
"Aug-22","7A4FE","St Davids Community Hospital","geriatric_medicine",1.17,1.17,100
"Sep-22","7A4FE","St Davids Community Hospital","geriatric_medicine",1.03,1.03,100
"Oct-22","7A4FE","St Davids Community Hospital","geriatric_medicine",2.06,2.06,100
"Nov-22","7A4FE","St Davids Community Hospital","geriatric_medicine",3.36,3.36,100
"Dec-22","7A4FE","St Davids Community Hospital","geriatric_medicine",3.03,3.03,100
"Jan-23","7A4FE","St Davids Community Hospital","geriatric_medicine",1,1,100
"Feb-23","7A4FE","St Davids Community Hospital","geriatric_medicine",0.45,0.45,100
"Mar-23","7A4FE","St Davids Community Hospital","geriatric_medicine",2.53,2.53,100
"Jan-21","7A4FE","St Davids Community Hospital","medical_acute",91.770002,78.609998,85.6598
"Mar-21","7A4FE","St Davids Community Hospital","medical_acute",91.869999,70.650003,76.9021
"May-21","7A4FE","St Davids Community Hospital","medical_acute",71.839996,62.32,86.7483
"Aug-21","7A4FE","St Davids Community Hospital","medical_acute",70.839996,68.029999,96.0333
"Oct-21","7A4FE","St Davids Community Hospital","medical_acute",70.55,68.810002,97.5337
"Nov-21","7A4FE","St Davids Community Hospital","medical_acute",88.929997,79.829998,89.7672
"Dec-21","7A4FE","St Davids Community Hospital","medical_acute",87.22,84.839997,97.2713
"Jan-22","7A4FE","St Davids Community Hospital","medical_acute",85.519996,83.719997,97.8952
"Feb-22","7A4FE","St Davids Community Hospital","medical_acute",83.07,80.28,96.6414
"Mar-22","7A4FE","St Davids Community Hospital","medical_acute",82.190003,80.200001,97.5788
"Apr-22","7A4FE","St Davids Community Hospital","medical_acute",89.78,88.16,98.1956
"May-22","7A4FE","St Davids Community Hospital","medical_acute",88.13,82.51,93.6231
"Jun-22","7A4FE","St Davids Community Hospital","medical_acute",87.7,85.13,97.0696
"Jul-22","7A4FE","St Davids Community Hospital","medical_acute",88.84,88.64,99.7749
"Aug-22","7A4FE","St Davids Community Hospital","medical_acute",89.9,89.17,99.188
"Sep-22","7A4FE","St Davids Community Hospital","medical_acute",88.32,85.71,97.0448
"Oct-22","7A4FE","St Davids Community Hospital","medical_acute",86.29,85.06,98.5746
"Nov-22","7A4FE","St Davids Community Hospital","medical_acute",83.57,83.17,99.5214
"Dec-22","7A4FE","St Davids Community Hospital","medical_acute",75.48,75.12,99.5231
"Jan-23","7A4FE","St Davids Community Hospital","medical_acute",86.53,85.76,99.1101
"Feb-23","7A4FE","St Davids Community Hospital","medical_acute",89.81,89.26,99.3876
"Mar-23","7A4FE","St Davids Community Hospital","medical_acute",88.17,87,98.673
"Feb-21","7A4FE","St Davids Community Hospital","medical_acute",91.999999,81.650001,88.75
"Apr-21","7A4FE","St Davids Community Hospital","medical_acute",92,63.73,69.2717
"Jun-21","7A4FE","St Davids Community Hospital","medical_acute",72,63.599998,88.3333
"Jul-21","7A4FE","St Davids Community Hospital","medical_acute",71.35,67.000001,93.9033
"Sep-21","7A4FE","St Davids Community Hospital","medical_acute",71.000003,68.659999,96.7042
"Jan-21","7A4FE","St Davids Community Hospital","surgical_acute",0.03,0.03,100
"Dec-21","7A4FE","St Davids Community Hospital","surgical_acute",0.84,0.84,100
"Jan-22","7A4FE","St Davids Community Hospital","surgical_acute",2.17,2.17,100
"Feb-22","7A4FE","St Davids Community Hospital","surgical_acute",4.93,4.93,100
"Mar-22","7A4FE","St Davids Community Hospital","surgical_acute",6.33,6.33,100
"Apr-22","7A4FE","St Davids Community Hospital","surgical_acute",1.48,1.48,100
"May-22","7A4FE","St Davids Community Hospital","surgical_acute",1.48,1.48,100
"Jun-22","7A4FE","St Davids Community Hospital","surgical_acute",1.16,1.16,100
"Jul-22","7A4FE","St Davids Community Hospital","surgical_acute",0.9,0.9,100
"Aug-22","7A4FE","St Davids Community Hospital","surgical_acute",0.4,0.4,100
"Sep-22","7A4FE","St Davids Community Hospital","surgical_acute",1.64,1.64,100
"Oct-22","7A4FE","St Davids Community Hospital","surgical_acute",0.61,0.61,100
"Nov-22","7A4FE","St Davids Community Hospital","surgical_acute",4.29,4.29,100
"Dec-22","7A4FE","St Davids Community Hospital","surgical_acute",3.87,3.87,100
"Jan-23","7A4FE","St Davids Community Hospital","surgical_acute",3.73,3.73,100
"Feb-23","7A4FE","St Davids Community Hospital","surgical_acute",0.87,0.87,100
"Jan-21","7A6AT","St Woolos Community","all_specialties",78.189999,71.419999,91.3416
"Apr-21","7A6AT","St Woolos Community","all_specialties",72.000001,57.059998,79.25
"May-21","7A6AT","St Woolos Community","all_specialties",62.68,58.000001,92.5335
"Jul-21","7A6AT","St Woolos Community","all_specialties",67.7,55.250001,81.61
"Oct-21","7A6AT","St Woolos Community","all_specialties",76.550003,72.959999,95.3102
"Dec-21","7A6AT","St Woolos Community","all_specialties",81.75,76.420001,93.4801
"Jan-22","7A6AT","St Woolos Community","all_specialties",85.969999,79.45,92.416
"Feb-22","7A6AT","St Woolos Community","all_specialties",86,74.279999,86.3721
"Mar-22","7A6AT","St Woolos Community","all_specialties",86.059999,81.379999,94.5619
"Apr-22","7A6AT","St Woolos Community","all_specialties",90.5,82.82,91.5138
"May-22","7A6AT","St Woolos Community","all_specialties",88.26,85.55,96.9295
"Jun-22","7A6AT","St Woolos Community","all_specialties",88,73.06,83.0227
"Jul-22","7A6AT","St Woolos Community","all_specialties",88.04,85.16,96.7288
"Aug-22","7A6AT","St Woolos Community","all_specialties",88,84.33,95.8295
"Sep-22","7A6AT","St Woolos Community","all_specialties",88.23,85.74,97.1778
"Oct-22","7A6AT","St Woolos Community","all_specialties",88.49,85.46,96.5759
"Nov-22","7A6AT","St Woolos Community","all_specialties",88.32,86.32,97.7355
"Dec-22","7A6AT","St Woolos Community","all_specialties",89.17,84.68,94.9647
"Jan-23","7A6AT","St Woolos Community","all_specialties",86.03,81.14,94.3159
"Feb-23","7A6AT","St Woolos Community","all_specialties",86.1,82,95.2381
"Mar-23","7A6AT","St Woolos Community","all_specialties",87.26,76.73,87.9326
"Feb-21","7A6AT","St Woolos Community","all_specialties",69.810001,62.66,89.7579
"Mar-21","7A6AT","St Woolos Community","all_specialties",76,63.100002,83.0263
"Jun-21","7A6AT","St Woolos Community","all_specialties",62.700001,55.499999,88.5167
"Aug-21","7A6AT","St Woolos Community","all_specialties",73.52,54.509998,74.1431
"Sep-21","7A6AT","St Woolos Community","all_specialties",63.529999,59.599999,93.8139
"Nov-21","7A6AT","St Woolos Community","all_specialties",81.730003,76.959999,94.1637
"Jan-21","7A6AT","St Woolos Community","geriatric_medicine",0.16,0.16,100
"Apr-21","7A6AT","St Woolos Community","geriatric_medicine",0.53,0.53,100
"May-21","7A6AT","St Woolos Community","geriatric_medicine",0.84,0.84,100
"Jul-21","7A6AT","St Woolos Community","geriatric_medicine",0.63,0.63,100
"Oct-21","7A6AT","St Woolos Community","geriatric_medicine",0.32,0.32,100
"Dec-21","7A6AT","St Woolos Community","geriatric_medicine",10.23,10.23,100
"Jan-22","7A6AT","St Woolos Community","geriatric_medicine",21.969999,21.969999,100
"Feb-22","7A6AT","St Woolos Community","geriatric_medicine",24.209999,24.139999,99.7109
"Mar-22","7A6AT","St Woolos Community","geriatric_medicine",23.74,23.74,100
"Apr-22","7A6AT","St Woolos Community","geriatric_medicine",21.73,21.73,100
"May-22","7A6AT","St Woolos Community","geriatric_medicine",22.94,22.94,100
"Jun-22","7A6AT","St Woolos Community","geriatric_medicine",22.43,22.43,100
"Jul-22","7A6AT","St Woolos Community","geriatric_medicine",22.62,22.61,99.9558
"Aug-22","7A6AT","St Woolos Community","geriatric_medicine",50.67,49.97,98.6185
"Sep-22","7A6AT","St Woolos Community","geriatric_medicine",51.71,51.29,99.1878
"Oct-22","7A6AT","St Woolos Community","geriatric_medicine",48.55,48.29,99.4645
"Nov-22","7A6AT","St Woolos Community","geriatric_medicine",46.5,46.25,99.4624
"Dec-22","7A6AT","St Woolos Community","geriatric_medicine",46.52,46.13,99.1617
"Jan-23","7A6AT","St Woolos Community","geriatric_medicine",15.23,15.2,99.803
"Feb-23","7A6AT","St Woolos Community","geriatric_medicine",1,0.87,87
"Mar-23","7A6AT","St Woolos Community","geriatric_medicine",13.93,13.9,99.7846
"Jan-21","7A6AT","St Woolos Community","medical_acute",66.029999,61.549999,93.2152
"Apr-21","7A6AT","St Woolos Community","medical_acute",59.470001,52.099998,87.6072
"May-21","7A6AT","St Woolos Community","medical_acute",49.84,49.450001,99.2175
"Jul-21","7A6AT","St Woolos Community","medical_acute",55.07,48.200001,87.525
"Oct-21","7A6AT","St Woolos Community","medical_acute",64.230003,62.869999,97.8826
"Dec-21","7A6AT","St Woolos Community","medical_acute",59.52,58.130001,97.6647
"Jan-22","7A6AT","St Woolos Community","medical_acute",52,48.93,94.0962
"Feb-22","7A6AT","St Woolos Community","medical_acute",49.790001,43.389999,87.146
"Mar-22","7A6AT","St Woolos Community","medical_acute",50.32,48.48,96.3434
"Apr-22","7A6AT","St Woolos Community","medical_acute",54.77,51.77,94.5225
"May-22","7A6AT","St Woolos Community","medical_acute",51.32,50.32,98.0514
"Jun-22","7A6AT","St Woolos Community","medical_acute",51.57,50.63,98.1772
"Jul-22","7A6AT","St Woolos Community","medical_acute",51.42,49.68,96.6161
"Aug-22","7A6AT","St Woolos Community","medical_acute",23.33,22.43,96.1423
"Sep-22","7A6AT","St Woolos Community","medical_acute",22.52,21.26,94.405
"Oct-22","7A6AT","St Woolos Community","medical_acute",25.94,24.94,96.1449
"Nov-22","7A6AT","St Woolos Community","medical_acute",27.57,26.93,97.6786
"Dec-22","7A6AT","St Woolos Community","medical_acute",27.65,26,94.0325
"Jan-23","7A6AT","St Woolos Community","medical_acute",58.8,56.27,95.6973
"Feb-23","7A6AT","St Woolos Community","medical_acute",73.1,69.13,94.5691
"Mar-23","7A6AT","St Woolos Community","medical_acute",60.13,55.3,91.9674
"Feb-21","7A6AT","St Woolos Community","medical_acute",57.810001,54.16,93.6862
"Mar-21","7A6AT","St Woolos Community","medical_acute",64,57.580002,89.9688
"Jun-21","7A6AT","St Woolos Community","medical_acute",50.700001,49.799999,98.2248
"Aug-21","7A6AT","St Woolos Community","medical_acute",61.52,46.349998,75.3413
"Sep-21","7A6AT","St Woolos Community","medical_acute",51.529999,50.57,98.137
"Nov-21","7A6AT","St Woolos Community","medical_acute",69.730003,68.029999,97.562
"Jan-21","7A6AT","St Woolos Community","mental_illness",12,9.71,80.9167
"Apr-21","7A6AT","St Woolos Community","mental_illness",12,4.43,36.9167
"May-21","7A6AT","St Woolos Community","mental_illness",12,7.71,64.25
"Jul-21","7A6AT","St Woolos Community","mental_illness",12,6.42,53.5
"Oct-21","7A6AT","St Woolos Community","mental_illness",12,9.77,81.4167
"Dec-21","7A6AT","St Woolos Community","mental_illness",12,8.06,67.1667
"Jan-22","7A6AT","St Woolos Community","mental_illness",12,8.55,71.25
"Feb-22","7A6AT","St Woolos Community","mental_illness",12,6.75,56.25
"Mar-22","7A6AT","St Woolos Community","mental_illness",12,9.16,76.3333
"Apr-22","7A6AT","St Woolos Community","mental_illness",14,9.32,66.5714
"May-22","7A6AT","St Woolos Community","mental_illness",14,12.29,87.7857
"Jun-22","7A6AT","St Woolos Community","mental_illness",14,0,0
"Jul-22","7A6AT","St Woolos Community","mental_illness",14,12.87,91.9286
"Aug-22","7A6AT","St Woolos Community","mental_illness",14,11.93,85.2143
"Sep-22","7A6AT","St Woolos Community","mental_illness",14,13.19,94.2143
"Oct-22","7A6AT","St Woolos Community","mental_illness",14,12.23,87.3571
"Nov-22","7A6AT","St Woolos Community","mental_illness",14.25,13.14,92.2105
"Dec-22","7A6AT","St Woolos Community","mental_illness",15,12.55,83.6667
"Jan-23","7A6AT","St Woolos Community","mental_illness",12,9.67,80.5833
"Feb-23","7A6AT","St Woolos Community","mental_illness",12,12,100
"Mar-23","7A6AT","St Woolos Community","mental_illness",13.2,7.53,57.0455
"Feb-21","7A6AT","St Woolos Community","mental_illness",12,8.5,70.8333
"Mar-21","7A6AT","St Woolos Community","mental_illness",12,5.52,46
"Jun-21","7A6AT","St Woolos Community","mental_illness",12,5.7,47.5
"Aug-21","7A6AT","St Woolos Community","mental_illness",12,8.16,68
"Sep-21","7A6AT","St Woolos Community","mental_illness",12,9.03,75.25
"Nov-21","7A6AT","St Woolos Community","mental_illness",12,8.93,74.4167
"Jan-21","7A6ML","St Woolos other","all_specialties",44.07,27.32,61.9923
"Feb-21","7A6ML","St Woolos other","all_specialties",38.829999,24.42,62.8895
"Mar-21","7A6ML","St Woolos other","all_specialties",44,25.04,56.9091
"Apr-21","7A6ML","St Woolos other","all_specialties",43,22.870001,53.186
"May-21","7A6ML","St Woolos other","all_specialties",43,22.16,51.5349
"Jun-21","7A6ML","St Woolos other","all_specialties",43,8.57,19.9302
"Jul-21","7A6ML","St Woolos other","all_specialties",44.430001,20.17,45.3973
"Aug-21","7A6ML","St Woolos other","all_specialties",42.740002,17.389999,40.6879
"Sep-21","7A6ML","St Woolos other","all_specialties",43,18.6,43.2558
"Oct-21","7A6ML","St Woolos other","all_specialties",43,14.16,32.9302
"Nov-21","7A6ML","St Woolos other","all_specialties",36,14.7,40.8333
"Dec-21","7A6ML","St Woolos other","all_specialties",36,12.06,33.5
