"nhs_region20_name","date","year","month","treatment","waits_over_18_weeks","waits_over_52_weeks"
"North East and Yorkshire",2022-02-01,2022,"Feb","Other - Paediatric Services",20797,2660
"North East and Yorkshire",2022-02-01,2022,"Feb","Other - Surgical Services",24117,4329
"North East and Yorkshire",2022-02-01,2022,"Feb","Plastic Surgery Service",15252,3193
"North East and Yorkshire",2022-02-01,2022,"Feb","Respiratory Medicine Service",5950,138
"North East and Yorkshire",2022-02-01,2022,"Feb","Rheumatology Service",4719,70
"North East and Yorkshire",2022-02-01,2022,"Feb","Total",414282,54342
"North East and Yorkshire",2022-02-01,2022,"Feb","Trauma and Orthopaedic Service",69120,11679
"North East and Yorkshire",2022-02-01,2022,"Feb","Urology Service",25525,4312
"North West",2022-02-01,2022,"Feb","Cardiology Service",15540,716
"North West",2022-02-01,2022,"Feb","Cardiothoracic Surgery Service",1458,229
"North West",2022-02-01,2022,"Feb","Dermatology Service",19438,1380
"North West",2022-02-01,2022,"Feb","Ear Nose and Throat Service",46347,10299
"North West",2022-02-01,2022,"Feb","Elderly Medicine Service",971,12
"North West",2022-02-01,2022,"Feb","Gastroenterology Service",32080,3597
"North West",2022-02-01,2022,"Feb","General Internal Medicine Service",2824,502
"North West",2022-02-01,2022,"Feb","General Surgery Service",49477,11769
"North West",2022-02-01,2022,"Feb","Gynaecology Service",51588,9337
"North West",2022-02-01,2022,"Feb","Neurology Service",12903,856
"North West",2022-02-01,2022,"Feb","Neurosurgical Service",10391,1579
"North West",2022-02-01,2022,"Feb","Ophthalmology Service",41106,4293
"North West",2022-02-01,2022,"Feb","Oral Surgery Service",32113,9026
"North West",2022-02-01,2022,"Feb","Other - Medical Services",20564,1223
"North West",2022-02-01,2022,"Feb","Other - Mental Health Services",93,8
"North West",2022-02-01,2022,"Feb","Other - Other Services",3862,340
"North West",2022-02-01,2022,"Feb","Other - Paediatric Services",31082,3641
"North West",2022-02-01,2022,"Feb","Other - Surgical Services",35142,7712
"North West",2022-02-01,2022,"Feb","Plastic Surgery Service",14721,3687
"North West",2022-02-01,2022,"Feb","Respiratory Medicine Service",5715,136
"North West",2022-02-01,2022,"Feb","Rheumatology Service",6319,183
"North West",2022-02-01,2022,"Feb","Total",543215,93526
"North West",2022-02-01,2022,"Feb","Trauma and Orthopaedic Service",75659,15563
"North West",2022-02-01,2022,"Feb","Urology Service",33822,7438
"South East",2022-02-01,2022,"Feb","Cardiology Service",11434,156
"South East",2022-02-01,2022,"Feb","Cardiothoracic Surgery Service",538,103
"South East",2022-02-01,2022,"Feb","Dermatology Service",14758,343
"South East",2022-02-01,2022,"Feb","Ear Nose and Throat Service",37002,5234
"South East",2022-02-01,2022,"Feb","Elderly Medicine Service",659,25
"South East",2022-02-01,2022,"Feb","Gastroenterology Service",26481,2793
"South East",2022-02-01,2022,"Feb","General Internal Medicine Service",798,17
"South East",2022-02-01,2022,"Feb","General Surgery Service",40734,7491
"South East",2022-02-01,2022,"Feb","Gynaecology Service",36330,5009
"South East",2022-02-01,2022,"Feb","Neurology Service",11358,279
"South East",2022-02-01,2022,"Feb","Neurosurgical Service",2010,561
"South East",2022-02-01,2022,"Feb","Ophthalmology Service",46618,3831
"South East",2022-02-01,2022,"Feb","Oral Surgery Service",19758,1925
"South East",2022-02-01,2022,"Feb","Other - Medical Services",17365,1173
"South East",2022-02-01,2022,"Feb","Other - Mental Health Services",288,9
"South East",2022-02-01,2022,"Feb","Other - Other Services",5810,487
"South East",2022-02-01,2022,"Feb","Other - Paediatric Services",12561,945
"South East",2022-02-01,2022,"Feb","Other - Surgical Services",24193,4143
"South East",2022-02-01,2022,"Feb","Plastic Surgery Service",7564,1243
"South East",2022-02-01,2022,"Feb","Respiratory Medicine Service",5799,86
"South East",2022-02-01,2022,"Feb","Rheumatology Service",4838,52
"South East",2022-02-01,2022,"Feb","Total",431856,52185
"South East",2022-02-01,2022,"Feb","Trauma and Orthopaedic Service",77500,11823
"South East",2022-02-01,2022,"Feb","Urology Service",27460,4457
"South West",2022-02-01,2022,"Feb","Cardiology Service",14933,1433
"South West",2022-02-01,2022,"Feb","Cardiothoracic Surgery Service",888,185
"South West",2022-02-01,2022,"Feb","Dermatology Service",13349,695
"South West",2022-02-01,2022,"Feb","Ear Nose and Throat Service",24983,4772
"South West",2022-02-01,2022,"Feb","Elderly Medicine Service",427,4
"South West",2022-02-01,2022,"Feb","Gastroenterology Service",17011,1918
"South West",2022-02-01,2022,"Feb","General Internal Medicine Service",1549,206
"South West",2022-02-01,2022,"Feb","General Surgery Service",15708,3743
"South West",2022-02-01,2022,"Feb","Gynaecology Service",22225,3694
"South West",2022-02-01,2022,"Feb","Neurology Service",7942,483
"South West",2022-02-01,2022,"Feb","Neurosurgical Service",3017,1142
"South West",2022-02-01,2022,"Feb","Ophthalmology Service",43318,5155
"South West",2022-02-01,2022,"Feb","Oral Surgery Service",23513,3997
"South West",2022-02-01,2022,"Feb","Other - Medical Services",13386,1046
"South West",2022-02-01,2022,"Feb","Other - Mental Health Services",5,1
"South West",2022-02-01,2022,"Feb","Other - Other Services",5700,400
"South West",2022-02-01,2022,"Feb","Other - Paediatric Services",11126,1922
"South West",2022-02-01,2022,"Feb","Other - Surgical Services",30905,7467
"South West",2022-02-01,2022,"Feb","Plastic Surgery Service",5088,1061
"South West",2022-02-01,2022,"Feb","Respiratory Medicine Service",4220,387
"South West",2022-02-01,2022,"Feb","Rheumatology Service",3076,319
"South West",2022-02-01,2022,"Feb","Total",349101,63034
"South West",2022-02-01,2022,"Feb","Trauma and Orthopaedic Service",69691,19208
"South West",2022-02-01,2022,"Feb","Urology Service",17041,3796
"East of England",2022-03-01,2022,"Mar","Cardiology Service",16807,873
"East of England",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",857,68
"East of England",2022-03-01,2022,"Mar","Dermatology Service",23861,2227
"East of England",2022-03-01,2022,"Mar","Ear Nose and Throat Service",36049,7015
"East of England",2022-03-01,2022,"Mar","Elderly Medicine Service",489,8
"East of England",2022-03-01,2022,"Mar","Gastroenterology Service",19065,1924
"East of England",2022-03-01,2022,"Mar","General Internal Medicine Service",1721,177
"East of England",2022-03-01,2022,"Mar","General Surgery Service",37677,7049
"East of England",2022-03-01,2022,"Mar","Gynaecology Service",31925,6057
"East of England",2022-03-01,2022,"Mar","Neurology Service",5928,148
"East of England",2022-03-01,2022,"Mar","Neurosurgical Service",964,223
"East of England",2022-03-01,2022,"Mar","Ophthalmology Service",47057,5844
"East of England",2022-03-01,2022,"Mar","Oral Surgery Service",16868,2745
"East of England",2022-03-01,2022,"Mar","Other - Medical Services",18773,2098
"East of England",2022-03-01,2022,"Mar","Other - Mental Health Services",61,1
"East of England",2022-03-01,2022,"Mar","Other - Other Services",9434,1584
"East of England",2022-03-01,2022,"Mar","Other - Paediatric Services",13974,1925
"East of England",2022-03-01,2022,"Mar","Other - Surgical Services",11689,1587
"East of England",2022-03-01,2022,"Mar","Plastic Surgery Service",10264,1772
"East of England",2022-03-01,2022,"Mar","Respiratory Medicine Service",7346,125
"East of England",2022-03-01,2022,"Mar","Rheumatology Service",5889,328
"East of England",2022-03-01,2022,"Mar","Total",414863,65146
"East of England",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",71704,16632
"East of England",2022-03-01,2022,"Mar","Urology Service",26461,4736
"London",2022-03-01,2022,"Mar","Cardiology Service",19340,1319
"London",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",1450,95
"London",2022-03-01,2022,"Mar","Dermatology Service",21699,1055
"London",2022-03-01,2022,"Mar","Ear Nose and Throat Service",40599,5410
"London",2022-03-01,2022,"Mar","Elderly Medicine Service",526,4
"London",2022-03-01,2022,"Mar","Gastroenterology Service",16817,681
"London",2022-03-01,2022,"Mar","General Internal Medicine Service",1783,41
"London",2022-03-01,2022,"Mar","General Surgery Service",34718,4254
"London",2022-03-01,2022,"Mar","Gynaecology Service",35751,3310
"London",2022-03-01,2022,"Mar","Neurology Service",13567,205
"London",2022-03-01,2022,"Mar","Neurosurgical Service",8513,956
"London",2022-03-01,2022,"Mar","Ophthalmology Service",39257,1423
"London",2022-03-01,2022,"Mar","Oral Surgery Service",21620,896
"London",2022-03-01,2022,"Mar","Other - Medical Services",41992,3660
"London",2022-03-01,2022,"Mar","Other - Mental Health Services",3877,69
"London",2022-03-01,2022,"Mar","Other - Other Services",8519,712
"London",2022-03-01,2022,"Mar","Other - Paediatric Services",34481,2853
"London",2022-03-01,2022,"Mar","Other - Surgical Services",37122,4448
"London",2022-03-01,2022,"Mar","Plastic Surgery Service",8533,1644
"London",2022-03-01,2022,"Mar","Respiratory Medicine Service",8657,257
"London",2022-03-01,2022,"Mar","Rheumatology Service",7258,380
"London",2022-03-01,2022,"Mar","Total",487691,42455
"London",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",53643,5440
"London",2022-03-01,2022,"Mar","Urology Service",27969,3343
"Midlands",2022-03-01,2022,"Mar","Cardiology Service",20920,1376
"Midlands",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",1636,321
"Midlands",2022-03-01,2022,"Mar","Dermatology Service",32949,5379
"Midlands",2022-03-01,2022,"Mar","Ear Nose and Throat Service",64879,14856
"Midlands",2022-03-01,2022,"Mar","Elderly Medicine Service",824,23
"Midlands",2022-03-01,2022,"Mar","Gastroenterology Service",39108,6577
"Midlands",2022-03-01,2022,"Mar","General Internal Medicine Service",2975,163
"Midlands",2022-03-01,2022,"Mar","General Surgery Service",62817,18090
"Midlands",2022-03-01,2022,"Mar","Gynaecology Service",55148,10762
"Midlands",2022-03-01,2022,"Mar","Neurology Service",17806,2684
"Midlands",2022-03-01,2022,"Mar","Neurosurgical Service",3659,607
"Midlands",2022-03-01,2022,"Mar","Ophthalmology Service",71356,11592
"Midlands",2022-03-01,2022,"Mar","Oral Surgery Service",33672,6895
"Midlands",2022-03-01,2022,"Mar","Other - Medical Services",31357,2555
"Midlands",2022-03-01,2022,"Mar","Other - Mental Health Services",68,0
"Midlands",2022-03-01,2022,"Mar","Other - Other Services",5626,705
"Midlands",2022-03-01,2022,"Mar","Other - Paediatric Services",30671,5018
"Midlands",2022-03-01,2022,"Mar","Other - Surgical Services",33163,7836
"Midlands",2022-03-01,2022,"Mar","Plastic Surgery Service",8699,2556
"Midlands",2022-03-01,2022,"Mar","Respiratory Medicine Service",11742,1027
"Midlands",2022-03-01,2022,"Mar","Rheumatology Service",11289,776
"Midlands",2022-03-01,2022,"Mar","Total",710547,139150
"Midlands",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",126318,28093
"Midlands",2022-03-01,2022,"Mar","Urology Service",43865,11259
"North East and Yorkshire",2022-03-01,2022,"Mar","Cardiology Service",11455,513
"North East and Yorkshire",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",894,122
"North East and Yorkshire",2022-03-01,2022,"Mar","Dermatology Service",18101,1530
"North East and Yorkshire",2022-03-01,2022,"Mar","Ear Nose and Throat Service",36112,4701
"North East and Yorkshire",2022-03-01,2022,"Mar","Elderly Medicine Service",792,21
"North East and Yorkshire",2022-03-01,2022,"Mar","Gastroenterology Service",12520,932
"North East and Yorkshire",2022-03-01,2022,"Mar","General Internal Medicine Service",2860,86
"North East and Yorkshire",2022-03-01,2022,"Mar","General Surgery Service",39504,7330
"North East and Yorkshire",2022-03-01,2022,"Mar","Gynaecology Service",32589,4290
"North East and Yorkshire",2022-03-01,2022,"Mar","Neurology Service",9790,430
"North East and Yorkshire",2022-03-01,2022,"Mar","Neurosurgical Service",4279,897
"North East and Yorkshire",2022-03-01,2022,"Mar","Ophthalmology Service",37917,3467
"North East and Yorkshire",2022-03-01,2022,"Mar","Oral Surgery Service",22697,2684
"North East and Yorkshire",2022-03-01,2022,"Mar","Other - Medical Services",18901,795
"North East and Yorkshire",2022-03-01,2022,"Mar","Other - Mental Health Services",215,7
"North East and Yorkshire",2022-03-01,2022,"Mar","Other - Other Services",8762,734
"North East and Yorkshire",2022-03-01,2022,"Mar","Other - Paediatric Services",22841,2623
"North East and Yorkshire",2022-03-01,2022,"Mar","Other - Surgical Services",24936,4358
"North East and Yorkshire",2022-03-01,2022,"Mar","Plastic Surgery Service",14447,2906
"North East and Yorkshire",2022-03-01,2022,"Mar","Respiratory Medicine Service",6336,167
"North East and Yorkshire",2022-03-01,2022,"Mar","Rheumatology Service",4987,101
"North East and Yorkshire",2022-03-01,2022,"Mar","Total",427458,54286
"North East and Yorkshire",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",71003,11345
"North East and Yorkshire",2022-03-01,2022,"Mar","Urology Service",25520,4247
"North West",2022-03-01,2022,"Mar","Cardiology Service",16505,820
"North West",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",1480,245
"North West",2022-03-01,2022,"Mar","Dermatology Service",20729,1834
"North West",2022-03-01,2022,"Mar","Ear Nose and Throat Service",48368,10837
"North West",2022-03-01,2022,"Mar","Elderly Medicine Service",1021,8
"North West",2022-03-01,2022,"Mar","Gastroenterology Service",32909,4091
"North West",2022-03-01,2022,"Mar","General Internal Medicine Service",2893,500
"North West",2022-03-01,2022,"Mar","General Surgery Service",49041,11519
"North West",2022-03-01,2022,"Mar","Gynaecology Service",53953,10057
"North West",2022-03-01,2022,"Mar","Neurology Service",14028,1117
"North West",2022-03-01,2022,"Mar","Neurosurgical Service",10843,1700
"North West",2022-03-01,2022,"Mar","Ophthalmology Service",52092,6112
"North West",2022-03-01,2022,"Mar","Oral Surgery Service",31912,8578
"North West",2022-03-01,2022,"Mar","Other - Medical Services",21134,1137
"North West",2022-03-01,2022,"Mar","Other - Mental Health Services",93,11
"North West",2022-03-01,2022,"Mar","Other - Other Services",3975,285
"North West",2022-03-01,2022,"Mar","Other - Paediatric Services",32791,3773
"North West",2022-03-01,2022,"Mar","Other - Surgical Services",36251,7782
"North West",2022-03-01,2022,"Mar","Plastic Surgery Service",15225,3872
"North West",2022-03-01,2022,"Mar","Respiratory Medicine Service",6247,182
"North West",2022-03-01,2022,"Mar","Rheumatology Service",6620,241
"North West",2022-03-01,2022,"Mar","Total",568732,96915
"North West",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",76165,14748
"North West",2022-03-01,2022,"Mar","Urology Service",34457,7466
"South East",2022-03-01,2022,"Mar","Cardiology Service",12936,202
"South East",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",528,85
"South East",2022-03-01,2022,"Mar","Dermatology Service",14612,370
"South East",2022-03-01,2022,"Mar","Ear Nose and Throat Service",37831,5269
"South East",2022-03-01,2022,"Mar","Elderly Medicine Service",709,31
"South East",2022-03-01,2022,"Mar","Gastroenterology Service",24788,2174
"South East",2022-03-01,2022,"Mar","General Internal Medicine Service",986,21
"South East",2022-03-01,2022,"Mar","General Surgery Service",39645,6818
"South East",2022-03-01,2022,"Mar","Gynaecology Service",37830,5038
"South East",2022-03-01,2022,"Mar","Neurology Service",11912,374
"South East",2022-03-01,2022,"Mar","Neurosurgical Service",1954,530
"South East",2022-03-01,2022,"Mar","Ophthalmology Service",46355,3457
"South East",2022-03-01,2022,"Mar","Oral Surgery Service",20954,2042
"South East",2022-03-01,2022,"Mar","Other - Medical Services",18296,1360
"South East",2022-03-01,2022,"Mar","Other - Mental Health Services",271,10
"South East",2022-03-01,2022,"Mar","Other - Other Services",5834,498
"South East",2022-03-01,2022,"Mar","Other - Paediatric Services",13685,1064
"South East",2022-03-01,2022,"Mar","Other - Surgical Services",25385,4333
"South East",2022-03-01,2022,"Mar","Plastic Surgery Service",7696,1173
"South East",2022-03-01,2022,"Mar","Respiratory Medicine Service",6280,156
"South East",2022-03-01,2022,"Mar","Rheumatology Service",5124,67
"South East",2022-03-01,2022,"Mar","Total",440346,51060
"South East",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",78214,11430
"South East",2022-03-01,2022,"Mar","Urology Service",28521,4558
"South West",2022-03-01,2022,"Mar","Cardiology Service",15694,1564
"South West",2022-03-01,2022,"Mar","Cardiothoracic Surgery Service",861,184
"South West",2022-03-01,2022,"Mar","Dermatology Service",13711,879
"South West",2022-03-01,2022,"Mar","Ear Nose and Throat Service",26133,4926
"South West",2022-03-01,2022,"Mar","Elderly Medicine Service",572,10
"South West",2022-03-01,2022,"Mar","Gastroenterology Service",17115,1946
"South West",2022-03-01,2022,"Mar","General Internal Medicine Service",1595,181
"South West",2022-03-01,2022,"Mar","General Surgery Service",15869,3698
"South West",2022-03-01,2022,"Mar","Gynaecology Service",22935,3727
"South West",2022-03-01,2022,"Mar","Neurology Service",8469,579
"South West",2022-03-01,2022,"Mar","Neurosurgical Service",3061,1211
"South West",2022-03-01,2022,"Mar","Ophthalmology Service",44206,5374
"South West",2022-03-01,2022,"Mar","Oral Surgery Service",24607,4321
"South West",2022-03-01,2022,"Mar","Other - Medical Services",14363,1148
"South West",2022-03-01,2022,"Mar","Other - Mental Health Services",10,0
"South West",2022-03-01,2022,"Mar","Other - Other Services",5332,212
"South West",2022-03-01,2022,"Mar","Other - Paediatric Services",12156,2170
"South West",2022-03-01,2022,"Mar","Other - Surgical Services",31403,7705
"South West",2022-03-01,2022,"Mar","Plastic Surgery Service",5411,1122
"South West",2022-03-01,2022,"Mar","Respiratory Medicine Service",4545,442
"South West",2022-03-01,2022,"Mar","Rheumatology Service",3153,264
"South West",2022-03-01,2022,"Mar","Total",359626,64502
"South West",2022-03-01,2022,"Mar","Trauma and Orthopaedic Service",71123,18845
"South West",2022-03-01,2022,"Mar","Urology Service",17302,3994
"East of England",2022-04-01,2022,"Apr","Cardiology Service",17700,988
"East of England",2022-04-01,2022,"Apr","Cardiothoracic Surgery Service",859,78
"East of England",2022-04-01,2022,"Apr","Dermatology Service",23529,2473
"East of England",2022-04-01,2022,"Apr","Ear Nose and Throat Service",36162,7075
"East of England",2022-04-01,2022,"Apr","Elderly Medicine Service",514,9
"East of England",2022-04-01,2022,"Apr","Gastroenterology Service",18908,1755
"East of England",2022-04-01,2022,"Apr","General Internal Medicine Service",1861,167
"East of England",2022-04-01,2022,"Apr","General Surgery Service",37382,6823
"East of England",2022-04-01,2022,"Apr","Gynaecology Service",32434,6252
"East of England",2022-04-01,2022,"Apr","Neurology Service",6064,153
"East of England",2022-04-01,2022,"Apr","Neurosurgical Service",1041,227
"East of England",2022-04-01,2022,"Apr","Ophthalmology Service",46926,5728
"East of England",2022-04-01,2022,"Apr","Oral Surgery Service",16998,2833
"East of England",2022-04-01,2022,"Apr","Other - Medical Services",19681,2165
"East of England",2022-04-01,2022,"Apr","Other - Mental Health Services",66,1
"East of England",2022-04-01,2022,"Apr","Other - Other Services",10040,1578
"East of England",2022-04-01,2022,"Apr","Other - Paediatric Services",14842,2106
"East of England",2022-04-01,2022,"Apr","Other - Surgical Services",11760,1637
"East of England",2022-04-01,2022,"Apr","Plastic Surgery Service",10310,1869
"East of England",2022-04-01,2022,"Apr","Respiratory Medicine Service",7532,112
"East of England",2022-04-01,2022,"Apr","Rheumatology Service",6065,454
"East of England",2022-04-01,2022,"Apr","Total",417315,65293
"East of England",2022-04-01,2022,"Apr","Trauma and Orthopaedic Service",69467,16194
"East of England",2022-04-01,2022,"Apr","Urology Service",27174,4616
"London",2022-04-01,2022,"Apr","Cardiology Service",19979,1309
"London",2022-04-01,2022,"Apr","Cardiothoracic Surgery Service",1543,109
"London",2022-04-01,2022,"Apr","Dermatology Service",21819,1222
"London",2022-04-01,2022,"Apr","Ear Nose and Throat Service",40051,5290
"London",2022-04-01,2022,"Apr","Elderly Medicine Service",544,6
"London",2022-04-01,2022,"Apr","Gastroenterology Service",16684,634
"London",2022-04-01,2022,"Apr","General Internal Medicine Service",1661,48
"London",2022-04-01,2022,"Apr","General Surgery Service",35062,4407
"London",2022-04-01,2022,"Apr","Gynaecology Service",37836,3472
"London",2022-04-01,2022,"Apr","Neurology Service",14206,404
"London",2022-04-01,2022,"Apr","Neurosurgical Service",9163,1105
"London",2022-04-01,2022,"Apr","Ophthalmology Service",40577,1443
"London",2022-04-01,2022,"Apr","Oral Surgery Service",22901,904
"London",2022-04-01,2022,"Apr","Other - Medical Services",42906,3700
"London",2022-04-01,2022,"Apr","Other - Mental Health Services",4200,65
"London",2022-04-01,2022,"Apr","Other - Other Services",8674,706
"London",2022-04-01,2022,"Apr","Other - Paediatric Services",34615,2692
"London",2022-04-01,2022,"Apr","Other - Surgical Services",36190,4590
"London",2022-04-01,2022,"Apr","Plastic Surgery Service",8421,1594
"London",2022-04-01,2022,"Apr","Respiratory Medicine Service",9130,264
"London",2022-04-01,2022,"Apr","Rheumatology Service",7413,432
"London",2022-04-01,2022,"Apr","Total",496472,43026
"London",2022-04-01,2022,"Apr","Trauma and Orthopaedic Service",54406,5326
"London",2022-04-01,2022,"Apr","Urology Service",28491,3304
"Midlands",2022-04-01,2022,"Apr","Cardiology Service",22070,1410
"Midlands",2022-04-01,2022,"Apr","Cardiothoracic Surgery Service",1600,324
"Midlands",2022-04-01,2022,"Apr","Dermatology Service",33108,5670
"Midlands",2022-04-01,2022,"Apr","Ear Nose and Throat Service",66069,15052
"Midlands",2022-04-01,2022,"Apr","Elderly Medicine Service",722,19
"Midlands",2022-04-01,2022,"Apr","Gastroenterology Service",40145,6799
"Midlands",2022-04-01,2022,"Apr","General Internal Medicine Service",2968,159
"Midlands",2022-04-01,2022,"Apr","General Surgery Service",62659,17530
"Midlands",2022-04-01,2022,"Apr","Gynaecology Service",56312,11069
"Midlands",2022-04-01,2022,"Apr","Neurology Service",18210,2840
"Midlands",2022-04-01,2022,"Apr","Neurosurgical Service",3739,633
"Midlands",2022-04-01,2022,"Apr","Ophthalmology Service",70574,11602
"Midlands",2022-04-01,2022,"Apr","Oral Surgery Service",33198,6893
"Midlands",2022-04-01,2022,"Apr","Other - Medical Services",32008,2468
"Midlands",2022-04-01,2022,"Apr","Other - Mental Health Services",56,0
"Midlands",2022-04-01,2022,"Apr","Other - Other Services",5666,581
"Midlands",2022-04-01,2022,"Apr","Other - Paediatric Services",31250,5073
"Midlands",2022-04-01,2022,"Apr","Other - Surgical Services",33765,7883
"Midlands",2022-04-01,2022,"Apr","Plastic Surgery Service",8507,2398
"Midlands",2022-04-01,2022,"Apr","Respiratory Medicine Service",12328,1079
"Midlands",2022-04-01,2022,"Apr","Rheumatology Service",11084,829
"Midlands",2022-04-01,2022,"Apr","Total",714104,138705
"Midlands",2022-04-01,2022,"Apr","Trauma and Orthopaedic Service",124044,27429
"Midlands",2022-04-01,2022,"Apr","Urology Service",44022,10965
"North East and Yorkshire",2022-04-01,2022,"Apr","Cardiology Service",11387,511
"North East and Yorkshire",2022-04-01,2022,"Apr","Cardiothoracic Surgery Service",864,116
"North East and Yorkshire",2022-04-01,2022,"Apr","Dermatology Service",17481,1805
"North East and Yorkshire",2022-04-01,2022,"Apr","Ear Nose and Throat Service",33310,4446
"North East and Yorkshire",2022-04-01,2022,"Apr","Elderly Medicine Service",809,25
"North East and Yorkshire",2022-04-01,2022,"Apr","Gastroenterology Service",11605,794
"North East and Yorkshire",2022-04-01,2022,"Apr","General Internal Medicine Service",2834,73
"North East and Yorkshire",2022-04-01,2022,"Apr","General Surgery Service",36672,6819
"North East and Yorkshire",2022-04-01,2022,"Apr","Gynaecology Service",32495,4411
"North East and Yorkshire",2022-04-01,2022,"Apr","Neurology Service",8696,476
"North East and Yorkshire",2022-04-01,2022,"Apr","Neurosurgical Service",4290,844
"North East and Yorkshire",2022-04-01,2022,"Apr","Ophthalmology Service",35959,2919
"North East and Yorkshire",2022-04-01,2022,"Apr","Oral Surgery Service",22464,2718
"North East and Yorkshire",2022-04-01,2022,"Apr","Other - Medical Services",17394,704
"North East and Yorkshire",2022-04-01,2022,"Apr","Other - Mental Health Services",241,2
"North East and Yorkshire",2022-04-01,2022,"Apr","Other - Other Services",9442,729
"North East and Yorkshire",2022-04-01,2022,"Apr","Other - Paediatric Services",22759,2607
"North East and Yorkshire",2022-04-01,2022,"Apr","Other - Surgical Services",23843,4188
"North East and Yorkshire",2022-04-01,2022,"Apr","Plastic Surgery Service",12522,2623
"North East and Yorkshire",2022-04-01,2022,"Apr","Respiratory Medicine Service",6404,217
"North East and Yorkshire",2022-04-01,2022,"Apr","Rheumatology Service",5099,102
"North East and Yorkshire",2022-04-01,2022,"Apr","Total",406263,51437
"North East and Yorkshire",2022-04-01,2022,"Apr","Trauma and Orthopaedic Service",66277,10594
"North East and Yorkshire",2022-04-01,2022,"Apr","Urology Service",23416,3714
"North West",2022-04-01,2022,"Apr","Cardiology Service",17237,736
"North West",2022-04-01,2022,"Apr","Cardiothoracic Surgery Service",1560,232
"North West",2022-04-01,2022,"Apr","Dermatology Service",21073,2371
"North West",2022-04-01,2022,"Apr","Ear Nose and Throat Service",49246,10950
"North West",2022-04-01,2022,"Apr","Elderly Medicine Service",917,8
"North West",2022-04-01,2022,"Apr","Gastroenterology Service",33208,4196
"North West",2022-04-01,2022,"Apr","General Internal Medicine Service",2881,482
"North West",2022-04-01,2022,"Apr","General Surgery Service",52083,12862
"North West",2022-04-01,2022,"Apr","Gynaecology Service",53642,10582
"North West",2022-04-01,2022,"Apr","Neurology Service",14828,1482
"North West",2022-04-01,2022,"Apr","Neurosurgical Service",11288,1817
"North West",2022-04-01,2022,"Apr","Ophthalmology Service",54208,7047
"North West",2022-04-01,2022,"Apr","Oral Surgery Service",32157,8299
"North West",2022-04-01,2022,"Apr","Other - Medical Services",21858,1164
"North West",2022-04-01,2022,"Apr","Other - Mental Health Services",88,6
"North West",2022-04-01,2022,"Apr","Other - Other Services",3649,236
"North West",2022-04-01,2022,"Apr","Other - Paediatric Services",34223,3876
"North West",2022-04-01,2022,"Apr","Other - Surgical Services",33044,6087
"North West",2022-04-01,2022,"Apr","Plastic Surgery Service",15645,4125
"North West",2022-04-01,2022,"Apr","Respiratory Medicine Service",6829,156
"North West",2022-04-01,2022,"Apr","Rheumatology Service",6682,244
"North West",2022-04-01,2022,"Apr","Total",573910,97991
"North West",2022-04-01,2022,"Apr","Trauma and Orthopaedic Service",73468,13805
"North West",2022-04-01,2022,"Apr","Urology Service",34096,7228
"South East",2022-04-01,2022,"Apr","Cardiology Service",13729,267
"South East",2022-04-01,2022,"Apr","Cardiothoracic Surgery Service",546,72
"South East",2022-04-01,2022,"Apr","Dermatology Service",14597,463
"South East",2022-04-01,2022,"Apr","Ear Nose and Throat Service",38712,5410
"South East",2022-04-01,2022,"Apr","Elderly Medicine Service",679,20
"South East",2022-04-01,2022,"Apr","Gastroenterology Service",25279,2126
"South East",2022-04-01,2022,"Apr","General Internal Medicine Service",1102,14
"South East",2022-04-01,2022,"Apr","General Surgery Service",39154,6565
"South East",2022-04-01,2022,"Apr","Gynaecology Service",38414,5088
"South East",2022-04-01,2022,"Apr","Neurology Service",11868,427
"South East",2022-04-01,2022,"Apr","Neurosurgical Service",1976,503
"South East",2022-04-01,2022,"Apr","Ophthalmology Service",44832,3553
"South East",2022-04-01,2022,"Apr","Oral Surgery Service",21597,2126
"South East",2022-04-01,2022,"Apr","Other - Medical Services",19348,1453
"South East",2022-04-01,2022,"Apr","Other - Mental Health Services",275,10
"South East",2022-04-01,2022,"Apr","Other - Other Services",6057,488
"South East",2022-04-01,2022,"Apr","Other - Paediatric Services",14386,1172
"South East",2022-04-01,2022,"Apr","Other - Surgical Services",25813,4218
"South East",2022-04-01,2022,"Apr","Plastic Surgery Service",7846,1236
"South East",2022-04-01,2022,"Apr","Respiratory Medicine Service",6294,180
"South East",2022-04-01,2022,"Apr","Rheumatology Service",5065,82
"South East",2022-04-01,2022,"Apr","Total",443283,51056
"South East",2022-04-01,2022,"Apr","Trauma and Orthopaedic Service",76741,10854
"South East",2022-04-01,2022,"Apr","Urology Service",28973,4729
