"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks"
"W11000028","Aneurin Bevan LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",3535,951
"W11000031","Swansea Bay University Health Board",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",4496,1395
"W11000025","Hywel Dda LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",237,73
"W11000030","Cwm Taf Morgannwg University Health Board",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",9436,3450
"W11000029","Cardiff and Vale University LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",1474,78
"W11000024","Powys Teaching LHB",2021-12-01,"Waiting for diagnostic or AHP test, intervention or result",132,1
"W11000023","Betsi Cadwaladr University LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",10136,1983
"W11000025","Hywel Dda LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",242,63
"W11000028","Aneurin Bevan LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",3584,942
"W11000031","Swansea Bay University Health Board",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",4564,1431
"W11000030","Cwm Taf Morgannwg University Health Board",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",9867,3683
"W11000029","Cardiff and Vale University LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",1202,72
"W11000024","Powys Teaching LHB",2022-01-01,"Waiting for diagnostic or AHP test, intervention or result",122,1
"W11000023","Betsi Cadwaladr University LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",10669,2009
"W11000028","Aneurin Bevan LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",3365,933
"W11000031","Swansea Bay University Health Board",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",4686,1485
"W11000025","Hywel Dda LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",253,66
"W11000030","Cwm Taf Morgannwg University Health Board",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",10062,3859
"W11000029","Cardiff and Vale University LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",983,66
"W11000024","Powys Teaching LHB",2022-02-01,"Waiting for diagnostic or AHP test, intervention or result",96,2
"W11000023","Betsi Cadwaladr University LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",11277,2039
"W11000025","Hywel Dda LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",168,58
"W11000028","Aneurin Bevan LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",3223,913
"W11000030","Cwm Taf Morgannwg University Health Board",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",10209,4013
"W11000031","Swansea Bay University Health Board",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",4657,1464
"W11000029","Cardiff and Vale University LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",1547,64
"W11000024","Powys Teaching LHB",2022-03-01,"Waiting for diagnostic or AHP test, intervention or result",96,NA
"W11000023","Betsi Cadwaladr University LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",11505,2226
"W11000031","Swansea Bay University Health Board",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",4466,1425
"W11000028","Aneurin Bevan LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",3116,935
"W11000030","Cwm Taf Morgannwg University Health Board",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",10378,4196
"W11000025","Hywel Dda LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",202,80
"W11000029","Cardiff and Vale University LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",1502,84
"W11000024","Powys Teaching LHB",2022-04-01,"Waiting for diagnostic or AHP test, intervention or result",102,NA
"W11000023","Betsi Cadwaladr University LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",11374,2318
"W11000028","Aneurin Bevan LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",2943,923
"W11000031","Swansea Bay University Health Board",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",4275,1412
"W11000025","Hywel Dda LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",202,88
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",10283,4398
"W11000029","Cardiff and Vale University LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",833,62
"W11000024","Powys Teaching LHB",2022-05-01,"Waiting for diagnostic or AHP test, intervention or result",131,NA
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",11613,2258
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",3108,990
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",4159,1354
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",212,91
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",10696,4701
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",774,56
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for diagnostic or AHP test, intervention or result",154,NA
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",11778,2490
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",228,96
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",3235,992
"W11000031","Swansea Bay University Health Board",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",3916,1043
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",10647,4793
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",807,62
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for diagnostic or AHP test, intervention or result",181,1
"W11000023","Betsi Cadwaladr University LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",11560,2554
"W11000025","Hywel Dda LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",251,102
"W11000031","Swansea Bay University Health Board",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",3591,856
"W11000028","Aneurin Bevan LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",3176,955
"W11000030","Cwm Taf Morgannwg University Health Board",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",10653,5006
"W11000029","Cardiff and Vale University LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",810,55
"W11000024","Powys Teaching LHB",2022-08-01,"Waiting for diagnostic or AHP test, intervention or result",178,NA
"W11000023","Betsi Cadwaladr University LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",11600,2880
"W11000028","Aneurin Bevan LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",3216,982
"W11000030","Cwm Taf Morgannwg University Health Board",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",10853,5184
"W11000025","Hywel Dda LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",247,83
"W11000031","Swansea Bay University Health Board",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",3680,954
"W11000029","Cardiff and Vale University LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",778,52
"W11000024","Powys Teaching LHB",2022-09-01,"Waiting for diagnostic or AHP test, intervention or result",213,NA
"W11000023","Betsi Cadwaladr University LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2902,128
"W11000025","Hywel Dda LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2611,14
"W11000024","Powys Teaching LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",30,NA
"W11000026","Abertawe Bro Morgannwg University LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1562,2
"W11000027","Cwm Taf LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",767,NA
"W11000028","Aneurin Bevan LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1331,1
"W11000029","Cardiff and Vale University LHB",2019-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4360,2
"W11000023","Betsi Cadwaladr University LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2789,122
"W11000025","Hywel Dda LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2763,13
"W11000024","Powys Teaching LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",28,NA
"W11000026","Abertawe Bro Morgannwg University LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1490,1
"W11000027","Cwm Taf LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",843,NA
"W11000028","Aneurin Bevan LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1221,NA
"W11000029","Cardiff and Vale University LHB",2019-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4662,1
"W11000023","Betsi Cadwaladr University LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2763,69
"W11000024","Powys Teaching LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",25,NA
"W11000029","Cardiff and Vale University LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5142,NA
"W11000025","Hywel Dda LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2318,NA
"W11000026","Abertawe Bro Morgannwg University LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1768,NA
"W11000027","Cwm Taf LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",640,NA
"W11000028","Aneurin Bevan LHB",2019-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1246,NA
"W11000023","Betsi Cadwaladr University LHB",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2843,100
"W11000025","Hywel Dda LHB",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2548,NA
"W11000024","Powys Teaching LHB",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",30,NA
"W11000028","Aneurin Bevan LHB",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1191,NA
"W11000029","Cardiff and Vale University LHB",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5274,NA
"W11000031","Swansea Bay University Health Board",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1248,2
"W11000030","Cwm Taf Morgannwg University Health Board",2019-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1258,NA
"W11000023","Betsi Cadwaladr University LHB",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2827,160
"W11000025","Hywel Dda LHB",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2371,NA
"W11000024","Powys Teaching LHB",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",49,NA
"W11000028","Aneurin Bevan LHB",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1093,NA
"W11000030","Cwm Taf Morgannwg University Health Board",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1074,NA
"W11000031","Swansea Bay University Health Board",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1201,6
"W11000029","Cardiff and Vale University LHB",2019-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5315,1
"W11000023","Betsi Cadwaladr University LHB",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3101,203
"W11000031","Swansea Bay University Health Board",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1222,6
"W11000025","Hywel Dda LHB",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2543,NA
"W11000024","Powys Teaching LHB",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",42,NA
"W11000028","Aneurin Bevan LHB",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1332,NA
"W11000029","Cardiff and Vale University LHB",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5239,NA
"W11000030","Cwm Taf Morgannwg University Health Board",2019-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1260,NA
"W11000023","Betsi Cadwaladr University LHB",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3089,248
"W11000030","Cwm Taf Morgannwg University Health Board",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1559,74
"W11000025","Hywel Dda LHB",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2459,NA
"W11000024","Powys Teaching LHB",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",39,NA
"W11000028","Aneurin Bevan LHB",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1505,NA
"W11000029","Cardiff and Vale University LHB",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5031,1
"W11000031","Swansea Bay University Health Board",2019-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1189,6
"W11000030","Cwm Taf Morgannwg University Health Board",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1602,28
"W11000023","Betsi Cadwaladr University LHB",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3288,311
"W11000024","Powys Teaching LHB",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",54,NA
"W11000025","Hywel Dda LHB",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2200,NA
"W11000028","Aneurin Bevan LHB",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1352,NA
"W11000029","Cardiff and Vale University LHB",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5070,1
"W11000031","Swansea Bay University Health Board",2019-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1173,6
"W11000023","Betsi Cadwaladr University LHB",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3340,327
"W11000031","Swansea Bay University Health Board",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1266,7
"W11000025","Hywel Dda LHB",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2464,NA
"W11000029","Cardiff and Vale University LHB",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4863,NA
"W11000024","Powys Teaching LHB",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",67,NA
"W11000028","Aneurin Bevan LHB",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1562,NA
"W11000030","Cwm Taf Morgannwg University Health Board",2019-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1580,4
"W11000023","Betsi Cadwaladr University LHB",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2838,329
"W11000029","Cardiff and Vale University LHB",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4593,1
"W11000024","Powys Teaching LHB",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",66,NA
"W11000025","Hywel Dda LHB",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2249,NA
"W11000028","Aneurin Bevan LHB",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1449,NA
"W11000031","Swansea Bay University Health Board",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1364,10
"W11000030","Cwm Taf Morgannwg University Health Board",2019-10-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1529,2
"W11000023","Betsi Cadwaladr University LHB",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2654,373
"W11000030","Cwm Taf Morgannwg University Health Board",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1369,1
"W11000025","Hywel Dda LHB",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2131,NA
"W11000024","Powys Teaching LHB",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",52,NA
"W11000028","Aneurin Bevan LHB",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1440,NA
"W11000029","Cardiff and Vale University LHB",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4825,1
"W11000031","Swansea Bay University Health Board",2019-11-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1525,7
"W11000023","Betsi Cadwaladr University LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2799,395
"W11000030","Cwm Taf Morgannwg University Health Board",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1437,8
"W11000025","Hywel Dda LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2462,3
"W11000024","Powys Teaching LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",42,NA
"W11000028","Aneurin Bevan LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1328,2
"W11000029","Cardiff and Vale University LHB",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4709,NA
"W11000031","Swansea Bay University Health Board",2019-12-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1577,14
"W11000023","Betsi Cadwaladr University LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3068,425
"W11000030","Cwm Taf Morgannwg University Health Board",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1570,10
"W11000025","Hywel Dda LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3024,3
"W11000024","Powys Teaching LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",56,NA
"W11000028","Aneurin Bevan LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1280,NA
"W11000031","Swansea Bay University Health Board",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1632,16
"W11000029","Cardiff and Vale University LHB",2020-01-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4973,NA
"W11000023","Betsi Cadwaladr University LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3249,405
"W11000029","Cardiff and Vale University LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5447,3
"W11000030","Cwm Taf Morgannwg University Health Board",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1573,12
"W11000025","Hywel Dda LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3592,2
"W11000024","Powys Teaching LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",53,NA
"W11000028","Aneurin Bevan LHB",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1192,NA
"W11000031","Swansea Bay University Health Board",2020-02-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1570,14
"W11000023","Betsi Cadwaladr University LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3386,412
"W11000030","Cwm Taf Morgannwg University Health Board",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1620,27
"W11000025","Hywel Dda LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3708,1
"W11000029","Cardiff and Vale University LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5561,NA
"W11000024","Powys Teaching LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",42,NA
"W11000028","Aneurin Bevan LHB",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1534,7
"W11000031","Swansea Bay University Health Board",2020-03-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1432,17
"W11000023","Betsi Cadwaladr University LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3863,493
"W11000029","Cardiff and Vale University LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4985,7
"W11000030","Cwm Taf Morgannwg University Health Board",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1546,45
"W11000031","Swansea Bay University Health Board",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1280,25
"W11000025","Hywel Dda LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3647,5
"W11000024","Powys Teaching LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",64,NA
"W11000028","Aneurin Bevan LHB",2020-04-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1616,15
"W11000023","Betsi Cadwaladr University LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4189,602
"W11000025","Hywel Dda LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3894,23
"W11000029","Cardiff and Vale University LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5449,24
"W11000030","Cwm Taf Morgannwg University Health Board",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1617,73
"W11000031","Swansea Bay University Health Board",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1365,34
"W11000024","Powys Teaching LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",79,NA
"W11000028","Aneurin Bevan LHB",2020-05-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1775,17
"W11000023","Betsi Cadwaladr University LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",4674,765
"W11000028","Aneurin Bevan LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",1651,36
"W11000029","Cardiff and Vale University LHB",2020-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6260,42
